{' !': -0.0001226242, '!': -9.049479, ' @': -12.556361, ' ': -13.919071, '!.': -14.5979395}
{' $': -0.11013219, ' !': -2.3172112, '$': -6.163431, '$.': -6.41532, ' ': -6.8792815}
{' $': -0.024449335, ' @': -4.302769, '$.': -5.0600953, ' ': -6.6653795, ' $$': -6.9037557}
{' $': -0.025407577, ' @': -4.152265, '$.': -5.242452, ' $$': -6.504266, ' ': -6.9119077}
{' $': -0.18711746, ' #': -1.8116407, ' ': -6.0446687, '$.': -6.2045097, '$': -6.661158}
{' $': -0.10215282, ' #': -2.3893385, ' ': -6.4413233, '$.': -6.600543, '$': -6.876598}
{' @': -0.024790948, ' !': -4.3270063, '@': -4.5607367, ' ': -7.78719, ' @@': -9.184399}
{' @': -0.06859877, ' !': -2.8412406, '@': -4.964795, ' ': -7.612724, ' @@': -8.749928}
{' #': -0.0017531533, ' !': -6.967419, '#': -7.2687626, ' ': -9.8050995, '\n': -10.682928}
{' #': -0.008714229, ' !': -4.8468413, '#': -7.2649045, ' ': -9.530032, '\n': -10.752944}
{' $': -0.02595577, ' !': -4.2141647, '$': -4.604979, ' ': -8.146867, '$,': -8.670577}
{' $': -0.040493824, ' !': -3.612191, '$': -4.451482, ' ': -7.8644867, ' $$': -8.1639}
{' !': -0.014120415, ' @': -4.343159, '!': -7.064186, '@': -9.800541, ' ': -9.840932}
{' !': -0.028958729, ' @': -3.6109307, '!': -6.7373815, '@': -8.913742, ' ': -9.350554}
{' #': -0.027006395, ' @': -3.6483347, '#': -7.809259, '@': -9.754906, ' ': -9.902849}
{' #': -0.025765542, ' @': -3.70288, '#': -7.717154, '\n': -9.003517, ' ': -9.170159}
{' $': -0.18720916, ' @': -1.7981691, '$': -5.8024316, '@': -6.927936, '\n': -7.9476132}
{' $': -0.16175172, ' @': -1.9425858, '$': -5.8168955, '@': -6.72816, '\n': -7.593239}
{' !': -0.24806376, ' #': -1.5186726, '!': -7.903449, '#': -8.756867, ' ': -9.140114}
{' #': -0.56753045, ' !': -0.83899003, '#': -7.7699723, '!': -8.102808, ' ': -8.853219}
{' @': -0.35350147, ' #': -1.2258979, '@': -5.683177, ' ': -8.14364, '\n': -8.768797}
{' #': -0.64067477, ' @': -0.75612277, '@': -6.0387306, ' ': -7.9561195, '#': -8.201182}
{' $': -0.482285, ' #': -0.9666448, '$': -6.483217, ' ': -8.655872, '#$': -8.952219}
{' #': -0.22415745, ' $': -1.6101055, '$': -8.00898, ' ': -8.795118, '\n': -9.010582}
{' !': -0.008303353, ' $': -5.191294, '!': -6.075001, ' ': -8.3117695, '$': -10.274302}
{' !': -0.049476895, ' $': -3.0950506, '!': -6.0821414, '$': -8.137125, ' ': -8.242081}
{' @': -0.016699608, ' $': -4.484053, '@': -5.471699, ' ': -8.012755, '\n': -8.250682}
{' @': -0.029071383, ' $': -3.7545161, '@': -5.541646, ' ': -7.708914, '\n': -7.9253116}
{' #': -0.003932718, ' $': -5.665752, '#': -8.795782, ' ': -8.81266, '\n': -9.482982}
{' #': -0.006787558, ' $': -5.0847316, ' ': -8.473809, '#': -8.863536, '\n': -9.085423}
{' @': -0.015909227, '@': -4.5938206, ' !': -5.278778, ' ': -8.378261, ' @@': -8.91488}
{' @': -0.034027625, ' !': -3.6235871, '@': -5.1189313, ' ': -8.021711, ' @@': -8.300084}
{' #': -0.002036454, ' !': -6.6769667, '#': -7.2852507, ' ': -10.029178, '\n': -11.06383}
{' #': -0.006450535, ' !': -5.1767955, '#': -7.3079567, ' ': -9.623576, '\n': -10.832673}
{' $': -0.022864124, '$': -4.298228, ' !': -4.830687, ' ': -7.9642215, '$,': -8.589879}
{' $': -0.04388234, ' !': -3.524252, '$': -4.400873, ' $$': -7.72131, ' ': -7.900735}
{' !': -0.017768092, ' @': -4.09641, '!': -7.1220846, '@': -9.814859, ' !!': -9.966365}
{' !': -0.028120285, ' @': -3.6387637, '!': -6.786928, '@': -9.087252, ' ': -9.420376}
{' #': -0.035289224, ' @': -3.3799145, '#': -7.985465, '\n': -9.428998, '@': -9.521638}
{' #': -0.04377815, ' @': -3.1734226, '#': -7.5873876, '\n': -8.660188, '@': -9.110207}
{' $': -0.1753909, ' @': -1.8590609, '$': -5.867772, '@': -6.9912934, '\n': -7.9227643}
{' $': -0.334196, ' @': -1.2786502, '$': -6.03075, '@': -6.4348645, '\n': -7.6619544}
{' !': -0.0733187, ' #': -2.6587527, '!': -7.6122317, ' ': -9.537967, '#': -9.87518}
{' !': -0.26636013, ' #': -1.4571332, '!': -7.5182233, '#': -8.304368, ' ': -9.199433}
{' @': -0.12233723, ' #': -2.2141037, '@': -5.27383, ' ': -8.111606, '\n': -8.783651}
{' @': -0.25521848, ' #': -1.5119286, '@': -5.553764, ' ': -8.1122, '\n': -8.631769}
{' $': -0.14883715, ' #': -1.9995813, '$': -6.0928793, ' ': -8.458273, '\n': -9.674649}
{' $': -0.61395514, ' #': -0.7826487, '$': -7.0429063, ' ': -8.377602, '#$': -9.425183}
{' !': -0.0038517006, '!': -6.2999268, ' $': -6.3544464, ' ': -8.665883, ' !!': -10.384992}
{' !': -0.0114509575, ' $': -4.655566, '!': -6.5176973, ' ': -8.589334, ' !!': -9.385698}
{' @': -0.009093696, ' $': -5.4622717, '@': -5.513936, ' ': -8.148098, '\n': -8.773273}
{' @': -0.016663486, ' $': -4.375226, '@': -5.8085127, ' ': -8.204317, ' @@': -8.258418}
{' #': -0.0015924263, ' $': -6.7668724, '#': -8.544873, ' ': -9.088642, '\n': -9.61686}
{' #': -0.004243038, ' $': -5.576342, '#': -8.754509, ' ': -8.878483, '\n': -9.492551}
{' !': -0.005173371, ' @': -5.3332963, '!': -8.171279, ' ': -10.696762, ' !!': -11.284415}
{' !': -0.0046453695, ' @': -5.453152, '!': -8.179318, ' ': -10.091737, ' !!': -11.187881}
{' #': -0.5592631, ' !': -0.8482836, '#': -8.892628, '!': -9.814661, ' ': -10.775047}
{' !': -0.54989386, ' #': -0.86083555, '#': -8.995845, '!': -10.28277, ' ': -11.041726}
{' !': -0.20057368, ' $': -1.7104405, '$': -7.2055807, '!': -9.147384, ' $$': -9.974526}
{' !': -0.16549918, ' $': -1.885731, '$': -7.418385, '!': -9.364021, ' $$': -9.514339}
{' !': -0.21416579, ' @': -1.6486808, '@': -8.384476, ' ': -9.257673, '!': -9.299055}
{' !': -0.14297888, ' @': -2.0187972, '@': -8.686045, '!': -9.03157, ' ': -9.515469}
{' @': -0.43688765, ' #': -1.0453205, '@': -6.3670673, ' ': -8.373758, ' @@': -8.854977}
{' #': -0.6156655, ' @': -0.7801991, '@': -7.2667365, ' @@': -8.623011, ' ': -8.696273}
{' @': -0.06500048, ' $': -2.8205106, '@': -6.3335204, ' $$': -7.2989573, ' @@': -7.5297866}
{' @': -0.19965015, ' $': -1.7293856, ' $$': -6.3686333, '@': -7.102718, ' @@': -7.6625085}
{' !': -0.6630376, ' #': -0.72471356, '#': -9.000773, '!': -9.205244, ' ': -10.983717}
{' #': -0.43368712, ' !': -1.0450305, '#': -9.245834, '!': -9.850578, ' ': -10.195665}
{' #': -0.028369334, ' @': -3.596353, '#': -8.185548, ' ': -9.125171, '@': -9.982743}
{' #': -0.025130846, ' @': -3.7204242, '#': -8.220445, ' ': -8.65779, '@': -10.274271}
{' #': -0.07848903, ' $': -2.5922487, ' $$': -8.337296, '$': -9.33507, '#': -9.374906}
{' #': -0.03995919, ' $': -3.2520885, ' $$': -9.015852, '#': -9.030846, ' ': -9.2522545}
{' !': -0.06780405, ' $': -2.735998, '!': -7.659763, ' ': -9.3694315, ' $$': -9.872347}
{' !': -0.15827614, ' $': -1.9268422, '!': -7.80325, ' ': -9.1615715, ' $$': -9.204294}
{' $': -0.3750627, ' @': -1.1875571, ' $$': -5.0240607, ' ': -7.9872503, '@': -8.57475}
{' $': -0.37303638, ' @': -1.1967154, ' $$': -4.8334374, ' ': -7.884135, ' @@': -8.01419}
{' #': -0.26601967, ' $': -1.4621103, ' $$': -7.2886596, ' ': -7.567559, ' ##': -9.324639}
{' #': -0.21702875, ' $': -1.6423084, ' $$': -7.2124295, ' ': -8.153082, ' ##': -9.054395}
{' !': -0.0028459583, ' @': -5.964514, '!': -8.36759, ' ': -10.734385, ' !!': -11.369288}
{' !': -0.0033160192, ' @': -5.820695, '!': -8.213514, ' ': -10.113498, ' !!': -10.701263}
{' !': -0.39029104, ' #': -1.1304053, '#': -9.156587, '!': -9.196875, ' ': -10.712603}
{' !': -0.14144832, ' #': -2.0269196, '!': -9.411204, '#': -9.7655115, ' ': -11.193197}
{' !': -0.10726891, ' $': -2.2903533, '$': -7.937576, '!': -9.386458, ' $$': -11.034891}
{' !': -0.07143849, ' $': -2.6820989, '$': -7.97266, '!': -9.347662, ' $$': -9.884075}
{' !': -0.44246015, ' @': -1.0318004, '@': -7.0071034, '!': -9.10593, ' ': -9.163719}
{' !': -0.4491213, ' @': -1.019079, '@': -7.3738565, ' ': -9.161006, '!': -9.556421}
{' @': -0.25285602, ' #': -1.5162971, '@': -5.7253747, ' ': -8.400913, ' @@': -9.026442}
{' @': -0.3383408, ' #': -1.2561283, '@': -6.390384, ' ': -8.410298, ' @@': -8.962577}
{' @': -0.12735838, ' $': -2.151305, '@': -6.22675, ' $$': -7.516119, ' @@': -8.102928}
{' @': -0.11165974, ' $': -2.2770422, ' $$': -6.838905, '@': -6.853159, ' @@': -7.5328217}
{' #': -0.18622035, ' !': -1.7740594, '#': -8.572374, '!': -10.092693, ' ': -10.633793}
{' #': -0.124061525, ' !': -2.150423, '#': -8.705477, ' ': -10.381367, '!': -10.463573}
{' #': -0.0027623952, ' @': -6.0305, '#': -8.418556, ' ': -9.527344, '\n': -11.015549}
{' #': -0.0030696604, ' @': -5.896824, '#': -8.740156, ' ': -9.351761, '\n': -10.836074}
{' #': -0.010044325, ' $': -4.6299, '#': -9.2613535, ' ': -10.146846, ' $$': -10.450039}
{' #': -0.008496054, ' $': -4.801862, '#': -8.941305, ' ': -10.360313, ' $$': -10.727748}
{' !': -0.19891496, ' $': -1.717521, '!': -7.836676, '$': -8.817493, ' $$': -9.186122}
{' !': -0.31772828, ' $': -1.3047907, '!': -8.094593, '$': -8.45049, ' $$': -8.511799}
{' $': -0.15139788, ' @': -1.9957734, ' $$': -5.6905594, ' ': -8.025724, '$.': -8.187144}
{' $': -0.18790947, ' @': -1.8119519, ' $$': -5.0315714, ' ': -7.6428647, '$.': -8.4285145}
{' #': -0.64667994, ' $': -0.74583155, ' $$': -7.069428, ' ': -7.8712926, '$.': -8.936357}
{' #': -0.55584836, ' $': -0.8578903, ' $$': -6.7163343, ' ': -7.471562, ' ##': -9.410737}
{' @': -0.04050208, ' !': -3.2874367, '@': -6.153095, ' ': -9.249608, ' @@': -9.545466}
{' @': -0.094536535, ' !': -2.4344833, '@': -6.0860715, ' ': -8.810879, ' @@': -9.525432}
{' #': -0.0006482434, ' !': -7.809335, '#': -8.396855, ' ': -11.742173, '\n': -12.710208}
{' #': -0.0024260075, ' !': -6.1728516, '#': -8.084256, ' ': -10.979181, '\n': -12.055849}
{' $': -0.011292102, ' !': -4.834744, '$': -5.7825756, ' $$': -8.962618, '$,': -10.566571}
{' $': -0.0153918015, ' !': -4.6625338, '$': -5.2371607, ' $$': -7.947974, ' ': -9.751002}
{' !': -0.0019196379, ' @': -6.346833, '!': -8.814285, ' ': -11.977985, ' !!': -12.145576}
{' !': -0.0017368518, ' @': -6.4968877, '!': -8.55688, ' ': -10.8642435, ' !!': -11.637927}
{' #': -0.051572654, ' @': -2.9986475, '#': -8.522684, '@': -9.418944, ' ##': -10.289266}
{' #': -0.013099291, ' @': -4.3708224, '#': -8.277659, ' ': -10.037033, '\n': -10.7312155}
{' $': -0.049482595, ' @': -3.0832942, '$': -6.548279, ' $$': -7.141112, '@': -9.224773}
{' $': -0.0102110505, ' @': -4.8720007, '$': -6.457904, ' $$': -7.213105, ' ': -9.76616}
{' !': -0.104794495, ' #': -2.310338, '!': -8.446238, '#': -10.480277, ' ': -11.369927}
{' !': -0.2746463, ' #': -1.4276385, '!': -8.596158, '#': -9.521119, ' ': -11.124195}
{' @': -0.41052005, ' #': -1.0938944, '@': -6.6226435, '#': -9.129388, ' ': -9.146932}
{' #': -0.5018208, ' @': -0.93297887, '@': -7.377782, '#': -8.675227, ' ': -8.756995}
{' $': -0.4430667, ' #': -1.031768, '$': -6.9991713, ' $$': -7.938359, '#$': -9.721328}
{' #': -0.47878405, ' $': -0.96943045, '$': -7.3769655, ' $$': -8.458245, '#': -9.439855}
{' !': -0.0073760715, ' $': -5.0108166, '!': -7.3788166, ' ': -10.780221, '$': -11.423968}
{' !': -0.031638317, ' $': -3.4922225, '!': -7.608008, ' ': -9.577207, '$': -9.924786}
{' @': -0.028652733, ' $': -3.6218114, '@': -7.1892, ' $$': -8.193003, ' @@': -8.357259}
{' @': -0.07684378, ' $': -2.6315904, ' $$': -7.1990476, '@': -7.7140145, ' @@': -7.9177976}
{' #': -0.0039181155, ' $': -5.6139016, '#': -9.173878, ' ': -9.78764, '\n': -10.699774}
{' #': -0.004476153, ' $': -5.4802814, '#': -9.225106, ' ': -9.312202, '\n': -10.425633}
{' @': -0.026828397, ' !': -3.7406518, '@': -6.0159335, ' @@': -8.99318, ' ': -9.038778}
{' @': -0.08331126, ' !': -2.5623074, '@': -6.002516, ' ': -8.745195, ' @@': -8.994256}
{' #': -0.00076532975, ' !': -7.60346, '#': -8.284386, ' ': -11.75562, '\n': -13.234225}
{' #': -0.0010835568, ' !': -7.0778446, '#': -8.405449, ' ': -11.475511, '\n': -12.9108}
{' $': -0.0066163605, ' !': -5.5579143, '$': -5.98672, ' $$': -8.771796, '$,': -10.740986}
{' $': -0.008816751, ' !': -5.3832483, '$': -5.5769944, ' $$': -8.169691, ' ': -9.970486}
{' !': -0.012207175, ' @': -4.432354, '!': -8.522931, '@': -10.952898, ' ': -11.045886}
{' !': -0.0022744918, ' @': -6.224833, '!': -8.276365, ' ': -10.871506, ' !!': -11.405085}
{' #': -0.06380304, ' @': -2.7911625, '#': -8.565729, '@': -9.372387, '@#': -10.0221615}
{' #': -0.02836504, ' @': -3.5915112, '#': -8.28804, ' ': -9.859788, '@': -10.296352}
{' $': -0.5296625, ' @': -0.89705783, ' $$': -6.5535975, '$': -6.7394037, '@': -7.6496267}
{' $': -0.05398686, ' @': -3.0002186, '$': -6.552377, ' $$': -6.8752513, ' ': -9.226812}
{' !': -0.02463638, ' #': -3.7270916, '!': -8.314286, ' ': -11.3713255, '#': -11.665463}
{' !': -0.04675519, ' #': -3.0915911, '!': -8.480173, '#': -10.844599, ' ': -11.113064}
{' @': -0.23976542, ' #': -1.5543654, '@': -6.5407543, ' ': -8.867048, ' @@': -9.40119}
{' @': -0.44390607, ' #': -1.0299124, '@': -6.981271, ' ': -8.764079, '#': -8.90352}
{' $': -0.12917157, ' #': -2.1243687, '$': -6.6974845, ' $$': -8.384243, ' ': -10.008824}
{' $': -0.28065032, ' #': -1.4128543, '$': -7.170067, ' $$': -8.409448, ' ': -9.508361}
{' !': -0.0034544142, ' $': -5.947786, '!': -7.137693, ' ': -11.068639, ' !!': -12.162887}
{' !': -0.007162213, ' $': -5.0377884, '!': -7.5748057, ' ': -9.657567, ' 3': -11.124785}
{' @': -0.01923801, ' $': -4.0366077, '@': -7.1292453, ' @@': -8.347118, ' $$': -8.728579}
{' @': -0.040079113, ' $': -3.2775228, '@': -7.4395247, ' @@': -8.000148, ' $$': -8.021681}
{' #': -0.0036665876, ' $': -5.705427, '#': -8.896111, ' ': -9.447102, '\n': -10.561344}
{' #': -0.003984361, ' $': -5.607139, '#': -9.061497, ' ': -9.286265, '\n': -10.643449}
{' !': -0.00035227832, ' @': -8.109852, '!': -10.107043, ' ': -11.576723, '@': -14.644073}
{' !': -0.00016459411, ' @': -9.036376, '!': -10.289648, ' ': -11.532169, ' !!': -14.044624}
{' !': -0.004297629, ' #': -5.4630356, '!': -10.216747, ' ': -11.610348, '#': -13.692929}
{' !': -0.0038791653, ' #': -5.5651336, '!': -10.322734, ' ': -11.810297, '#': -13.807961}
{' !': -0.00092425174, ' $': -7.082364, '!': -9.638631, ' ': -11.671206, '$': -11.844525}
{' !': -0.0068093417, ' $': -5.0102997, '$': -9.925773, '!': -9.983349, ' ': -11.106397}
{' @': -0.0043974863, ' !': -5.7720704, '@': -6.828473, ' ': -8.710314, ' @@': -12.231201}
{' @': -0.0070131007, ' !': -5.145721, '@': -6.93341, ' ': -8.762694, ' @@': -11.599945}
{' @': -0.010632113, ' #': -4.6600347, '@': -6.911921, ' ': -9.363998, ' @@': -11.397209}
{' @': -0.08537635, ' #': -2.5180793, '@': -6.876773, ' ': -8.982658, ' @@': -10.57103}
{' @': -0.0015984562, ' $': -7.2542515, '@': -7.307871, ' @@': -9.052126, ' ': -9.593544}
{' @': -0.014261098, ' $': -4.348882, '@': -7.1811156, ' $$': -8.745593, ' @@': -8.816915}
{' #': -0.0025265117, ' !': -6.01583, '#': -9.887658, ' ': -10.525851, '  ': -13.502443}
{' #': -0.0017467629, ' !': -6.395324, '#': -9.897685, ' ': -10.759625, '  ': -13.984972}
{' #': -0.001594038, ' @': -6.5146856, '#': -9.633143, ' ': -10.369212, '  ': -12.607887}
{' #': -0.003722763, ' @': -5.633094, '#': -9.485589, ' ': -10.067126, '  ': -12.611313}
{' #': -0.0016220398, ' $': -6.494896, '#': -9.877401, ' ': -10.585825, '#$': -11.687188}
{' #': -0.016203474, ' $': -4.1438794, ' ': -9.675312, '#': -9.771357, ' $$': -10.589395}
{' $': -0.13062534, ' !': -2.1079125, '$': -7.6860504, ' ': -8.590147, '$.': -8.924044}
{' $': -0.033582304, ' !': -3.4357998, '$': -7.742856, ' ': -9.050071, '$.': -9.464247}
{' $': -0.004518666, ' @': -5.6212745, ' $$': -8.086339, ' ': -8.395029, '$.': -9.087899}
{' $': -0.0054945033, ' @': -5.504199, ' $$': -7.374291, '$': -8.233368, ' ': -8.32532}
{' $': -0.074553534, ' #': -2.6464224, ' ': -7.7584004, ' $$': -8.670282, '$': -8.819801}
{' $': -0.34092298, ' #': -1.2468182, ' $$': -7.473196, ' ': -7.4884105, '$': -8.766456}
{' !': -6.13453e-05, '!': -10.327399, ' @': -11.036234, ' ': -11.374306, '  ': -15.216058}
{' !': -3.201996e-05, '!': -10.622411, ' ': -12.068518, ' @': -13.46593, ' !!': -14.781219}
{' !': -7.8752586e-05, '!': -10.175254, ' #': -10.254862, ' ': -12.238751, '!.': -15.338345}
{' !': -4.489638e-05, '!': -10.373078, ' #': -11.607289, ' ': -12.446717, ' !!': -14.882655}
{' !': -7.219704e-05, '!': -9.946638, ' $': -10.919434, ' ': -12.272881, '!.': -14.571853}
{' !': -4.1200903e-05, '!': -10.48384, ' $': -11.654758, ' ': -12.44034, ' !!': -15.656247}
{' @': -0.0011823132, '@': -6.914989, ' ': -8.946892, ' !': -10.400247, ' @@': -12.060004}
{' @': -0.00089842005, '@': -7.2240505, ' ': -9.23151, ' !': -10.2462225, ' @@': -10.924908}
{' @': -0.0017188785, '@': -6.933821, ' #': -7.3239517, ' ': -9.613754, ' @@': -12.054363}
{' @': -0.0058917003, ' #': -5.3973804, '@': -6.6969175, ' ': -9.3890085, ' @@': -11.253856}
{' @': -0.0017084321, '@': -6.512273, ' $': -9.34943, ' ': -9.616082, ' @@': -9.994856}
{' @': -0.0021359038, ' $': -6.8621616, '@': -7.0618677, ' @@': -9.11296, ' ': -9.533168}
{' #': -9.532728e-05, ' !': -10.079311, '#': -10.30808, ' ': -11.02721, '  ': -13.828817}
{' #': -7.768064e-05, '#': -10.396556, ' !': -10.431525, ' ': -11.14723, '\n': -14.199234}
{' #': -0.00035692935, ' @': -8.388727, '#': -9.317362, ' ': -10.398592, '  ': -12.756877}
{' #': -0.00013633883, ' @': -9.568694, '#': -10.124902, ' ': -10.798142, '\n': -13.134072}
{' #': -9.5442745e-05, ' $': -10.183827, '#': -10.439598, ' ': -10.914907, '\n': -12.72424}
{' #': -0.00010844024, ' $': -9.778928, '#': -10.531278, ' ': -11.330543, ' ##': -12.249823}
{' $': -0.00093260483, '$.': -8.315644, '$': -8.384982, ' !': -8.747834, ' $\\': -8.965513}
{' $': -0.0014294606, ' !': -7.5716767, '$': -8.066184, '$.': -8.444877, ' $$': -8.958352}
{' $': -0.0007095007, '$.': -8.869066, '$': -9.000723, ' ': -9.018936, ' $\\': -9.17805}
{' $': -0.0016591738, ' @': -7.305991, ' ': -8.253867, '$': -8.356471, ' $$': -8.390443}
{' $': -0.002205375, ' #': -6.3736725, ' ': -8.742402, '$': -9.150328, ' $$': -9.408395}
{' $': -0.0022393065, ' #': -6.4648204, ' ': -8.489799, '$': -8.645434, ' $$': -8.729991}
{' @': -0.003081797, '@': -5.82664, ' ': -9.334659, ' @@': -11.641485, '\n': -11.887987}
{' @': -0.0035839132, '@': -5.6862497, ' ': -9.097314, ' !': -10.586021, ' @@': -11.144963}
{' #': -6.99302e-05, '#': -9.757399, ' ': -11.752415, '\n': -13.833346, ' "#': -14.199657}
{' #': -9.663671e-05, '#': -9.43109, ' ': -11.288168, '\n': -13.557299, ' "#': -14.544216}
{' $': -0.002106815, '$': -6.3112574, ' $\\': -8.543313, ' $$': -9.964414, ' ': -11.045264}
{' $': -0.0023673954, '$': -6.174217, ' $\\': -8.848736, ' $$': -9.327307, ' ': -10.891321}
{' !': -0.00015493727, '!': -9.474218, ' @': -9.6389065, ' ': -11.836467, ' !!': -12.577835}
{' !': -0.0001097506, '!': -9.732053, ' @': -10.088632, ' ': -12.082925, ' !!': -13.191562}
{' #': -0.00020036235, ' @': -9.250418, '#': -9.283411, ' ': -12.068798, '\n': -13.348129}
{' #': -0.0001910622, ' @': -9.000589, '#': -9.793386, ' ': -11.771539, '\n': -13.375508}
{' $': -0.0016759521, '$': -6.8158712, ' @': -8.166606, ' $$': -8.947793, ' $\\': -9.128589}
{' $': -0.0018831489, '$': -6.615864, ' @': -8.56863, ' $$': -8.749008, ' $\\': -8.983736}
{' !': -0.0009841517, ' #': -6.9878263, '!': -9.951206, ' ': -11.710855, ' !!': -13.100813}
{' !': -0.001537505, ' #': -6.5272956, '!': -9.789362, ' ': -11.553987, ' !!': -12.398664}
{' @': -0.012836929, ' #': -4.482807, '@': -6.656891, ' ': -9.187931, ' @@': -11.159321}
{' @': -0.038041815, ' #': -3.3423743, '@': -6.394271, ' ': -8.539027, ' @@': -10.549145}
{' $': -0.011225252, ' #': -4.6137204, '$': -7.0005517, ' $$': -8.914343, ' $\\': -9.461653}
{' $': -0.028494801, ' #': -3.649905, '$': -6.457831, ' $$': -8.1816, ' $\\': -9.511828}
{' !': -0.00017341838, '!': -8.894727, ' $': -10.927883, '!.': -11.851894, ' ': -11.9618435}
{' !': -0.00020656308, '!': -9.043064, ' $': -9.589775, ' ': -11.835292, '!.': -11.981701}
{' @': -0.002154241, '@': -6.6787324, ' $': -7.425162, ' ': -8.61325, ' @@': -10.195914}
{' @': -0.002613638, ' $': -6.6131725, '@': -7.0041795, ' ': -8.509546, ' @@': -9.61422}
{' #': -0.00016197246, ' $': -9.501999, '#': -10.189286, ' ': -10.629377, '\n': -12.330215}
{' #': -0.00025407854, ' $': -8.604082, '#': -10.521151, ' ': -10.579796, ' ##': -12.508807}
{' @': -0.003367092, '@': -5.7394238, ' ': -9.164692, ' @@': -11.622023, '\n': -11.623137}
{' @': -0.0046323137, '@': -5.424331, ' ': -8.789214, '\n': -11.119871, ' @@': -11.147196}
{' #': -8.900641e-05, '#': -9.531095, ' ': -11.380343, '\n': -13.579839, ' "#': -13.798772}
{' #': -9.7351025e-05, '#': -9.419138, ' ': -11.275777, '\n': -13.546318, ' "#': -14.598092}
{' $': -0.0023162542, '$': -6.191749, ' $\\': -8.7092, ' $$': -9.885005, ' ': -10.784332}
{' $': -0.0026109507, '$': -6.0398135, ' $\\': -9.174916, ' $$': -9.487912, ' ': -10.775513}
{' !': -0.0001375281, '!': -9.107748, ' @': -11.336731, ' ': -11.672684, ' !!': -12.555625}
{' !': -0.00021145344, '!': -8.850921, ' @': -9.972298, ' ': -11.119363, ' !!': -12.586752}
{' #': -0.00017759066, '#': -9.0893, ' @': -9.959274, ' ': -11.591244, '\n': -12.526925}
{' #': -0.00028233757, ' @': -8.68091, '#': -9.268091, ' ': -11.324929, '\n': -12.844641}
{' $': -0.0019177267, '$': -6.5255075, ' $$': -8.476869, ' @': -9.090531, ' $\\': -9.888739}
{' $': -0.0022119456, '$': -6.38462, ' @': -8.469182, ' $$': -8.585908, ' $\\': -10.007232}
{' !': -4.9902206e-05, '!': -10.378115, ' #': -11.609086, ' ': -11.955931, ' !!': -13.398993}
{' !': -0.00010569845, '!': -9.925325, ' #': -9.97711, ' ': -11.897746, ' !!': -13.275548}
{' @': -0.0057729324, ' #': -5.614343, '@': -6.278215, ' ': -8.811311, ' @@': -10.436311}
{' @': -0.007197993, ' #': -5.236778, '@': -6.441711, ' ': -8.602188, ' @@': -10.746315}
{' $': -0.0024616763, '$': -6.7925596, ' #': -6.9949484, ' $$': -8.290273, ' $\\': -9.6246605}
{' $': -0.007534246, ' #': -5.1685143, '$': -6.474075, ' $$': -8.914377, ' ': -10.123656}
{' !': -6.99302e-05, '!': -9.732875, ' ': -12.406358, '!.': -12.922554, ' $': -13.308797}
{' !': -7.56541e-05, '!': -9.664298, ' ': -12.204909, ' $': -12.594728, '!.': -13.144014}
