{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'one', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 2}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': True, 'word': 'two', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '$', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': False, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '!', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '#', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '@', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '@', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
{'first_response': '#', 'second_response': '$', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'Y', 'separator_length': 11}
{'first_response': '$', 'second_response': '!', 'example_a': 'left', 'example_b': 'right', 'reversed': False, 'word': 'three', 'correspond': True, 'upper': False, 'x': 'X', 'separator_length': 11}
