{' Up': -0.1780345, ' up': -1.8195369, ' UP': -7.5168424, 'Up': -8.332804, 'up': -9.8074875}
{' Down': -0.046157215, ' down': -3.4039032, ' Up': -4.6841497, 'Down': -6.5601206, 'down': -7.5985403}
{' Down': -0.061723255, ' down': -3.474901, ' Up': -3.6432986, 'Down': -6.7347956, ' up': -7.7134585}
{' Down': -0.055312704, ' down': -3.0882163, ' Up': -5.2567, 'Down': -6.447328, 'down': -7.203624}
{' Down': -0.08020699, ' Up': -3.2022963, ' down': -3.4394236, 'Down': -6.440343, ' up': -6.5766764}
{' down': -0.7785632, ' Down': -0.92805547, ' Up': -2.6373966, ' up': -3.4615371, 'down': -4.0482373}
{' down': -0.55730206, ' Down': -0.9583392, 'down': -3.8608963, 'Down': -4.20383, ' ': -5.543975}
{' down': -0.8762928, ' Down': -1.0867649, ' Up': -1.9839282, ' up': -2.669643, 'down': -4.1600204}
{' Down': -0.7281219, ' down': -0.75648624, 'down': -3.9569943, 'Down': -4.1236715, ' Up': -5.2345953}
{' down': -0.46378812, ' Down': -0.9997549, 'down': -6.3472815, 'Down': -6.9443502, ' DOWN': -8.505018}
{' Up': -0.2167987, ' up': -1.6455517, ' UP': -6.7004347, 'Up': -7.6896048, 'up': -8.714571}
{' down': -0.43208423, ' Down': -1.0596936, 'down': -6.0832853, 'Down': -6.968919, ' up': -8.1131735}
{' up': -0.64491504, ' Up': -0.7527584, ' UP': -5.9382687, 'Up': -7.596298, 'up': -7.914801}
{' down': -0.62318313, ' Down': -0.7897443, 'down': -5.085955, 'Down': -5.7487226, ' ': -8.430858}
{' Up': -0.14607306, ' up': -2.0187328, 'Up': -6.4383144, 'up': -7.2498455, ' UP': -7.6316147}
{' Down': -0.66840625, ' down': -0.74256206, 'down': -4.974156, 'Down': -5.582503, ' DOWN': -7.825943}
{' Up': -0.45395577, ' up': -1.0229293, 'Up': -6.1867857, ' UP': -6.639291, 'up': -6.665612}
{' Down': -0.61231536, ' down': -0.7993939, 'down': -5.5276957, 'Down': -5.6702065, ' ': -7.6799717}
{' Up': -0.099494085, ' up': -2.394481, 'Up': -6.5455174, ' UP': -6.8332753, 'up': -7.8167753}
{' Down': -0.5379419, ' down': -0.8993789, 'down': -5.455306, 'Down': -5.640612, ' DOWN': -7.1572146}
{' Up': -0.39140654, ' up': -1.1488318, ' UP': -5.8565474, 'Up': -6.1754165, 'up': -7.073264}
{' down': -0.3671347, ' Down': -1.2213694, 'down': -4.9453797, 'Down': -5.5197225, '\n': -7.449436}
{' Up': -0.31951663, ' up': -1.3195451, 'Up': -6.0577445, ' UP': -6.485315, 'up': -6.731015}
{' down': -0.38722777, ' Down': -1.1791742, 'down': -4.7402816, 'Down': -5.6511874, ' DOWN': -7.749417}
{' up': -0.5514976, ' Up': -0.87756264, 'Up': -6.0835805, ' UP': -6.1425443, 'up': -6.2211494}
{' down': -0.7024241, ' Down': -0.7065554, 'down': -5.1509466, 'Down': -5.379384, ' ': -7.559004}
{' Up': -0.1267498, ' up': -2.1749485, 'Up': -6.048184, ' UP': -6.2514615, 'up': -7.3634567}
{' Down': -0.55062217, ' down': -0.8951562, 'down': -4.9918356, 'Down': -5.0853777, ' DOWN': -6.761302}
{' Up': -0.2966219, ' up': -1.4002634, ' UP': -5.493014, 'Up': -5.6355915, 'up': -6.8294454}
{' down': -0.69706243, ' Down': -0.71307266, 'down': -4.778006, 'Down': -5.9923825, ' ': -7.5975885}
{' Up': -0.07374807, ' up': -2.6803744, 'Up': -6.95525, ' UP': -6.962387, 'up': -7.771218}
{' Down': -0.28637967, ' down': -1.4257896, 'down': -5.3856206, 'Down': -5.9226904, ' Up': -7.6317687}
{' Up': -0.27845728, ' up': -1.438234, ' UP': -5.642888, 'Up': -6.804015, 'up': -7.368654}
{' down': -0.43427193, ' Down': -1.5925475, 'down': -2.1781301, 'Down': -3.433362, ' ': -6.077963}
{' Up': -0.6413301, ' up': -0.9438089, 'up': -3.1392736, 'Up': -3.4271693, ' ': -5.423658}
{' down': -0.5280893, ' Down': -1.3636243, 'down': -2.1339605, 'Down': -3.3906858, ' ': -6.8528175}
{' up': -0.4911691, ' Up': -1.184662, 'up': -3.1149251, 'Up': -3.5140705, ' ': -5.6377325}
{' Up': -0.28429988, ' up': -1.4331074, ' Down': -5.593208, ' down': -5.6883426, ' UP': -7.5081787}
{' Down': -0.28568035, ' down': -1.402679, 'Down': -6.747096, 'down': -6.8699675, ' DOWN': -9.143971}
{' Up': -0.27389738, ' up': -1.4357339, 'Up': -7.570881, ' UP': -7.6912937, 'up': -7.828167}
{' Down': -0.60653573, ' down': -0.79579806, 'down': -6.1926827, 'Down': -6.741996, ' ': -9.308501}
{' Down': -0.2380814, ' down': -1.6041799, ' Up': -5.274599, 'Down': -6.0230427, 'down': -6.4834404}
{' Down': -0.12219073, ' down': -2.2472613, ' Up': -5.607765, 'Down': -5.7609353, 'down': -6.415045}
{' Up': -0.094255, ' up': -2.4566052, 'Up': -6.616208, ' Down': -6.924173, ' UP': -7.189199}
{' Down': -0.29487863, ' down': -1.3929315, 'Down': -5.707865, 'down': -5.7344956, ' DOWN': -8.611016}
{' Down': -0.24147393, ' down': -1.5755994, 'Down': -5.601405, 'down': -6.196624, ' Up': -7.0339594}
{' Down': -0.11374073, ' down': -2.358425, ' Up': -5.0800433, 'Down': -5.5473547, 'down': -6.4137473}
{' Up': -0.08379381, ' up': -2.6774867, ' Down': -4.9935284, 'Up': -6.4698367, ' down': -6.575886}
{' Down': -0.45445406, ' down': -1.0327679, 'down': -5.312959, 'Down': -5.6017756, ' DOWN': -8.496885}
{' Down': -0.6328317, ' down': -0.7874451, ' Up': -5.1754456, 'Down': -5.9852347, 'down': -6.180279}
{' Down': -0.5182979, ' down': -1.2229316, ' Up': -2.5016105, ' up': -3.8698907, 'Down': -5.940491}
{' Up': -0.36207342, ' up': -1.2080377, 'Up': -6.415623, 'up': -6.483716, ' UP': -7.2585917}
{' down': -0.55599254, ' Down': -0.87349176, 'down': -5.2399006, 'Down': -5.8355126, ' ': -7.895287}
{' Down': -0.23631455, ' down': -1.6081005, 'Down': -5.287803, 'down': -5.8976126, ' Up': -7.102909}
{' Down': -0.108133174, ' down': -2.4046917, 'Down': -5.261472, ' Up': -5.716415, 'down': -6.105032}
{' Up': -0.5566321, ' Down': -1.0921087, ' down': -3.1805542, ' up': -3.2964888, ' ': -5.868707}
{' Down': -0.37614375, ' down': -1.2075169, 'down': -4.9210463, 'Down': -5.0720363, ' ': -7.8043356}
{' Down': -0.113284096, ' down': -2.3098192, ' Up': -5.5086718, 'Down': -6.409173, 'down': -6.982472}
{' Down': -0.049719237, ' down': -3.150589, ' Up': -5.9650674, 'Down': -6.332125, 'down': -7.1537075}
{' Up': -0.023815963, ' up': -3.8347118, 'Up': -7.069472, ' UP': -7.7300096, 'up': -8.434894}
{' Down': -0.1797732, ' down': -1.8342378, 'down': -6.0977283, 'Down': -6.1534877, ' ': -8.561908}
{' Down': -0.5323227, ' down': -1.0403697, 'Down': -3.420113, 'down': -3.7001045, ' ': -6.5605874}
{' Up': -0.16108628, ' up': -2.4636528, ' Down': -3.5902932, 'Up': -3.9995792, ' down': -5.0714273}
{' Up': -0.32142586, ' up': -1.6176485, ' Down': -3.6980622, 'Up': -3.940797, ' down': -4.4759607}
{' Down': -0.66522545, ' down': -0.87692976, 'down': -3.3293507, 'Down': -3.4593956, ' ': -6.3837075}
{' Down': -0.24507678, ' down': -1.5582042, ' Up': -5.401241, 'Down': -6.9299946, 'down': -7.641191}
{' Down': -0.26464894, ' down': -1.823376, ' Up': -2.7697434, ' up': -5.040938, 'Down': -6.9683285}
{' Down': -0.28390902, ' down': -1.6099529, ' Up': -3.2150192, ' up': -5.32992, 'Down': -6.842989}
{' Down': -0.3222848, ' down': -1.3085519, ' Up': -5.887546, 'Down': -6.843405, 'down': -7.2472568}
{' Down': -0.14147702, ' down': -2.08876, ' Up': -5.378661, 'Down': -6.1598716, 'down': -7.0319567}
{' Up': -0.14520858, ' Down': -2.3457224, ' up': -3.5760138, ' down': -4.647604, 'Up': -7.02195}
{' Down': -0.110622, ' down': -2.461822, ' Up': -4.1980414, 'Down': -6.017545, ' up': -6.970411}
{' Down': -0.17275494, ' down': -1.9882799, ' Up': -4.088125, 'Down': -6.002768, 'down': -6.7537007}
{' Down': -0.25755373, ' down': -1.5328032, ' Up': -5.1471696, 'Down': -5.826287, 'down': -6.62065}
{' Up': -0.16363983, ' Down': -2.5032108, ' up': -3.0142066, ' down': -4.0514226, 'Up': -6.783091}
{' Down': -0.3070612, ' down': -1.9166938, ' Up': -2.2702112, ' up': -4.681632, 'Down': -5.8511}
{' Down': -0.17127419, ' down': -1.9256438, ' Up': -5.047167, 'Down': -5.733854, 'down': -6.7410846}
{' Down': -0.41590306, ' down': -1.0928802, 'Down': -5.882419, 'down': -6.371116, ' Up': -8.516769}
{' Up': -0.23272288, ' up': -2.3871322, ' Down': -2.5495543, ' down': -3.3581634, 'Up': -6.8444266}
{' Down': -0.4532731, ' down': -1.0228018, 'Down': -6.0591764, 'down': -6.2028394, ' Up': -8.632228}
{' Up': -0.6396502, ' Down': -1.6191806, ' down': -1.809036, ' up': -2.246843, 'Down': -6.9060974}
{' Down': -0.26990286, ' down': -1.4731176, 'Down': -5.425512, 'down': -6.3904014, ' Up': -7.4638762}
{' Up': -0.19313279, ' Down': -2.3540652, ' up': -2.9390852, ' down': -3.7562299, 'Up': -6.266521}
{' Down': -0.21919844, ' down': -1.9161988, ' Up': -3.2542994, 'Down': -5.2117352, ' up': -5.7902265}
{' Down': -0.23920228, ' down': -1.6028496, 'Down': -5.211782, ' Up': -5.879211, 'down': -6.2039084}
{' Down': -0.13879527, ' down': -2.0864882, 'Down': -6.1901946, ' Up': -6.393615, 'down': -6.7306647}
{' Up': -0.05334996, ' up': -3.5110946, ' Down': -4.01818, ' down': -6.1481314, 'Up': -6.870752}
{' Down': -0.090127856, ' down': -2.5065727, 'Down': -5.9588046, 'down': -6.537786, ' Up': -8.074102}
{' Up': -0.2253744, ' Down': -1.884369, ' up': -3.6349983, ' down': -3.8677695, 'Up': -7.2811055}
{' Up': -0.47560737, ' up': -1.3505445, ' down': -3.0004463, ' Down': -3.011515, 'Up': -4.505169}
{' Down': -0.6901301, ' down': -1.2556857, ' Up': -2.0277824, ' up': -3.0498235, 'Down': -3.8582988}
{' Down': -0.72498584, ' down': -1.2407959, ' Up': -2.0037541, ' up': -2.942185, 'Down': -3.8396325}
{' down': -1.0840344, ' Down': -1.2715057, ' Up': -1.4639955, ' up': -2.193524, 'Down': -4.1981435}
{' Up': -0.11668046, ' up': -2.425793, ' Down': -4.2301426, ' down': -5.239231, '\n': -7.640772}
{' Down': -0.5523374, ' down': -0.8622606, 'down': -6.784883, 'Down': -7.1610365, '\n': -8.905112}
{' down': -0.6183227, ' Down': -0.8837473, ' Up': -3.5662386, ' up': -4.242876, 'down': -6.355747}
{' Down': -0.32154995, ' down': -1.3017478, 'down': -6.6461005, 'Down': -6.798415, '\n': -8.178652}
{' Up': -0.055174943, ' Down': -3.5443563, ' up': -3.8715048, ' down': -6.3136873, 'Up': -6.935723}
{' Down': -0.14392759, ' down': -2.0453825, 'Down': -5.7986307, 'down': -6.509917, ' ': -9.363257}
{' Down': -0.26079595, ' down': -1.8175968, ' Up': -2.8829117, ' up': -5.3001466, 'Down': -5.748148}
{' Down': -0.11439824, ' down': -2.2699864, 'Down': -5.93712, 'down': -6.4152117, ' Up': -8.480212}
{' Up': -0.12435718, ' Down': -2.401329, ' up': -4.098461, ' down': -4.9693184, ' ': -7.0578094}
{' Down': -0.1846419, ' down': -1.8078488, 'Down': -5.8600817, 'down': -6.545111, ' ': -8.902527}
{' Down': -0.18835369, ' down': -1.796712, 'Down': -5.7679358, 'down': -6.5142527, ' Up': -7.7247114}
{' Down': -0.111300714, ' down': -2.3451264, ' Up': -5.438079, 'Down': -5.8527102, 'down': -6.805745}
{' Up': -0.08057019, ' up': -2.7856653, ' Down': -4.629831, ' down': -6.125179, 'Up': -6.645477}
{' Down': -0.3419088, ' down': -1.2648462, 'Down': -5.511251, 'down': -5.8944063, ' ': -8.370011}
{' Down': -0.7374761, ' down': -0.92272556, ' Up': -2.485359, ' up': -3.5068755, 'Down': -5.80771}
{' Down': -0.34398368, ' down': -1.2591028, 'Down': -5.71258, 'down': -5.8113523, '\n': -8.072037}
{' Up': -0.03880231, ' up': -3.8700285, ' Down': -4.391528, ' down': -6.6260595, 'Up': -6.646573}
{' Down': -0.18521811, ' down': -1.8191253, 'Down': -5.4233737, 'down': -6.265273, ' ': -8.111016}
{' Down': -0.31485194, ' down': -1.4473573, ' Up': -3.8136234, 'Down': -5.428583, 'down': -5.8573284}
{' Down': -0.13807452, ' down': -2.1097522, 'Down': -5.40175, 'down': -6.0951242, ' DOWN': -7.993895}
{' Up': -0.04161087, ' Down': -3.60985, ' up': -4.5504093, ' down': -6.8126636, 'Up': -7.2998905}
{' Down': -0.09257034, ' down': -2.4669123, 'Down': -6.190627, 'down': -6.742924, ' ': -8.636197}
{' Down': -0.24601167, ' Up': -2.2555387, ' down': -2.2801437, ' up': -5.235639, 'Down': -6.277982}
{' Down': -0.079695694, ' down': -2.623477, 'Down': -6.106158, 'down': -6.5873585, ' ': -8.799888}
{' Up': -0.98331404, ' up': -1.5090346, ' down': -1.7093291, ' Down': -1.8386588, ' ': -3.7941086}
{' down': -0.531414, ' Down': -1.0348052, 'down': -3.3854904, 'Down': -3.8686275, ' ': -6.342075}
{' down': -0.5990636, ' Down': -1.0770375, 'down': -3.3279016, 'Down': -3.8087134, ' Up': -3.8515031}
{' Down': -0.6418303, ' down': -0.89225376, 'down': -3.399925, 'Down': -3.631933, ' ': -5.9010253}
{' Down': -0.33363408, ' down': -1.3052717, ' Up': -4.7630506, ' up': -6.2510667, 'Down': -6.8678}
{' Down': -0.6138016, ' down': -1.1756302, ' Up': -2.1031451, ' up': -3.6657217, 'Down': -7.024206}
{' Down': -0.60470635, ' down': -0.79747057, 'down': -6.3656015, 'Down': -6.677627, ' DOWN': -9.148954}
{' Up': -0.30315843, ' up': -1.3751627, ' Down': -5.598238, ' down': -5.6820207, ' UP': -7.3490467}
{' Up': -0.11262564, ' up': -2.354447, ' Down': -4.8372064, ' down': -6.3096604, 'Up': -7.0591793}
{' Down': -0.3445431, ' down': -1.248491, 'down': -6.1562266, 'Down': -6.171296, ' DOWN': -9.029691}
{' Up': -0.30662352, ' up': -1.7429868, ' Down': -2.8826635, ' down': -3.5244446, 'Up': -6.7290854}
{' Down': -0.25811675, ' down': -1.5181438, 'Down': -5.9017606, 'down': -6.07536, ' Up': -6.1438184}
{' Up': -0.04142435, ' up': -3.5731204, ' Down': -4.6010633, ' down': -6.9721203, 'Up': -7.4496174}
{' Down': -0.15045477, ' down': -1.9934474, 'Down': -6.129914, 'down': -6.90211, ' DOWN': -8.745385}
{' Up': -0.57692605, ' Down': -1.2679487, ' down': -2.3807838, ' up': -2.8096814, 'Down': -6.977038}
{' Down': -0.16146833, ' down': -1.9446294, 'Down': -6.006162, ' Up': -6.40188, 'down': -6.676414}
{' Down': -0.6109905, ' down': -1.4061548, ' Up': -1.8049603, ' up': -3.1607914, 'Down': -6.133423}
{' Down': -0.48930028, ' down': -0.999949, ' Up': -4.516539, ' up': -5.835909, 'Down': -6.0140653}
{' down': -0.71330345, ' Down': -0.75150186, ' Up': -3.810233, ' up': -4.6547, 'down': -5.675465}
{' Up': -0.5964654, ' up': -1.5695986, ' Down': -1.9024308, ' down': -2.4305243, 'Up': -7.266593}
{' Up': -0.08824754, ' up': -2.7239742, ' Down': -4.362137, ' down': -5.7007484, 'Up': -6.6965785}
{' Down': -0.26991808, ' down': -1.4725184, 'Down': -5.580566, 'down': -5.920339, ' DOWN': -8.234197}
{' Down': -0.4607357, ' Up': -1.7097229, ' down': -1.8090252, ' up': -4.084339, 'Down': -5.7691865}
{' Down': -0.16279398, ' down': -2.0230443, ' Up': -4.625978, 'Down': -5.462671, 'down': -6.277858}
{' Up': -0.24160029, ' Down': -1.6270047, ' up': -4.4636426, ' down': -5.3141522, ' UP': -7.8303185}
{' Down': -0.036050837, ' down': -3.3965547, 'Down': -6.700662, 'down': -7.703712, ' DOWN': -9.202155}
{' Down': -0.08566521, ' down': -3.1688466, ' Up': -3.3187773, 'Down': -6.479267, ' up': -6.7410874}
{' Down': -0.07554207, ' Up': -3.2658172, ' down': -3.4903615, 'Down': -6.3373103, ' up': -6.666822}
{' Up': -0.3471876, ' up': -1.6934533, ' Down': -2.927237, ' down': -3.493277, 'Up': -4.630692}
{' Down': -0.5855721, ' down': -0.9173534, 'Down': -3.8535545, 'down': -3.9213436, ' ': -6.514115}
{' Up': -0.95193136, ' down': -1.5849937, ' Down': -1.6427826, ' up': -1.7008976, 'down': -4.827757}
{' Down': -0.518447, ' down': -1.1465961, ' Up': -3.4385726, 'Down': -3.8937638, 'down': -4.100901}
{' down': -0.577643, ' Down': -0.82910013, 'down': -6.8668733, 'Down': -7.0194287, ' DOWN': -8.510435}
{' Up': -0.21746127, ' up': -1.6452109, ' UP': -6.4202847, 'Up': -7.5994315, '\n': -9.0285225}
{' down': -0.4211985, ' Down': -1.0788124, 'down': -6.3706183, 'Down': -7.114687, ' DOWN': -7.5012875}
{' up': -0.67064655, ' Up': -0.72513, ' UP': -5.9962935, 'Up': -7.363343, '\n': -7.5039573}
{' down': -0.5294762, ' Down': -0.90957266, 'down': -5.2638626, 'Down': -5.968305, ' ': -8.193463}
{' Up': -0.14437777, ' up': -2.033355, 'Up': -6.3312693, 'up': -7.185639, ' UP': -7.548699}
{' Down': -0.6710474, ' down': -0.7356741, 'down': -5.237456, 'Down': -5.7016635, ' DOWN': -8.037205}
{' Up': -0.4973822, ' up': -0.949958, 'Up': -6.292765, 'up': -6.650018, ' UP': -6.8966327}
{' down': -0.6849033, ' Down': -0.719659, 'down': -5.4129343, 'Down': -5.76797, ' ': -7.255108}
{' Up': -0.107644856, ' up': -2.3315485, 'Up': -6.185188, ' UP': -6.64791, 'up': -7.4383817}
{' Down': -0.6486343, ' down': -0.7601741, 'down': -5.335655, 'Down': -5.702526, ' DOWN': -7.471519}
{' Up': -0.3866201, ' up': -1.1587169, ' UP': -6.0664616, 'Up': -6.146914, 'up': -7.049457}
{' down': -0.34451142, ' Down': -1.2656521, 'down': -5.3023133, 'Down': -5.8430157, '\n': -7.28198}
{' Up': -0.33350584, ' up': -1.2825531, 'Up': -6.051876, ' UP': -6.5225596, 'up': -6.889779}
{' down': -0.4698199, ' Down': -1.0121899, 'down': -5.0238285, 'Down': -5.6571174, '\n': -7.6045256}
{' up': -0.60610247, ' Up': -0.8065305, 'Up': -6.0452538, 'up': -6.3057313, ' UP': -6.4088655}
{' Down': -0.6690866, ' down': -0.7378217, 'down': -5.3945866, 'Down': -5.4644775, ' ': -7.5790133}
{' Up': -0.101073444, ' up': -2.3992932, 'Up': -5.911217, ' UP': -6.6301217, 'up': -7.391314}
{' Down': -0.5831031, ' down': -0.8460216, 'down': -5.0930705, 'Down': -5.25601, ' DOWN': -7.4584484}
{' Up': -0.3402924, ' up': -1.2714579, 'Up': -5.75112, ' UP': -5.987038, 'up': -6.841876}
{' Down': -0.5993924, ' down': -0.8152509, 'down': -5.415005, 'Down': -6.122334, ' ': -7.0980973}
{' Up': -0.08703149, ' up': -2.5168905, 'Up': -6.866954, ' UP': -7.111813, 'up': -7.8252435}
{' Down': -0.34059593, ' down': -1.2814548, 'down': -5.523684, 'Down': -5.9161134, ' Up': -6.1749697}
{' Up': -0.35477743, ' up': -1.2273856, ' UP': -5.9593644, 'Up': -6.630367, 'up': -7.0770764}
{' down': -0.31724668, ' Down': -1.9240123, 'down': -2.2669098, 'Down': -3.9254315, ' ': -6.4327765}
{' Up': -0.69437206, ' up': -0.85580623, 'up': -3.22871, 'Up': -3.5680482, ' ': -5.5902233}
{' down': -0.40039685, ' Down': -1.6236196, 'down': -2.2479062, 'Down': -3.6888585, ' ': -6.8585134}
{' up': -0.5412873, ' Up': -1.0733042, 'up': -3.2808118, 'Up': -3.4395685, ' UP': -5.8791413}
{' Up': -0.28668758, ' up': -2.1069105, ' Down': -2.4626558, ' down': -3.209602, '\n': -7.5682516}
{' Down': -0.25209185, ' down': -1.5123153, 'Down': -6.8425055, 'down': -6.999572, '\n': -9.038564}
{' Up': -0.15915549, ' up': -1.9252324, ' UP': -7.7263856, 'Up': -7.8131275, 'up': -8.423851}
{' Down': -0.37397847, ' down': -1.1730279, 'down': -6.739353, 'Down': -6.8202405, ' DOWN': -9.248764}
{' Down': -0.2313102, ' down': -1.6478198, ' Up': -4.825636, 'Down': -6.0116577, 'down': -6.518013}
{' Down': -0.122459695, ' down': -2.3462162, ' Up': -4.305573, 'Down': -5.8102374, 'down': -6.5065503}
{' Up': -0.086035475, ' up': -2.596539, ' Down': -5.447842, 'Up': -6.715733, ' down': -7.1562123}
{' Down': -0.26029027, ' down': -1.5044003, 'Down': -5.707918, 'down': -5.782179, ' DOWN': -8.391901}
{' Down': -0.13491513, ' down': -2.1283958, 'Down': -5.6996374, ' Up': -6.51783, 'down': -6.6949997}
{' Down': -0.11534941, ' down': -2.9405234, ' Up': -3.0090165, 'Down': -5.740078, ' up': -6.639744}
{' Up': -0.0979142, ' up': -3.134928, ' Down': -3.2075179, ' down': -5.185366, 'Up': -6.6651955}
{' Down': -0.31527448, ' down': -1.3377736, 'Down': -5.5861387, 'down': -5.6386495, ' ': -8.313707}
{' Down': -0.6966732, ' down': -0.71548355, ' Up': -5.3500466, 'Down': -6.0470433, 'down': -6.082125}
{' Down': -0.6925118, ' Up': -1.2604916, ' down': -1.8060715, ' up': -3.101909, 'Down': -6.126024}
{' Up': -0.2677719, ' up': -1.4686825, 'Up': -6.4414945, 'up': -6.6669717, ' UP': -7.3999696}
{' down': -0.5514449, ' Down': -0.87980443, 'down': -5.26898, 'Down': -5.816131, ' ': -7.772753}
{' Down': -0.19878304, ' down': -1.7775185, 'Down': -5.412486, 'down': -6.1694803, ' Up': -6.1749635}
{' Down': -0.1180446, ' down': -2.3170516, 'Down': -5.3189154, ' Up': -5.490105, 'down': -6.2322035}
{' Up': -0.08393214, ' up': -3.0146039, ' Down': -3.8151047, ' down': -5.6979914, 'Up': -6.0468183}
{' Down': -0.35878754, ' down': -1.2411747, 'down': -5.1627007, 'Down': -5.20352, ' ': -7.6555376}
{' Down': -0.083901346, ' down': -2.6087673, ' Up': -5.6104436, 'Down': -6.466736, 'down': -7.1685934}
{' Down': -0.05032262, ' down': -3.2536552, ' Up': -4.9236703, 'Down': -6.377535, 'down': -7.2266035}
{' Up': -0.0205671, ' up': -3.987196, 'Up': -7.0967784, ' UP': -7.974897, ' Down': -8.417043}
{' Down': -0.14888102, ' down': -2.0128145, 'Down': -6.137141, 'down': -6.153369, ' ': -8.607063}
{' Down': -0.48444623, ' down': -1.0828083, 'Down': -3.6434023, 'down': -4.120581, ' ': -6.379843}
{' Up': -0.3235267, ' Down': -2.086754, ' up': -2.4001353, ' down': -3.4954455, 'Up': -4.3166943}
{' Up': -0.28505284, ' up': -1.580814, 'Up': -4.02506, 'up': -4.7055335, ' Down': -4.993411}
{' Down': -0.6675939, ' down': -0.8536118, 'down': -3.4939106, 'Down': -3.5505493, ' ': -6.5790677}
{' Up': -0.118771814, ' up': -2.3302395, ' Down': -4.6831675, ' down': -5.52633, '\n': -7.8320246}
{' Down': -0.45780194, ' down': -1.0072633, 'down': -6.9590316, 'Down': -7.052515, '\n': -8.905556}
{' Up': -0.75245786, ' Down': -1.4525063, ' down': -1.7500316, ' up': -2.1509259, ' ': -6.4684644}
{' Down': -0.44114587, ' down': -1.0385143, 'down': -6.60608, 'Down': -6.983214, '\n': -8.335742}
{' Up': -0.03246774, ' up': -4.123231, ' Down': -4.296994, ' down': -7.222632, 'Up': -7.22934}
{' Down': -0.1440378, ' down': -2.0410714, 'Down': -5.910196, 'down': -6.604149, ' ': -9.357622}
{' Down': -0.2740365, ' down': -1.7424946, ' Up': -2.9305382, ' up': -5.2235203, 'Down': -5.895004}
{' Down': -0.116574705, ' down': -2.253301, 'Down': -5.873113, 'down': -6.4009986, ' Up': -8.589469}
{' Up': -0.069087185, ' Down': -3.047034, ' up': -4.277812, ' down': -5.7058496, 'Up': -7.3960695}
