{'\n': -10.568761, ' ': -9.932915, ' Yes': -0.002365244, ' yes': -9.487791, 'Yes': -6.126602}
{' No': -0.07617017, '\xa0': -8.294146, '\n': -3.8026087, ' ': -4.445038, 'No': -3.2643776}
{' No': -0.004092983, '\n': -8.980451, ' ': -6.5412855, 'No': -6.01208, ' no': -10.59763}
{' No': -0.124807805, '\n': -4.344323, ' ': -4.5952015, 'No': -2.3790705, ' no': -7.8016367}
{' No': -0.02718473, '\n': -6.8489327, ' ': -5.4439955, 'No': -3.9110363, ' no': -6.868155}
{' No': -0.04388265, '\n': -7.1306653, ' ': -5.8278174, 'No': -3.3485625, ' no': -5.7141895}
{' No': -0.05431084, '\n': -9.476881, ' ': -6.6004934, 'No': -2.9796515, ' no': -8.045188}
{' No': -0.12711298, '\n': -6.7297435, ' ': -6.1331954, 'No': -2.1662214, ' no': -7.565948}
{' No': -0.014152756, '\t': -10.260582, ' ': -7.0518823, 'No': -4.3605385, ' no': -8.390218}
{' No': -0.2932836, '\n': -6.2278953, ' ': -5.7622705, 'No': -1.3940089, 'no': -8.13622}
{' No': -0.07931802, ' ': -6.720038, 'No': -2.5962267, 'no': -9.231603, ' no': -8.515306}
{' No': -0.020305326, '\n': -6.62052, ' ': -5.3030086, 'No': -5.294692, ' no': -4.7950845}
{' No': -0.059474893, '\n': -4.835824, ' ': -4.7139254, 'No': -3.271616, ' no': -6.1226273}
{' No': -0.121753305, '\n': -3.4399521, ' ': -4.5718513, 'No': -2.6767402, ' no': -6.1047425}
{' No': -0.02853025, '\n': -5.697677, ' ': -5.16164, 'No': -4.0402374, ' no': -6.781006}
{' No': -0.18456891, '\n': -3.2978804, ' ': -4.48976, 'No': -2.1671243, ' no': -5.6322975}
{' No': -0.10121491, '\n': -4.7790656, ' ': -4.962532, 'No': -3.8843741, ' no': -2.8562179}
{' No': -0.010926256, '\n': -5.6928873, ' ': -5.575263, 'No': -5.6577673, ' no': -9.061191}
{' No': -0.03705647, '\n': -4.664593, ' ': -5.1639886, 'No': -3.8729348, ' no': -8.889056}
{' No': -0.06359277, '\n': -3.9462984, ' ': -4.44297, 'No': -3.5192847, ' no': -8.655521}
{' No': -0.011924717, '\n': -6.0203605, ' ': -5.3306994, 'No': -5.424478, ' no': -9.644341}
{' No': -0.074254066, '\n': -3.664725, ' ': -4.7388344, 'No': -3.3192797, ' no': -7.9685655}
{' No': -0.044411227, '\n': -4.5028653, ' ': -4.6780286, 'No': -3.9347956, ' no': -5.987099}
{' No': -0.01350937, ' Nine': -7.8737783, '\n': -7.654706, ' ': -7.1788974, 'No': -4.4625335}
{' No': -0.057653423, ' Nine': -6.581632, ' ': -6.767221, 'No': -2.9700906, ' Yes': -6.3384395}
{' No': -0.05143327, '\n': -6.627727, ' ': -6.382499, 'No': -3.1296763, ' Yes': -6.1551695}
{' No': -0.015100519, ' Nine': -6.68024, ' ': -8.0045805, 'No': -4.4167595, ' Yes': -6.6783667}
{' No': -0.064201914, ' Nine': -6.6970615, '\n': -6.0836244, ' ': -5.788203, 'No': -2.9071527}
{' No': -0.063129954, ' Nine': -6.7104306, ' ': -7.0441065, 'No': -2.8638482, ' Yes': -6.6250343}
{' No': -0.0050989017, ' Nine': -7.5139866, '\n': -7.428234, ' ': -6.0844426, 'No': -6.8106747}
{' No': -0.030799607, '\n': -5.4110236, ' ': -5.6498327, 'No': -3.8204415, ' no': -9.166883}
{' No': -0.0820977, '\n': -3.418447, ' ': -4.359098, 'No': -3.4492583, ' Yes': -8.114422}
{' No': -0.003347476, ' Nine': -9.428861, '\n': -9.009609, ' ': -6.678043, 'No': -6.313335}
{' No': -0.13251908, '\n': -3.9463875, ' ': -4.4752727, 'No': -2.3867095, ' no': -8.009614}
{' No': -0.032966837, ' Nine': -6.114679, '\n': -6.715348, ' ': -5.4898014, 'No': -3.7670937}
{' No': -0.10012253, ' ': -5.5256786, 'No': -3.0084553, ' Yes': -3.32505, ' no': -6.0678196}
{' No': -0.087440506, ' ': -6.9705067, 'No': -2.505003, ' Yes': -8.023619, ' no': -8.393603}
{' No': -0.83025146, 'No': -3.2759645, ' Yes': -0.72363067, ' yes': -5.2790456, 'Yes': -3.669233}
{' No': -0.023384929, ' ': -6.8834887, 'No': -4.580502, ' Yes': -4.4759297, ' no': -8.840486}
{' No': -0.4051074, '\n': -6.685785, ' ': -6.408989, 'No': -1.1120471, ' Yes': -8.066823}
{' No': -0.07473786, ' ': -7.4592223, 'No': -2.6442492, 'no': -9.685704, ' no': -9.059917}
{' No': -0.014162127, ' ': -5.6584435, 'No': -5.822636, ' Yes': -7.4483194, ' no': -5.0880356}
{' No': -0.04641704, '\n': -5.2675433, ' ': -5.123453, 'No': -3.466625, ' no': -6.0320487}
{' No': -0.11451747, '\n': -3.0364535, ' ': -4.3500834, 'No': -3.1368887, ' no': -6.005127}
{' No': -0.021422433, '\n': -6.08882, ' ': -5.3499475, 'No': -4.34311, ' no': -7.4798546}
{' No': -0.21411167, '\n': -2.786478, ' ': -4.4121485, 'No': -2.1890378, ' no': -5.37919}
{' No': -0.16287142, '\n': -4.130287, 'No': -3.8597763, ' Yes': -3.5842092, ' no': -2.7872772}
{' No': -0.013568094, '\n': -5.40001, ' ': -5.3741794, 'No': -5.5579977, ' Yes': -8.197771}
{' No': -0.04250829, ' Nine': -7.7703505, '\n': -4.1948195, ' ': -5.0585985, 'No': -3.946935}
{' No': -0.06445274, ' Nine': -7.3096623, '\n': -3.6029658, ' ': -4.568237, 'No': -3.7658632}
{' No': -0.015071897, ' Nine': -7.160028, '\n': -5.7700133, ' ': -5.028719, 'No': -5.4501038}
{' No': -0.07242369, '\n': -3.4525769, ' ': -4.930845, 'No': -3.498239, ' no': -8.460522}
{' No': -0.06324735, ' Nine': -5.49795, '\n': -4.1074634, ' ': -4.184889, 'No': -3.952909}
{'\n': -9.703301, ' ': -9.173176, ' Yes': -0.0031471495, ' yes': -10.178093, 'Yes': -5.8338633}
{'\n': -10.55631, ' ': -7.8315606, ' Yes': -0.016440118, ' yes': -8.506229, 'Yes': -4.159968}
{'\n': -7.6412587, ' ': -7.0324426, ' Yes': -0.027338656, ' yes': -8.058071, 'Yes': -3.6880422}
{' YES': -12.63003, ' ': -9.944724, ' Yes': -0.0013100269, ' yes': -10.36699, 'Yes': -6.7087245}
{'\n': -7.825606, ' ': -7.2184463, ' Yes': -0.024272647, ' yes': -8.607621, 'Yes': -3.7937617}
{'\n': -8.365084, ' ': -7.8941846, ' Yes': -0.018652797, ' yes': -7.995964, 'Yes': -4.054549}
{'\n': -7.2148366, ' ': -6.7552896, ' Yes': -0.0038574429, ' yes': -8.053674, 'Yes': -6.4767632}
{'\n': -6.6274405, ' ': -6.4655466, ' Yes': -0.021374816, ' yes': -7.5904527, 'Yes': -4.0426874}
{'\n': -4.1440954, ' ': -5.160857, ' Yes': -0.063998416, ' yes': -7.012851, 'Yes': -3.2513647}
{'\n': -9.3769045, ' ': -7.5575566, ' Yes': -0.002865565, ' yes': -8.879771, 'Yes': -6.174383}
{'\n': -4.886204, ' ': -5.1429186, ' Yes': -0.120040014, ' yes': -6.447316, 'Yes': -2.3332164}
{'\n': -7.1675787, ' ': -6.2119226, ' Yes': -0.021125432, ' yes': -6.0449476, 'Yes': -4.198194}
{'\n': -8.281703, ' ': -6.830465, ' Yes': -0.025780592, ' yes': -5.319716, 'Yes': -3.9825578}
{' No': -7.9572167, ' ': -7.0749626, ' Yes': -0.02978129, ' yes': -6.705246, 'Yes': -3.628145}
{' No': -6.309855, ' ': -6.0940404, ' Yes': -0.054530185, ' yes': -5.701695, 'Yes': -3.1248271}
{' YES': -9.785662, ' ': -7.234908, ' Yes': -0.012423989, ' yes': -7.298903, 'Yes': -4.5410147}
{'\n': -7.4062877, ' ': -6.6055627, ' Yes': -0.16486673, ' yes': -6.7726936, 'Yes': -1.9113381}
{' ': -7.3591175, ' Yes': -0.028763572, ' yes': -6.4166718, 'Yes': -3.656506, 'yes': -8.788616}
{'\n': -6.591008, ' ': -5.8962417, ' Yes': -0.023830062, ' yes': -4.281793, 'Yes': -5.3083377}
{'\n': -5.1699553, ' ': -5.196597, ' Yes': -0.060076654, ' yes': -5.0187044, 'Yes': -3.2341318}
{'\n': -4.041435, ' ': -4.8934436, ' Yes': -0.09168026, ' yes': -4.7919993, 'Yes': -2.9493308}
{'\n': -6.9875913, ' ': -6.395064, ' Yes': -0.020621436, ' yes': -5.8361883, 'Yes': -4.229806}
{'\n': -3.1329973, ' ': -4.716189, ' Yes': -0.21870099, ' yes': -4.4441147, 'Yes': -2.0723808}
{'\n': -5.4904532, ' ': -5.2777944, ' Yes': -0.11798371, ' yes': -2.5371978, 'Yes': -4.072394}
{'\n': -6.2158046, ' ': -6.457297, ' Yes': -0.008254311, ' yes': -7.746152, 'Yes': -5.496675}
{'\n': -5.224217, ' ': -5.9045796, ' Yes': -0.025711788, ' yes': -7.2638154, 'Yes': -4.118159}
{'\n': -3.892821, ' ': -4.8310747, ' Yes': -0.06360541, ' yes': -6.896176, 'Yes': -3.4619167}
{'\n': -6.327426, ' ': -5.768203, ' Yes': -0.009638736, ' yes': -8.3328905, 'Yes': -5.4317083}
{'\n': -3.679686, ' ': -5.003865, ' Yes': -0.07907543, ' yes': -6.604151, 'Yes': -3.1772883}
{'\n': -4.7623153, ' ': -4.8742113, ' Yes': -0.038173087, ' yes': -5.100564, 'Yes': -4.314973}
{'\n': -10.811922, ' ': -10.019432, ' Yes': -0.0033892214, ' yes': -9.964368, 'Yes': -5.7277102}
{' No': -6.2074766, ' ': -8.376143, ' Yes': -0.01711989, ' yes': -7.9791837, 'Yes': -4.2600017}
{' No': -7.8164544, ' ': -8.308085, ' Yes': -0.02008935, ' yes': -8.086446, 'Yes': -3.9804125}
{' YES': -11.92248, ' ': -10.72519, ' Yes': -0.0013075197, ' yes': -10.018516, 'Yes': -6.7087913}
{'\n': -8.92475, ' ': -7.5671678, ' Yes': -0.019757116, ' yes': -8.568717, 'Yes': -3.9876165}
{' YES': -9.727777, ' ': -8.994364, ' Yes': -0.01553375, ' yes': -7.9515457, 'Yes': -4.217098}
{'\n': -9.591501, ' ': -7.9194083, ' Yes': -0.0017455689, ' yes': -8.369589, 'Yes': -6.906685}
{'\n': -7.4841237, ' ': -7.053061, ' Yes': -0.018524915, ' yes': -7.189877, 'Yes': -4.164332}
{'\n': -4.8607826, ' ': -5.603749, ' Yes': -0.052877907, ' yes': -6.7564716, 'Yes': -3.262953}
{' YES': -10.476445, ' ': -7.9885173, ' Yes': -0.0022312398, ' yes': -8.655259, 'Yes': -6.4022074}
{'\n': -5.4091043, ' ': -5.798137, ' Yes': -0.1162988, ' yes': -5.783231, 'Yes': -2.3240016}
{' YES': -8.238389, ' ': -7.102414, ' Yes': -0.01815144, ' yes': -5.196116, 'Yes': -4.536229}
{' ': -7.265587, ' Yes': -0.046780918, ' yes': -3.953897, 'Yes': -3.7193403, 'yes': -7.222553}
{' No': -1.194323, 'No': -4.383196, ' Yes': -0.4054341, ' yes': -6.120556, 'Yes': -4.3490734}
{' No': -5.1888065, ' ': -7.1553802, ' Yes': -0.052919388, ' yes': -4.858906, 'Yes': -3.3408945}
{' No': -7.8025603, ' ': -8.260578, ' Yes': -0.010225142, ' yes': -6.8255134, 'Yes': -4.8184505}
{' ': -7.522995, ' Yes': -0.10630517, ' yes': -6.574185, 'Yes': -2.3252192, 'yes': -7.561901}
{' No': -6.703446, ' ': -8.505363, ' Yes': -0.019118194, ' yes': -6.4859104, 'Yes': -4.153975}
{' ': -5.9574966, ' Yes': -0.08411729, ' yes': -2.6659713, 'Yes': -5.162433, 'yes': -7.0062647}
{'\n': -6.4586186, ' ': -5.925833, ' Yes': -0.036345385, ' yes': -5.054278, 'Yes': -3.7342877}
{'\n': -4.4997225, ' ': -5.432967, ' Yes': -0.07537759, ' yes': -4.6227217, 'Yes': -3.0893145}
{'\n': -8.137428, ' ': -7.1150327, ' Yes': -0.015413773, ' yes': -5.692505, 'Yes': -4.5559525}
{'\n': -3.5864825, ' ': -5.280309, ' Yes': -0.1592938, ' yes': -4.6473927, 'Yes': -2.3007045}
{'\n': -5.422425, ' Yes': -0.21318309, ' yes': -1.8243624, 'Yes': -4.1699424, 'yes': -5.353111}
{'\n': -7.829341, ' ': -7.8513865, ' Yes': -0.004037441, ' yes': -7.918111, 'Yes': -5.8983583}
{'\n': -6.6800137, ' ': -7.0562325, ' Yes': -0.01594163, ' yes': -7.5181537, 'Yes': -4.3563194}
{'\n': -5.2805915, ' ': -5.9584794, ' Yes': -0.031224439, ' yes': -6.987836, 'Yes': -3.8365376}
{'\n': -7.9588675, ' ': -6.9660096, ' Yes': -0.004326485, ' yes': -8.201874, 'Yes': -5.9259562}
{'\n': -4.713753, ' ': -6.004197, ' Yes': -0.052115176, ' yes': -6.7286916, 'Yes': -3.293864}
{'\n': -5.553008, ' ': -5.625858, ' Yes': -0.031317912, ' yes': -4.6621695, 'Yes': -4.3665705}
{' No': -0.008049396, '\n': -9.419867, ' ': -8.807407, 'No': -4.858404, ' no': -11.916027}
{' No': -0.051858816, '\n': -8.761861, ' ': -6.8258467, 'No': -3.0144174, ' no': -9.609309}
{' No': -0.074412584, '\xa0': -9.268362, '\n': -6.7293744, ' ': -6.532172, 'No': -2.678407}
{' No': -0.0066641835, ' ': -8.463986, 'No': -5.0530925, ' no': -11.755456, ' Four': -11.647253}
{' No': -0.07137524, '\xa0': -9.184845, '\n': -6.3439264, ' ': -6.0644813, 'No': -2.7430441}
{' No': -0.064876646, '\n': -7.884559, ' ': -7.264461, 'No': -2.7932415, ' no': -8.9794445}
{' No': -0.0057283915, '\n': -6.7655277, ' ': -6.123869, 'No': -6.1397343, ' no': -9.11878}
{' No': -0.04345669, '\n': -5.9249988, ' ': -5.5942645, 'No': -3.33493, ' no': -8.335975}
{' No': -0.08072797, '\xa0': -7.9963617, '\n': -3.7335958, ' ': -4.571212, 'No': -3.1697247}
{' No': -0.0057884594, '\n': -8.954152, ' ': -6.369733, 'No': -5.567033, ' no': -9.806656}
{' No': -0.17915314, '\n': -4.1875525, ' ': -4.461042, 'No': -2.0080297, ' no': -6.81581}
{' No': -0.03262809, '\n': -6.5048995, ' ': -5.3666034, 'No': -3.7627268, ' no': -6.1762204}
{' No': -0.0637, '\n': -7.3509, ' ': -6.3106766, 'No': -2.9492474, ' no': -5.1059637}
{' No': -0.06534231, ' ': -6.817644, 'No': -2.7913, 'no': -9.045995, ' no': -7.7223554}
{' No': -0.14004737, '\n': -7.087078, ' ': -6.2497606, 'No': -2.069668, ' no': -7.0930023}
{' No': -0.017556185, ' ': -7.34995, 'No': -4.116002, 'no': -10.17579, ' no': -8.21445}
{' No': -0.37827465, '\n': -6.96614, ' ': -5.942021, 'No': -1.1711614, 'no': -7.6666274}
{' No': -0.072935686, ' ': -7.3490224, 'No': -2.672543, 'no': -8.987288, ' no': -7.974058}
{' No': -0.02881627, '\n': -6.672461, ' ': -5.3836956, 'No': -5.256627, ' no': -4.092146}
{' No': -0.07355084, '\n': -4.839478, ' ': -4.7492433, 'No': -2.997615, ' no': -5.6226115}
{' No': -0.11476346, '\n': -3.6286695, ' ': -4.6712694, 'No': -2.6946507, ' no': -5.6019645}
{' No': -0.030191993, '\n': -6.1955967, ' ': -5.588276, 'No': -3.8149343, ' no': -6.4034333}
{' No': -0.22935927, '\n': -2.940188, ' ': -4.409229, 'No': -2.068953, ' no': -4.577087}
{' No': -0.16100912, '\n': -4.204092, ' ': -4.9437523, 'No': -3.8152933, ' no': -2.2940295}
{' No': -0.011872901, '\n': -5.4881244, ' ': -5.7644997, 'No': -5.4540915, ' no': -8.665176}
{' No': -0.03980023, '\n': -4.621677, ' ': -5.31042, 'No': -3.7426865, ' no': -8.401774}
{' No': -0.06917302, '\n': -3.857705, ' ': -4.566638, 'No': -3.377591, ' no': -8.115328}
{' No': -0.01414278, '\n': -5.8129244, ' ': -5.313377, 'No': -5.1333156, ' no': -9.127954}
{' No': -0.08318293, '\n': -3.467132, ' ': -4.878712, 'No': -3.2489142, ' no': -6.9502907}
{' No': -0.050458774, '\n': -4.218024, ' ': -4.7536693, 'No': -3.8514707, ' no': -5.618534}
{' No': -0.010520191, '\n': -9.620856, ' ': -8.518571, 'No': -4.591096, ' Yes': -10.281056}
{' That': -10.22919, ' No': -0.0402642, '\n': -10.234052, ' ': -7.769792, 'No': -3.2491643}
{' No': -0.03372292, '\xa0': -9.699578, '\n': -8.373501, ' ': -7.4313416, 'No': -3.4393263}
{' Five': -10.339758, ' No': -0.015819969, ' ': -8.724882, 'No': -4.1739984, ' Yes': -10.044409}
{' Five': -9.213482, ' No': -0.03283003, '\n': -7.890059, ' ': -6.7721295, 'No': -3.4946811}
{' That': -9.682963, ' No': -0.06429032, '\n': -9.093132, ' ': -7.760827, 'No': -2.7908108}
{' No': -0.0027973617, '\n': -8.379441, ' ': -6.802029, 'No': -6.593489, ' no': -10.44937}
{' No': -0.027174257, '\n': -6.451071, ' ': -6.2827168, 'No': -3.7682993, ' no': -9.117275}
{' No': -0.06301073, '\n': -4.1621795, ' ': -4.9050555, 'No': -3.2901626, ' no': -8.529506}
{' No': -0.0026955747, '\n': -9.966824, ' ': -7.276989, 'No': -6.2605724, ' no': -10.851781}
{' No': -0.14525187, '\n': -4.463737, ' ': -4.749727, 'No': -2.1747203, ' no': -7.7695203}
{' No': -0.030960234, '\n': -7.264355, ' ': -5.977797, 'No': -3.6752737, ' no': -6.796509}
{' No': -0.0663818, ' ': -6.300735, 'No': -2.8606417, ' Yes': -7.852243, ' no': -5.610624}
{' False': -8.779476, ' No': -0.06705631, ' ': -7.096508, 'No': -2.7636008, ' no': -7.875339}
{' No': -0.0760652, ' ': -6.8467503, 'No': -2.7461855, ' Yes': -5.179146, ' no': -6.942283}
{' No': -0.01464709, ' ': -7.802614, 'No': -4.283402, ' Yes': -10.163647, ' no': -8.67171}
{' No': -0.29281932, '\n': -7.6637526, ' ': -6.938984, 'No': -1.3794262, ' no': -8.286664}
{' No': -0.06615124, ' ': -7.8525233, 'No': -2.7651734, 'no': -9.230913, ' no': -7.9547505}
{' No': -0.016087474, '\n': -7.362323, ' ': -5.467038, 'No': -5.848246, ' no': -4.848704}
{' No': -0.03835739, '\n': -6.0530934, ' ': -5.66544, 'No': -3.5112996, ' no': -6.4010653}
{' No': -0.0819181, '\n': -4.2337255, ' ': -4.9349346, 'No': -2.9061193, ' no': -6.432458}
{' No': -0.019011818, '\n': -7.6657467, ' ': -6.2265635, 'No': -4.139629, ' no': -7.9214997}
{' No': -0.1926138, '\n': -3.2933462, ' ': -4.823111, 'No': -2.0764716, ' no': -5.7539077}
{' No': -0.12809117, '\n': -4.457101, ' ': -4.765441, 'No': -3.955971, ' no': -2.5932705}
{' No': -0.0061033103, '\n': -6.973985, ' ': -6.237874, 'No': -5.7795024, ' no': -9.940108}
{' No': -0.02582065, '\n': -5.3897996, ' ': -5.813006, 'No': -4.038029, ' no': -9.33465}
{' No': -0.051373724, '\n': -4.339135, ' ': -5.0090876, 'No': -3.5170453, ' no': -8.970649}
{' Five': -9.897427, ' No': -0.008025362, '\n': -7.21621, ' ': -6.008408, 'No': -5.364196}
{' No': -0.04416606, '\n': -4.421619, ' ': -5.518208, 'No': -3.6279097, ' no': -8.344855}
{' No': -0.040743615, '\n': -4.7458215, ' ': -4.878091, 'No': -3.9453242, ' no': -6.044817}
{'\n': -10.778682, ' ': -9.915273, ' Yes': -0.004287571, ' yes': -9.6710005, 'Yes': -5.490415}
{' ': -8.322345, ' Yes': -0.022823084, ' yes': -7.9299655, 'Yes': -3.8239474, 'yes': -10.278332}
{'\n': -8.484803, ' ': -7.6518226, ' Yes': -0.030595552, ' yes': -7.789527, 'Yes': -3.5452573}
{' YES': -12.17124, ' ': -10.02474, ' Yes': -0.0026042573, ' yes': -9.8602295, 'Yes': -5.994721}
{'\n': -8.831968, ' ': -7.868951, ' Yes': -0.02807713, ' yes': -8.506154, 'Yes': -3.6182566}
{'\n': -8.737412, ' ': -8.083364, ' Yes': -0.02479889, ' yes': -7.8684707, 'Yes': -3.7504017}
{'\n': -7.9673324, ' ': -7.342643, ' Yes': -0.0036556402, ' yes': -7.706719, 'Yes': -6.153365}
{'\n': -7.261619, ' ': -6.9488487, ' Yes': -0.030330837, ' yes': -7.255344, 'Yes': -3.601612}
{'\n': -4.817992, ' ': -5.800217, ' Yes': -0.0628978, ' yes': -6.889975, 'Yes': -3.0312624}
{'\n': -10.015095, ' ': -7.891954, ' Yes': -0.0036585117, ' yes': -8.933575, 'Yes': -5.787634}
{'\n': -5.37535, ' ': -5.698611, ' Yes': -0.1330197, ' yes': -6.000404, 'Yes': -2.1804593}
{'\n': -7.9044895, ' ': -6.7771635, ' Yes': -0.022880774, ' yes': -5.7355328, 'Yes': -4.049435}
{' ': -7.1255517, ' Yes': -0.042911507, ' yes': -4.983618, 'Yes': -3.4002244, 'yes': -7.881388}
{' ': -7.7177453, ' Yes': -0.039759666, ' yes': -6.3750544, 'Yes': -3.311932, 'yes': -8.833989}
{' ': -6.8862376, ' Yes': -0.05479723, ' yes': -5.669028, 'Yes': -3.0419261, 'yes': -8.052241}
{' YES': -9.431775, ' ': -7.8002253, ' Yes': -0.014207407, ' yes': -6.899352, 'Yes': -4.3878226}
{' ': -7.2210608, ' Yes': -0.1680922, ' yes': -6.618219, 'Yes': -1.8856691, 'yes': -7.799378}
{' ': -8.299223, ' Yes': -0.031284273, ' yes': -6.4223857, 'Yes': -3.5505846, 'yes': -8.760687}
{'\n': -6.7998204, ' ': -6.5190206, ' Yes': -0.041748453, ' yes': -3.6378293, 'Yes': -4.522705}
{'\n': -6.1041784, ' ': -5.8165007, ' Yes': -0.057404924, ' yes': -5.256398, 'Yes': -3.1127214}
{'\n': -4.593951, ' ': -5.3544607, ' Yes': -0.09211301, ' yes': -4.7993593, 'Yes': -2.7609591}
{'\n': -7.458336, ' ': -7.149917, ' Yes': -0.02078263, ' yes': -6.099659, 'Yes': -4.0939274}
{'\n': -3.5020335, ' ': -5.3503594, ' Yes': -0.18674135, ' yes': -4.4146457, 'Yes': -2.12427}
{'\n': -5.27305, ' Yes': -0.11653586, ' yes': -2.6129212, 'Yes': -3.668528, 'yes': -5.878083}
{'\n': -7.0608764, ' ': -7.1417575, ' Yes': -0.006263742, ' yes': -7.5592985, 'Yes': -5.537481}
{'\n': -5.7185707, ' ': -6.4110165, ' Yes': -0.026514547, ' yes': -7.16779, 'Yes': -3.903353}
{'\n': -4.9955416, ' ': -5.6099367, ' Yes': -0.04042524, ' yes': -6.810445, 'Yes': -3.5931861}
{'\n': -6.756706, ' ': -6.33733, ' Yes': -0.0088068275, ' yes': -8.187969, 'Yes': -5.2063794}
{'\n': -4.1262035, ' ': -5.673613, ' Yes': -0.07497431, ' yes': -6.4093776, 'Yes': -2.996481}
{'\n': -4.911257, ' ': -5.336357, ' Yes': -0.03813568, ' yes': -4.8584156, 'Yes': -4.099966}
{'\n': -11.100207, ' ': -10.286801, ' Yes': -0.0026218868, ' yes': -10.051692, 'Yes': -5.9865007}
{' No': -8.987051, ' ': -8.915753, ' Yes': -0.012487299, ' yes': -8.187577, 'Yes': -4.4435234}
{' No': -7.943784, ' ': -8.284709, ' Yes': -0.021392412, ' yes': -7.669378, 'Yes': -3.9252083}
{' No': -11.325119, ' ': -10.845054, ' Yes': -0.0018726387, ' yes': -10.071057, 'Yes': -6.333827}
{' No': -6.9870286, '\n': -8.637925, ' ': -7.461252, ' Yes': -0.022528289, 'Yes': -3.9016328}
{'\n': -9.231351, ' ': -8.568513, ' Yes': -0.021961562, ' yes': -7.4816136, 'Yes': -3.8824081}
{'\n': -9.30285, ' ': -7.6968355, ' Yes': -0.0021357846, ' yes': -8.007722, 'Yes': -6.743383}
{' No': -6.3537445, ' ': -6.779678, ' Yes': -0.021875292, ' yes': -6.870359, 'Yes': -4.109108}
{'\n': -4.3309608, ' ': -5.49612, ' Yes': -0.054185614, ' yes': -6.421102, 'Yes': -3.4191031}
{' YES': -10.708457, ' ': -8.142989, ' Yes': -0.002059569, ' yes': -8.497916, 'Yes': -6.491004}
{'\n': -5.1844335, ' ': -5.572186, ' Yes': -0.123721026, ' yes': -5.8472805, 'Yes': -2.2796142}
{' ': -6.742851, ' Yes': -0.021575233, ' yes': -4.9694934, 'Yes': -4.460658, ' True': -7.845559}
{' ': -7.2325892, ' Yes': -0.04313123, ' yes': -3.9195616, 'Yes': -3.9194605, 'yes': -7.256047}
{' No': -4.520531, 'No': -7.320579, ' Yes': -0.03866055, ' yes': -5.720234, 'Yes': -3.824288}
{' No': -6.8208547, ' Yes': -0.054144718, ' yes': -4.6924577, 'Yes': -3.2169633, 'yes': -6.8644614}
{' No': -7.1722364, ' ': -8.668984, ' Yes': -0.009956184, ' yes': -6.4839454, 'Yes': -4.9443607}
{' No': -7.392457, ' Yes': -0.13614379, ' yes': -6.4072223, 'Yes': -2.0939076, 'yes': -7.221854}
{' ': -8.528537, ' Yes': -0.024924582, ' yes': -6.112962, 'Yes': -3.8259668, 'yes': -8.524606}
{' ': -5.929953, ' Yes': -0.11036392, ' yes': -2.3637667, 'Yes': -5.2673097, 'yes': -6.672035}
{' No': -4.9484916, ' ': -5.4349394, ' Yes': -0.04591493, ' yes': -4.800006, 'Yes': -3.8630364}
{'\n': -4.227005, ' ': -5.236271, ' Yes': -0.08381695, ' yes': -4.1956353, 'Yes': -3.1489832}
{'\n': -7.9403157, ' ': -7.32276, ' Yes': -0.01665585, ' yes': -5.403678, 'Yes': -4.545556}
{'\n': -3.3345568, ' ': -5.100142, ' Yes': -0.19292305, ' yes': -4.3650374, 'Yes': -2.180756}
{'\n': -5.0337276, ' Yes': -0.29259974, ' yes': -1.5263261, 'Yes': -4.111766, 'yes': -4.978978}
{'\n': -7.8451653, ' ': -7.7944717, ' Yes': -0.004353303, ' yes': -7.7018685, 'Yes': -5.82433}
{'\n': -6.5702977, ' ': -6.878312, ' Yes': -0.018079335, ' yes': -7.220689, 'Yes': -4.245109}
{'\n': -5.330881, ' ': -6.062206, ' Yes': -0.030819274, ' yes': -6.8753147, 'Yes': -3.83725}
{'\n': -7.8553433, ' ': -6.9305544, ' Yes': -0.0040960955, ' yes': -8.046996, 'Yes': -6.064553}
{' No': -6.120812, '\n': -4.3582106, ' ': -5.7610874, ' Yes': -0.06058023, 'Yes': -3.2601268}
{'\n': -5.2163987, ' ': -5.389466, ' Yes': -0.040003546, ' yes': -4.249364, 'Yes': -4.314772}
{' No': -0.00688844, '\n': -9.839633, ' ': -8.788149, 'No': -5.013736, ' no': -12.565847}
{' No': -0.05286182, '\n': -8.936075, ' ': -6.8654933, 'No': -2.992746, ' no': -9.941921}
{' No': -0.061904725, '\xa0': -9.591379, '\n': -7.256404, ' ': -6.6689644, 'No': -2.851135}
{' No': -0.0047084866, '\n': -12.00609, ' ': -8.602167, 'No': -5.4076433, ' Four': -11.681303}
{' No': -0.065362096, '\xa0': -9.774562, '\n': -6.7437744, ' ': -6.255027, 'No': -2.8153238}
{' No': -0.056070864, '\n': -7.987356, ' ': -7.272971, 'No': -2.9357495, ' no': -8.929279}
