{' Right': -0.023665998, ' right': -3.813581, 'Right': -7.2528434, ' "': -7.8961616, 'right': -8.905826}
{' Left': -0.23971437, ' left': -1.723971, ' Right': -3.5312526, ' right': -5.5626383, 'left': -7.136386}
{' Right': -0.06836892, ' Left': -3.1218412, ' right': -4.042314, ' left': -5.894464, 'Right': -6.7201285}
{' Right': -0.11839465, ' Left': -2.46784, ' right': -3.958206, ' left': -5.2263904, 'Right': -6.542533}
{' Right': -0.057493053, ' Left': -3.5195444, ' right': -3.818363, ' left': -6.0626674, 'Right': -6.6065993}
{' Right': -0.1557232, ' Left': -2.1702018, ' right': -3.9361567, ' left': -4.8123965, 'Right': -6.5821733}
{' Right': -0.04103955, ' right': -3.3452234, ' Left': -6.251006, 'Right': -6.354531, ' "': -7.600867}
{' Right': -0.03415529, ' right': -3.7385676, ' Left': -4.944109, 'Right': -6.517386, ' left': -7.3609486}
{' Right': -0.073261745, ' Left': -3.2138581, ' right': -3.7194252, ' left': -5.7191677, 'Right': -6.4395695}
{' Right': -0.05760234, ' Left': -3.3170228, ' right': -4.156622, ' left': -6.1323776, 'Right': -6.771744}
{' Left': -0.08926796, ' left': -2.4813693, 'Left': -6.8309703, 'left': -7.72027, ' Right': -9.031015}
{' Left': -0.07009156, ' left': -2.723719, 'Left': -6.656196, 'left': -7.791271, ' "': -8.05583}
{' Left': -0.06701978, ' left': -2.763158, 'Left': -6.901614, 'left': -7.842448, ' "': -8.659872}
{' Left': -0.097394034, ' left': -2.40071, 'Left': -6.65136, 'left': -7.4795637, ' "': -8.33475}
{' Left': -0.11232236, ' left': -2.277556, 'Left': -6.3587003, ' "': -6.8010406, 'left': -7.0975533}
{' Left': -0.11232929, ' left': -2.2713602, 'Left': -6.3627377, 'left': -7.1525626, ' "': -7.5380034}
{' Left': -0.076703474, ' left': -2.6333878, 'Left': -6.790376, 'left': -7.8248763, ' "': -7.831554}
{' Left': -0.09339619, ' left': -2.4439933, 'Left': -6.662827, 'left': -7.43604, ' "': -7.711928}
{' Right': -0.07076109, ' Left': -2.9196491, ' right': -4.529843, ' left': -6.2607093, 'Right': -6.7378197}
{' Right': -0.054844137, ' Left': -3.2470627, ' right': -4.475525, ' left': -6.519859, 'Right': -6.802755}
{' Right': -0.07460376, ' Left': -2.8420365, ' right': -4.5857825, ' left': -6.207235, 'Right': -7.0111246}
{' Right': -0.048999272, ' Left': -3.3917956, ' right': -4.4833827, ' left': -6.680211, 'Right': -6.754178}
{' Right': -0.028897006, ' Left': -4.327374, ' right': -4.4268174, 'Right': -6.370905, ' left': -7.3813477}
{' Right': -0.03722925, ' Left': -3.7638793, ' right': -4.5460525, 'Right': -6.6448874, ' left': -6.9293}
{' Right': -0.20652667, ' Left': -1.7945641, ' right': -4.422187, ' left': -5.06936, 'Right': -6.991927}
{' Right': -0.047375016, ' Left': -3.5200484, ' right': -4.298311, ' left': -6.509783, 'Right': -6.847379}
{' Left': -0.05120871, ' left': -3.0389843, 'Left': -6.63838, 'left': -7.8641276, ' Right': -8.637575}
{' Left': -0.050764624, ' left': -3.0479302, 'Left': -6.695637, 'left': -7.9547844, ' "': -8.200939}
{' Left': -0.044290908, ' left': -3.1824496, 'Left': -6.6866326, 'left': -7.9722958, ' Right': -9.089869}
{' Left': -0.041765355, ' left': -3.2429123, 'Left': -6.626224, 'left': -8.036413, ' "': -9.272406}
{' Left': -0.048067793, ' left': -3.105631, 'Left': -6.5972505, 'left': -7.8952885, ' "': -7.9602737}
{' Left': -0.048972107, ' left': -3.0810497, 'Left': -6.638842, 'left': -7.98205, ' "': -8.756823}
{' Left': -0.076748714, ' left': -2.6374788, 'Left': -6.701716, 'left': -7.6627507, ' "': -7.857371}
{' Left': -0.070690654, ' left': -2.7147791, 'Left': -6.825831, 'left': -7.852816, ' "': -7.879469}
{' Right': -0.39158452, ' Left': -1.4212343, ' left': -3.168789, ' right': -3.2609518, ' "': -7.250126}
{' Right': -0.5118346, ' Left': -1.1289935, ' left': -3.0929217, ' right': -3.530807, ' "': -6.8116446}
{' Right': -0.4811312, ' Left': -1.1685511, ' left': -3.1899343, ' right': -3.600478, ' "': -7.015446}
{' Right': -0.39777198, ' Left': -1.595709, ' right': -2.7389202, ' left': -2.8534603, ' "': -6.741356}
{' Right': -0.6408985, ' Left': -0.9558305, ' left': -2.9171815, ' right': -3.4668262, ' "': -6.3514485}
{' Right': -0.5994969, ' Left': -0.94378287, ' left': -3.2712173, ' right': -3.8409252, ' "': -7.2955985}
{' Right': -0.58988124, ' Left': -0.9827359, ' left': -3.1562414, ' right': -3.7199202, ' "': -5.8520875}
{' Right': -0.75227904, ' Left': -0.7816599, ' left': -2.9982831, ' right': -3.988254, ' "': -6.636665}
{' Right': -0.19401622, ' Left': -2.5529487, ' right': -2.5905406, ' left': -3.8703408, ' "': -6.9454856}
{' Right': -0.08787898, ' right': -2.7661436, ' Left': -4.182901, ' left': -5.527578, 'Right': -7.0334945}
{' Right': -0.08511684, ' right': -2.957248, ' Left': -3.7644894, ' left': -5.42105, 'Right': -6.92965}
{' Right': -0.9385912, ' Left': -1.0865825, ' left': -1.6049387, ' right': -2.7159805, ' "': -6.410969}
{' Right': -0.09690691, ' right': -2.5143852, ' Left': -5.040964, ' left': -6.229954, ' "': -6.598064}
{' Right': -0.06906233, ' right': -2.8820257, ' Left': -4.9581995, ' left': -6.5269704, 'Right': -6.8200364}
{' Right': -0.08958357, ' right': -2.8781826, ' Left': -3.7864864, ' left': -5.5410223, ' "': -6.6079464}
{' Right': -0.18092863, ' Left': -2.2841523, ' right': -3.1380875, ' left': -4.0826464, ' "': -6.214717}
{' Left': -0.6868122, ' Right': -0.80440015, ' left': -3.327992, ' right': -4.4283357, 'Right': -7.67734}
{' Left': -0.7260649, ' Right': -0.80310845, ' left': -3.0293105, ' right': -4.011849, ' "': -7.3437347}
{' Left': -0.71227276, ' Right': -0.74878335, ' left': -3.679243, ' right': -4.6090164, 'Right': -7.8351746}
{' Right': -0.5161484, ' Left': -1.0857419, ' left': -3.243138, ' right': -3.7057064, ' "': -7.4898877}
{' Left': -0.54725325, ' Right': -1.0232875, ' left': -3.0631738, ' right': -4.4806085, ' "': -6.177977}
{' Left': -0.47234777, ' Right': -1.1002774, ' left': -3.3794827, ' right': -4.8188596, 'Left': -7.603987}
{' Left': -0.36771634, ' Right': -1.3296018, ' left': -3.352551, ' right': -5.0812306, 'Left': -7.4390316}
{' Left': -0.5579633, ' Right': -0.9841165, ' left': -3.1778858, ' right': -4.555056, ' "': -7.5740366}
{' Right': -0.051810607, ' right': -3.3545065, ' Left': -4.4177217, ' left': -6.3636045, 'Right': -6.914197}
{' Right': -0.05379456, ' right': -3.288837, ' Left': -4.468868, ' left': -6.2977943, 'Right': -7.136591}
{' Right': -0.082599096, ' Left': -3.2059891, ' right': -3.455182, ' left': -5.14577, 'Right': -7.1878953}
{' Right': -0.11587298, ' right': -2.7053428, ' Left': -3.4970925, ' left': -4.638265, 'Right': -6.81483}
{' Right': -0.07373722, ' right': -2.8645694, ' Left': -4.699666, ' left': -6.1570263, ' "': -6.645102}
{' Right': -0.066740155, ' right': -3.1018198, ' Left': -4.1855984, ' left': -6.0333457, 'Right': -6.757448}
{' Right': -0.042374834, ' right': -3.3753293, ' Left': -5.375346, 'Right': -6.756682, ' left': -7.4394217}
{' Right': -0.09076793, ' Left': -3.0876074, ' right': -3.3909674, ' left': -5.1883707, 'Right': -7.0488687}
{' Right': -0.06890466, ' right': -2.7713754, 'Right': -5.999027, 'right': -7.36947, ' Left': -7.8491454}
{' Right': -0.093316354, ' right': -2.4809449, 'Right': -6.2714624, ' Left': -6.407708, 'right': -7.343537}
{' Right': -0.0848236, ' right': -2.5795193, 'Right': -5.9002624, ' Left': -6.9351153, 'right': -7.0935664}
{' Right': -0.1413533, ' right': -2.0707183, 'Right': -5.8083315, 'right': -6.6702724, ' "': -7.2774153}
{' Right': -0.114462465, ' right': -2.2728848, 'Right': -5.98301, 'right': -6.913464, ' "': -7.0062966}
{' Right': -0.086303994, ' right': -2.5505106, 'Right': -6.239233, ' Left': -6.8134093, 'right': -7.2316704}
{' Right': -0.12463807, ' right': -2.1932604, 'Right': -5.8586273, 'right': -6.791889, ' "': -7.1469955}
{' Right': -0.11404311, ' right': -2.270154, 'Right': -6.1917043, 'right': -7.080176, ' Left': -7.331513}
{' Left': -0.1323153, ' left': -2.110846, 'Left': -6.7778554, 'left': -6.8061795, ' "': -8.13199}
{' Left': -0.2186188, ' left': -1.6541102, 'left': -6.4303055, 'Left': -6.7129292, ' Right': -6.740723}
{' Left': -0.22089292, ' left': -1.6387205, 'left': -6.452428, 'Left': -6.710768, ' Right': -7.3727865}
{' Left': -0.19945848, ' left': -1.7375617, 'left': -6.205077, 'Left': -6.468351, ' "': -7.0621257}
{' Left': -0.25177914, ' left': -1.5255333, 'left': -6.1168056, 'Left': -6.550426, ' "': -6.62948}
{' Left': -0.20832767, ' left': -1.6929202, 'left': -6.381576, 'Left': -6.5498767, ' "': -7.2807326}
{' Left': -0.24590519, ' left': -1.5407469, 'left': -6.456526, 'Left': -6.611988, ' "': -7.3622665}
{' Left': -0.1568529, ' left': -1.9574052, 'left': -6.5279336, 'Left': -6.5861263, ' "': -7.102535}
{' Right': -0.15274438, ' Left': -2.4774573, ' right': -3.1296768, ' left': -4.4986362, 'Right': -6.403625}
{' Right': -0.11251477, ' Left': -2.857479, ' right': -3.211962, ' left': -5.095709, 'Right': -6.4801826}
{' Right': -0.200772, ' Left': -1.9455801, ' right': -3.6843631, ' left': -4.516618, 'Right': -6.3917737}
{' Right': -0.13502039, ' Left': -2.4959364, ' right': -3.442649, ' left': -4.82611, 'Right': -6.0998387}
{' Right': -0.07212794, ' right': -3.275695, ' Left': -3.735696, ' left': -5.781347, 'Right': -5.903392}
{' Right': -0.13806246, ' Left': -2.324853, ' right': -3.8281717, ' left': -5.01085, 'Right': -6.426253}
{' Right': -0.17534572, ' right': -2.6203492, ' Left': -2.6423373, ' left': -4.3205214, 'Right': -6.3444924}
{' Right': -0.18483779, ' Left': -2.4310117, ' right': -2.7870793, ' left': -4.149853, 'Right': -6.4149404}
{' Left': -0.16730613, ' left': -2.4397385, ' Right': -2.8013675, ' right': -5.8912435, 'left': -6.644568}
{' Left': -0.113648966, ' left': -2.386604, ' Right': -4.4608927, 'Left': -6.616529, 'left': -6.7126193}
{' Left': -0.14333275, ' left': -2.1280453, ' Right': -4.5935125, 'left': -6.409026, 'Left': -6.6329927}
{' Left': -0.09904384, ' left': -2.4544573, ' Right': -5.391652, 'left': -6.439574, 'Left': -6.4663663}
{' Left': -0.1132819, ' left': -2.314019, ' Right': -5.7286363, ' "': -6.398045, 'left': -6.420758}
{' Left': -0.10005216, ' left': -2.4610348, ' Right': -5.1738815, 'Left': -6.491808, 'left': -6.5036883}
{' Left': -0.18711372, ' left': -1.944043, ' Right': -3.8958251, 'left': -6.1015058, ' right': -6.299195}
{' Left': -0.17894824, ' left': -1.9942937, ' Right': -3.7833717, ' right': -6.3842893, 'left': -6.608509}
{' Left': -0.9021853, ' Right': -1.3624991, ' left': -1.4772661, ' right': -2.2336385, 'left': -6.786788}
{' left': -0.9351222, ' Left': -1.0677955, ' Right': -1.9302433, ' right': -2.151633, 'left': -6.827826}
{' Left': -0.89426446, ' left': -0.9599173, ' Right': -2.0865252, ' right': -2.5100234, 'left': -6.5379505}
{' Left': -0.90935457, ' left': -0.96843284, ' Right': -2.0044055, ' right': -2.5254397, 'left': -6.623071}
{' Left': -0.8611542, ' left': -0.9237821, ' Right': -2.298599, ' right': -2.5613093, 'left': -6.6417475}
{' Left': -0.6922455, ' left': -1.0369033, ' Right': -2.3697948, ' right': -3.0106657, 'left': -6.766096}
{' left': -1.1524781, ' Left': -1.206166, ' Right': -1.5513963, ' right': -1.7715404, 'left': -6.9764905}
{' left': -0.77111375, ' Left': -1.0853, ' Right': -2.28984, ' right': -2.3451724, 'left': -6.5444956}
{' Left': -0.42738634, ' left': -1.0651485, 'left': -6.8023705, ' Right': -6.909592, 'Left': -7.616299}
{' left': -0.6111888, ' Left': -0.8028831, ' Right': -5.573864, ' right': -5.8133316, 'left': -6.4547267}
{' left': -0.44629472, ' Left': -1.0409106, ' right': -6.0146384, ' Right': -6.156379, 'left': -6.380872}
{' left': -0.5344804, ' Left': -0.8976473, ' Right': -6.141047, ' right': -6.2414355, 'left': -6.4117265}
{' left': -0.3220965, ' Left': -1.3081461, 'left': -6.3266563, ' right': -6.405512, ' Right': -6.7674427}
{' left': -0.50318885, ' Left': -0.9371317, 'left': -6.332681, ' Right': -7.39952, ' right': -7.5845575}
{' left': -0.4589475, ' Left': -1.011968, 'left': -6.5080423, ' Right': -6.688569, ' right': -6.771898}
{' left': -0.3684067, ' Left': -1.1925014, 'left': -6.3894672, ' Right': -6.7078304, ' right': -6.7496552}
{' Left': -0.9185363, ' Right': -1.0381863, ' left': -1.9242699, ' right': -2.3220227, 'right': -7.222478}
{' Right': -0.96742105, ' Left': -1.3504777, ' right': -1.627356, ' left': -1.8248506, 'right': -6.8729224}
{' Right': -1.0475019, ' Left': -1.2600759, ' left': -1.6689581, ' right': -1.7492366, 'right': -6.9076705}
{' Left': -1.236469, ' Right': -1.2367609, ' left': -1.4136407, ' right': -1.7561262, 'right': -6.904253}
{' Right': -0.7900602, ' Left': -1.583626, ' right': -1.596844, ' left': -2.0035458, 'right': -6.7276397}
{' Right': -0.8876782, ' Left': -1.2328854, ' right': -1.8813438, ' left': -1.9553089, 'right': -6.8681536}
{' left': -1.184423, ' Left': -1.3562331, ' Right': -1.4633629, ' right': -1.6001829, 'right': -6.8801146}
{' Right': -0.97668743, ' Left': -1.4610586, ' right': -1.5902109, ' left': -1.6875372, 'right': -6.9237027}
{' Left': -0.41174775, ' left': -1.2247189, ' Right': -3.4733226, ' right': -4.6496434, 'left': -6.15507}
{' Left': -0.65036964, ' left': -0.9368248, ' Right': -2.9620743, ' right': -3.4649887, 'left': -6.156732}
{' Left': -0.62412274, ' left': -0.808304, ' Right': -4.5646763, ' right': -5.173443, 'left': -6.3417645}
{' Left': -0.6733158, ' left': -0.76839894, ' Right': -4.1740956, ' right': -4.79061, 'left': -6.3759103}
{' Left': -0.33165514, ' left': -1.2981983, ' Right': -5.170816, ' right': -6.3958464, 'left': -6.8427305}
{' Left': -0.36394694, ' left': -1.2323952, ' Right': -4.714443, ' right': -5.938635, 'left': -6.7731247}
{' left': -0.47008887, ' Left': -1.0439547, ' right': -4.479099, ' Right': -4.683088, 'left': -6.433195}
{' Left': -0.7077027, ' left': -0.72498524, ' Right': -4.371443, ' right': -4.835539, 'left': -6.38829}
{' Left': -0.29530883, ' Right': -1.9937226, ' left': -2.2607782, ' right': -4.304876, 'Left': -7.3496137}
{' Left': -0.33543855, ' Right': -1.7959946, ' left': -2.3111274, ' right': -4.0102735, 'Left': -7.5283456}
{' Left': -0.3831444, ' Right': -1.8799857, ' left': -1.9415836, ' right': -3.9161072, ' "': -7.0314484}
{' Right': -0.7652806, ' Left': -0.84481716, ' left': -2.8208034, ' right': -3.1497865, ' "': -7.007452}
{' Left': -0.26366636, ' Right': -2.0117323, ' left': -2.4640772, ' right': -4.529185, 'Left': -7.1452928}
{' Left': -0.23321849, ' Right': -2.1980734, ' left': -2.4553578, ' right': -4.674918, 'Left': -7.201686}
{' Left': -0.37979725, ' left': -1.9126399, ' Right': -1.9483474, ' right': -3.7391477, 'Left': -7.378062}
{' Left': -0.3030122, ' Right': -2.04927, ' left': -2.1469166, ' right': -4.2563124, 'Left': -7.477746}
{' Left': -0.22982548, ' left': -1.6706691, ' Right': -4.3422346, ' right': -6.0229907, 'left': -7.174955}
{' Left': -0.1687741, ' left': -2.0169911, ' Right': -3.9832273, ' right': -6.0367203, 'Left': -7.7644024}
{' Left': -0.33205807, ' left': -1.3843672, ' Right': -3.742529, ' right': -4.966593, 'left': -7.3495173}
{' Left': -0.1404061, ' left': -2.1011758, ' Right': -5.0378156, ' right': -7.3147044, 'Left': -7.382078}
{' Left': -0.17109261, ' left': -1.9069629, ' Right': -5.1344943, ' "': -7.0161567, ' right': -7.3102527}
{' Left': -0.2708025, ' left': -1.5167475, ' Right': -4.338267, ' right': -5.780284, 'left': -7.250609}
{' Left': -0.15851867, ' left': -2.0076606, ' Right': -4.65141, ' right': -6.5703344, 'Left': -7.45933}
{' Left': -0.22130448, ' left': -1.7031828, ' Right': -4.385628, ' right': -6.2465253, ' "': -7.14808}
{' Left': -0.754938, ' Right': -0.7834738, ' left': -3.1614969, ' right': -3.5277882, 'Right': -7.4311686}
{' Right': -0.5304526, ' Left': -1.0358104, ' right': -3.4783742, ' left': -3.7170293, 'Right': -7.4618297}
{' Right': -0.5575283, ' Left': -1.0320747, ' right': -3.3109899, ' left': -3.4001184, 'Right': -7.499778}
{' Right': -0.37667888, ' Left': -1.399174, ' right': -3.1820798, ' left': -3.7327924, 'Right': -7.270649}
{' Right': -0.25828922, ' Left': -1.8941762, ' right': -2.890207, ' left': -3.9662588, 'Right': -6.6677303}
{' Right': -0.5337887, ' Left': -1.13805, ' right': -3.0081346, ' left': -3.1635017, 'Right': -7.392231}
{' Left': -0.4108824, ' Right': -1.4976037, ' left': -2.4511962, ' right': -3.6655495, 'Left': -7.691088}
{' Right': -0.5397839, ' Left': -1.1947217, ' right': -2.7717957, ' left': -2.995474, 'Right': -7.2219505}
{' Left': -0.18778783, ' left': -2.0454347, ' Right': -3.3224428, ' right': -5.484058, 'Left': -7.2299147}
{' Left': -0.22301896, ' left': -1.8482306, ' Right': -3.3365042, ' right': -5.324724, 'Left': -7.1806774}
{' Left': -0.2958863, ' left': -1.4923869, ' Right': -3.7118673, ' right': -5.3028116, 'left': -7.109532}
{' Left': -0.19640394, ' left': -1.8622537, ' Right': -3.9770532, ' right': -5.9893003, 'Left': -7.1921754}
{' Left': -0.24274608, ' left': -1.5951363, ' Right': -4.734308, ' right': -6.5528064, 'left': -6.805856}
{' Left': -0.1697032, ' left': -1.9977366, ' Right': -4.1027665, ' right': -6.166729, 'Left': -7.077326}
{' Left': -0.3418983, ' left': -1.5859854, ' Right': -2.6996427, ' right': -4.1561093, 'left': -7.2479863}
{' Left': -0.23164144, ' left': -1.8549172, ' Right': -3.1460626, ' right': -5.192684, 'Left': -7.2075815}
{' Right': -0.0915568, ' Left': -2.8414595, ' right': -3.7987764, ' left': -5.3895073, 'Right': -6.610939}
{' Right': -0.15533277, ' Left': -2.2341673, ' right': -3.6888335, ' left': -4.699444, 'Right': -6.576511}
{' Right': -0.25858483, ' Left': -1.6507432, ' right': -3.954265, ' left': -4.2824187, 'Right': -6.608358}
{' Right': -0.19089973, ' Left': -2.0417316, ' right': -3.5681653, ' left': -4.3438883, 'Right': -6.551869}
{' Right': -0.06134711, ' Left': -3.4714897, ' right': -3.7751017, ' left': -5.918139, 'Right': -6.4787965}
{' Right': -0.06706077, ' Left': -3.4263442, ' right': -3.6321373, ' left': -5.758899, 'Right': -6.306563}
{' Right': -0.07906718, ' Left': -3.289188, ' right': -3.485641, ' left': -5.625386, 'Right': -6.240104}
{' Right': -0.10220748, ' Left': -2.7709885, ' right': -3.6286318, ' left': -5.0957355, 'Right': -6.90305}
{' Left': -0.08628112, ' left': -2.5159035, 'Left': -6.8183303, 'left': -7.818997, ' "': -8.46428}
{' Left': -0.070693664, ' left': -2.7184215, 'Left': -6.628991, 'left': -7.625921, ' "': -7.93246}
{' Left': -0.08784696, ' left': -2.5033915, 'Left': -6.650949, 'left': -7.4813857, ' "': -8.040701}
{' Left': -0.08851703, ' left': -2.4951866, 'Left': -6.6368694, 'left': -7.5438795, ' "': -8.194049}
{' Left': -0.10139036, ' left': -2.3787377, 'Left': -6.309645, ' "': -6.84973, 'left': -7.090691}
{' Left': -0.11665447, ' left': -2.2349272, 'Left': -6.3622313, 'left': -7.0602007, ' "': -7.651162}
{' Left': -0.108801216, ' left': -2.2959769, 'Left': -6.68972, ' "': -7.4354343, 'left': -7.5517898}
{' Left': -0.08447966, ' left': -2.5409002, 'Left': -6.789012, ' "': -7.462922, 'left': -7.679385}
{' Right': -0.103324234, ' Left': -2.4969552, ' right': -4.5239534, ' left': -5.7655954, 'Right': -6.7936845}
{' Right': -0.07148074, ' Left': -3.048701, ' right': -4.056796, ' left': -5.9995847, 'Right': -6.8297257}
{' Right': -0.08800166, ' Left': -2.7186587, ' right': -4.284918, ' left': -5.8100815, 'Right': -6.97755}
{' Right': -0.093020305, ' Left': -2.6425066, ' right': -4.3421063, ' left': -5.833006, 'Right': -6.8741097}
{' Right': -0.0425053, ' Left': -3.5981426, ' right': -4.5320473, 'Right': -6.5317154, ' left': -6.840922}
{' Right': -0.08859199, ' Left': -2.737365, ' right': -4.2154455, ' left': -5.732793, 'Right': -6.643079}
{' Right': -0.19852981, ' Left': -1.8824269, ' right': -4.050628, ' left': -4.831062, 'Right': -6.894119}
