{' Up': -0.80227643, ' Down': -1.2832868, ' down': -1.5959585, ' up': -2.6505296, ' "': -7.713283}
{' Down': -0.09634369, ' down': -2.4037454, 'Down': -7.152988, 'down': -7.3395686, ' DOWN': -10.508615}
{' Down': -0.05289318, ' down': -3.0137672, 'Down': -6.485344, 'down': -7.311653, ' DOWN': -9.0060425}
{' Down': -0.03458329, ' down': -3.628211, ' Up': -5.3130693, 'Down': -6.348107, 'down': -7.4844785}
{' Up': -0.0514814, ' Down': -3.1386166, ' up': -5.3392982, ' down': -6.631273, 'Up': -7.9805465}
{' Down': -0.062253676, ' down': -2.843679, 'Down': -6.7423058, 'down': -7.0065703, ' DOWN': -10.427636}
{' Down': -0.20116472, ' down': -1.7180599, ' Up': -6.3429112, 'Down': -7.4201684, 'down': -8.12535}
{' Down': -0.25567868, ' Up': -1.7716395, ' down': -2.9479432, ' up': -5.986845, 'Down': -7.9283123}
{' Up': -0.04192384, ' up': -3.3226511, ' Down': -5.5024776, ' down': -7.370283, ' UP': -8.958622}
{' Down': -0.36767617, ' down': -1.1823506, 'Down': -7.5421853, 'down': -7.5657616, ' DOWN': -10.082382}
{' Down': -0.054248728, ' down': -3.0278947, 'Down': -5.7266517, 'down': -7.0863476, ' DOWN': -8.330221}
{' Down': -0.021837154, ' down': -4.163942, ' Up': -5.6324153, 'Down': -6.3059835, 'down': -7.9175005}
{' Up': -0.5561533, ' Down': -0.88028806, ' down': -4.766906, ' up': -6.385788, 'Down': -7.2531}
{' Down': -0.047984403, ' down': -3.1260293, 'Down': -6.126376, 'down': -7.297662, ' DOWN': -9.53658}
{' Down': -0.018590007, ' down': -4.0526934, ' Up': -7.507544, 'Down': -7.992568, 'down': -9.134797}
{' Down': -0.015908685, ' down': -4.5763273, ' Up': -5.3008413, 'Down': -7.96409, 'down': -9.253251}
{' Up': -0.016284408, ' Down': -4.314807, ' up': -5.992921, ' down': -8.854558, ' UP': -9.563216}
{' Down': -0.010645247, ' down': -4.572462, 'Down': -8.658808, 'down': -9.63055, ' DOWN': -11.544354}
{' Down': -0.088745885, ' down': -2.532235, 'Down': -5.49836, 'down': -6.80551, ' Up': -9.113775}
{' Up': -0.5183506, ' Down': -0.96920973, ' down': -4.140745, ' up': -5.1392956, 'Down': -6.3113747}
{' Up': -0.09106799, ' up': -3.200466, ' Down': -3.2872005, ' down': -5.097347, 'Up': -6.3645415}
{' Down': -0.33903813, ' down': -1.2700053, 'Down': -5.6356497, 'down': -5.8030176, ' DOWN': -9.549787}
{' Down': -0.07400104, ' down': -2.6514204, ' Up': -7.621835, 'Down': -8.453211, 'down': -9.697176}
{' Down': -0.054711226, ' down': -3.3013883, ' Up': -4.137252, 'Down': -8.304888, ' up': -8.918787}
{' Down': -0.1185596, ' down': -2.85117, ' Up': -2.9391716, ' up': -7.0840135, 'Down': -8.512902}
{' Down': -0.15224224, ' down': -1.959741, 'Down': -8.571122, 'down': -9.452216, ' Up': -9.977953}
{' Down': -0.072855935, ' down': -2.6730354, 'Down': -7.3079343, ' Up': -8.005042, 'down': -8.540995}
{' Down': -0.15369761, ' Up': -2.1510196, ' down': -3.7265909, ' up': -6.790789, 'Down': -7.2391396}
{' Down': -0.30333203, ' Up': -1.4935539, ' down': -3.4106736, ' up': -5.7271423, 'Down': -7.504559}
{' Down': -0.09059263, ' down': -2.4568112, 'Down': -7.381852, 'down': -8.305882, ' Up': -11.061202}
{' Down': -0.14928645, ' down': -1.9849777, 'Down': -7.260694, 'down': -8.111533, ' Up': -8.338879}
{' Down': -0.6945718, ' Up': -0.74732155, ' down': -3.8090546, ' up': -5.4916277, 'Down': -7.6826377}
{' Down': -0.6260392, ' Up': -0.8767679, ' down': -3.1811252, ' up': -4.9876, 'Down': -7.7070284}
{' Down': -0.12110602, ' down': -2.181296, 'Down': -7.1681657, 'down': -8.053214, ' DOWN': -10.2144}
{' Down': -0.47789952, ' down': -0.9720687, ' Up': -7.1984816, 'Down': -7.5719237, 'down': -8.21836}
{' Down': -0.38315028, ' down': -1.2750723, ' Up': -3.3553236, ' up': -5.7167106, 'Down': -7.709152}
{' Down': -0.8545333, ' down': -1.2175686, ' Up': -1.4672118, ' up': -3.0484192, 'Down': -8.216571}
{' down': -0.6114892, ' Down': -0.78370756, 'Down': -7.950173, 'down': -8.076137, ' Up': -9.948662}
{' Down': -0.23298378, ' down': -1.5845654, 'Down': -6.7212267, ' Up': -6.927327, 'down': -7.5799513}
{' Up': -0.66948324, ' Down': -0.7720624, ' down': -3.9051247, ' up': -5.308218, 'Down': -7.579135}
{' Up': -0.42004305, ' Down': -1.1872857, ' down': -3.6637313, ' up': -4.4729986, 'Down': -7.818913}
{' Down': -0.22145376, ' down': -1.6246693, 'Down': -6.7496305, 'down': -7.786219, ' DOWN': -9.859788}
{' Down': -0.015953016, ' down': -4.2632804, ' Up': -6.4756045, 'Down': -8.739317, 'down': -10.288722}
{' Down': -0.12703495, ' Up': -2.1741426, ' down': -5.270616, ' up': -8.359478, 'Down': -8.673985}
{' Down': -0.04527717, ' Up': -3.3122354, ' down': -4.8927045, 'Down': -8.744747, ' up': -8.961403}
{' Down': -0.029933218, ' down': -3.539981, ' Up': -8.48243, 'Down': -8.579671, 'down': -9.638835}
{' down': -0.7489448, ' Down': -0.8213077, ' Up': -2.7513804, ' up': -4.009, 'Down': -5.813497}
{' Down': -0.8230198, ' down': -0.8469361, ' Up': -2.4086447, ' up': -3.2878044, 'Down': -5.893454}
{' down': -1.0048504, ' Down': -1.2082958, ' Up': -1.5907803, ' up': -2.0680141, 'Down': -6.107708}
{' down': -0.55611867, ' Down': -0.8878638, ' Up': -4.9358716, 'Down': -5.8994374, 'down': -5.982403}
{' Down': -0.20864461, ' down': -2.1239927, ' Up': -2.7400491, ' up': -5.99678, 'Down': -6.682218}
{' Down': -0.15594597, ' down': -1.9420826, 'Down': -7.2556086, 'down': -8.303138, ' DOWN': -10.39066}
{' Down': -0.24956721, ' down': -1.5129358, 'Down': -7.940218, 'down': -8.824284, ' Up': -9.891588}
{' Down': -0.09257531, ' down': -2.4324534, 'Down': -7.948509, ' Up': -8.970469, 'down': -9.51643}
{' Down': -0.05938716, ' down': -3.5259855, ' Up': -3.6193023, 'Down': -7.004228, ' up': -8.198721}
{' Down': -0.039350275, ' down': -3.2752032, 'Down': -7.362844, 'down': -9.029129, ' DOWN': -10.822017}
{' Down': -0.096933976, ' down': -2.3949857, 'Down': -7.0555882, 'down': -8.177601, ' DOWN': -10.114043}
{' Down': -0.037316542, ' down': -3.3414755, 'Down': -7.0737348, 'down': -8.489615, ' Up': -8.83669}
{' Down': -0.122801185, ' Up': -2.7771664, ' down': -2.985642, 'Down': -6.430345, ' up': -7.509435}
{' Down': -0.13428879, ' down': -2.087366, 'Down': -6.7761016, 'down': -7.7253623, ' DOWN': -9.834163}
{' Down': -0.21601883, ' down': -1.6502345, 'Down': -6.615513, 'down': -7.1746125, ' DOWN': -9.020002}
{' Down': -0.061239377, ' down': -2.8549366, 'Down': -6.662796, 'down': -7.979488, ' DOWN': -9.002886}
{' Down': -0.24112758, ' down': -1.7460657, ' Up': -3.300286, ' up': -6.39636, 'Down': -6.9993615}
{' Down': -0.31178027, ' down': -1.3200238, 'Down': -7.614039, 'down': -8.605699, ' DOWN': -9.971038}
{' down': -0.4022295, ' Down': -1.1080515, 'Down': -7.6820374, 'down': -7.766685, ' DOWN': -9.625477}
{' Down': -0.39305642, ' down': -1.1324935, ' Up': -6.666768, 'Down': -7.08695, 'down': -7.886884}
{' Down': -0.15493943, ' down': -2.176191, ' Up': -3.7374666, 'Down': -5.463632, 'down': -6.7100406}
{' Down': -0.08020091, ' down': -2.5889347, 'Down': -6.4786954, 'down': -7.963544, ' DOWN': -9.455052}
{' Down': -0.24233422, ' down': -1.5509794, 'Down': -6.202041, 'down': -6.93482, ' DOWN': -8.855908}
{' Down': -0.036135808, ' down': -3.4107578, 'Down': -6.231812, 'down': -8.112614, ' DOWN': -8.741416}
{' Down': -0.05187602, ' Up': -3.2512717, ' down': -4.5103564, 'Down': -7.4918704, ' up': -9.028738}
{' Down': -0.010504467, ' down': -4.6005006, 'Down': -8.007595, 'down': -9.862354, ' DOWN': -11.101109}
{' Down': -0.04964394, ' down': -3.0440667, 'Down': -7.5157766, 'down': -8.511537, ' DOWN': -10.4451685}
{' Down': -0.012185755, ' down': -4.466823, 'Down': -7.6749244, 'down': -9.471995, ' Up': -9.897289}
{' Down': -0.8179558, ' Up': -0.92115295, ' down': -2.1233757, ' up': -3.3561542, 'Down': -5.7771115}
{' Down': -0.46172297, ' down': -1.0149075, 'Down': -5.416002, 'down': -5.8951316, ' DOWN': -9.40652}
{' down': -0.64472085, ' Down': -0.7666157, 'down': -5.153893, 'Down': -5.4969335, ' Up': -7.858956}
{' Down': -0.44990268, ' down': -1.2699025, ' Up': -2.8337736, ' up': -4.370183, 'Down': -5.315568}
{' Down': -0.078871086, ' Up': -2.6865485, ' down': -4.9536285, ' up': -7.595112, 'Down': -8.994997}
{' Up': -0.01690812, ' Down': -4.694314, ' up': -4.9254885, ' down': -8.339318, ' UP': -9.418637}
{' Down': -0.08397797, ' down': -2.5723376, ' Up': -5.575736, 'Down': -8.715346, ' up': -9.076357}
{' Up': -0.01278712, ' up': -4.4500465, ' Down': -7.019427, ' UP': -9.442333, ' down': -10.538649}
{' Down': -0.13102813, ' Up': -2.2049263, ' down': -4.5375624, ' up': -6.7640676, 'Down': -7.5346174}
{' Down': -0.50847244, ' Up': -0.9813079, ' down': -3.9924774, ' up': -5.3787403, 'Down': -7.698292}
{' Down': -0.15795353, ' Up': -2.1336672, ' down': -3.6968691, ' up': -6.274954, 'Down': -7.252497}
{' Up': -0.1104609, ' Down': -2.3629632, ' up': -4.7560678, ' down': -6.598707, 'Up': -8.58032}
{' Up': -0.2487328, ' Down': -1.5353501, ' up': -5.9052844, ' down': -6.3698783, 'Down': -8.870245}
{' Down': -0.1781038, ' Up': -1.9114603, ' down': -4.286515, ' up': -7.1897826, 'Down': -7.603887}
{' Down': -0.027961154, ' down': -3.8312714, ' Up': -5.3286657, 'Down': -7.2403708, 'down': -8.812966}
{' Up': -0.021470845, ' Down': -4.144182, ' up': -5.3346553, ' down': -8.366975, ' UP': -8.860358}
{' Down': -0.2413089, ' Up': -1.8524979, ' down': -3.032576, ' up': -4.742081, 'Down': -7.829287}
{' Up': -0.120633096, ' up': -2.4531164, ' Down': -3.8366323, ' down': -5.1869626, ' UP': -8.2741785}
{' Down': -0.42018107, ' down': -1.41234, ' Up': -2.4840028, ' up': -4.2039332, 'Down': -7.5301013}
{' Up': -0.09098007, ' up': -2.5549521, ' Down': -4.8685393, ' down': -6.7647867, ' UP': -8.312533}
{' Up': -0.187486, ' Down': -1.8068116, ' up': -5.552846, ' down': -6.0514097, 'Down': -8.529914}
{' Down': -0.035168704, ' down': -3.6720054, ' Up': -4.8604174, 'Down': -6.9443808, 'down': -8.619128}
{' Down': -0.048423838, ' Up': -3.7637637, ' down': -3.7890358, 'Down': -7.093153, ' DOWN': -8.373779}
{' Up': -0.062375546, ' Down': -2.9150157, ' up': -5.3073783, ' down': -7.1343513, ' UP': -8.466926}
{' Down': -0.21131343, ' Up': -1.6750184, ' down': -5.982349, ' up': -7.8024063, 'Down': -8.680145}
{' Up': -0.010008804, ' Down': -4.7678843, ' up': -6.6970067, ' UP': -9.22594, 'Up': -9.690429}
{' Down': -0.0074956897, ' down': -5.1230273, ' Up': -6.7951694, 'Down': -8.173185, 'down': -9.851066}
{' Up': -0.003525951, ' Down': -6.1086073, ' up': -6.7425203, ' UP': -9.668649, 'Up': -10.1577425}
{' Up': -0.6419716, ' Down': -0.8851471, ' down': -3.2825584, ' up': -3.9011838, 'Down': -6.3278136}
{' Down': -0.122873895, ' down': -2.3880582, ' Up': -4.012852, 'Down': -5.638378, 'down': -6.7323823}
{' Down': -0.41936776, ' Up': -1.4459621, ' down': -2.4275484, ' up': -4.3415594, 'Down': -5.6558595}
{' Up': -0.4415061, ' Down': -1.1743, ' up': -3.6851852, ' down': -3.9226365, 'Down': -6.6372986}
{' Down': -0.06691431, ' down': -2.7660508, ' Up': -6.58301, 'Down': -8.401374, ' DOWN': -9.150763}
{' Up': -0.008161823, ' up': -4.9882946, ' Down': -7.109015, ' UP': -7.740183, 'Up': -10.362934}
{' Down': -0.50510895, ' Up': -1.1396018, ' down': -2.9092815, ' up': -3.850688, ' UP': -7.9457903}
{' Up': -0.23477057, ' Down': -2.151812, ' up': -2.8698144, ' down': -3.3703907, ' UP': -6.450013}
{' down': -0.37461996, ' Down': -1.1702266, 'down': -6.5573316, 'Down': -7.329306, ' DOWN': -10.559676}
{' Up': -0.049425412, ' up': -3.0479453, ' UP': -7.9868274, 'Up': -8.226124, ' Down': -9.50787}
{' Down': -0.6676771, ' down': -0.7261125, 'down': -6.3903446, 'Down': -6.8848395, ' DOWN': -7.9133644}
{' Up': -0.2542223, ' up': -1.5121797, ' UP': -6.4125223, ' Down': -7.005645, ' down': -7.079175}
{' down': -0.5023019, ' Down': -0.93679017, 'down': -6.252411, 'Down': -7.1479673, ' DOWN': -9.063184}
{' Up': -0.022430755, ' up': -3.8592417, ' UP': -7.2400336, 'Up': -8.335598, ' Down': -10.079765}
{' Down': -0.6075196, ' down': -0.81175095, ' Up': -5.362931, 'down': -6.249862, ' DOWN': -6.4606056}
{' Up': -0.29349902, ' up': -1.4985865, ' down': -4.227394, ' Down': -4.607006, ' UP': -5.2439117}
{' down': -0.39774317, ' Down': -1.1185093, 'down': -7.363304, 'Down': -7.661148, ' DOWN': -8.925631}
{' Up': -0.23504263, ' up': -1.5758497, ' UP': -6.709396, ' Down': -7.374946, ' down': -7.512056}
{' down': -0.5641353, ' Down': -0.8790596, ' Up': -4.9029703, ' up': -5.018395, 'down': -7.1447644}
{' Up': -0.6666244, ' up': -0.78629535, ' down': -3.8610005, ' Down': -5.0964665, ' UP': -5.6773014}
{' Down': -0.332051, ' down': -1.2750309, 'Down': -6.371977, 'down': -6.729515, ' DOWN': -8.68384}
{' Up': -0.029955758, ' up': -3.578059, ' UP': -7.0412927, 'Up': -7.521567, 'up': -9.577961}
{' Down': -0.21635391, ' down': -1.676624, 'Down': -6.0146365, 'down': -6.224875, ' DOWN': -6.255273}
{' Up': -0.12020704, ' up': -2.3333225, ' Down': -5.1100044, ' UP': -5.172016, ' down': -5.67568}
{' Down': -0.09462872, ' down': -2.421985, 'Down': -7.493022, ' Up': -7.7216315, 'down': -7.8452544}
{' Up': -0.009197281, ' up': -4.7973895, ' UP': -7.431991, ' Down': -8.460112, 'Up': -9.460426}
{' Down': -0.72108215, ' Up': -0.772016, ' down': -3.5088098, ' up': -3.899055, ' UP': -7.2023005}
{' Up': -0.07299031, ' up': -3.1631236, ' Down': -3.8704758, ' down': -5.4045577, ' UP': -5.978143}
{' down': -0.12473562, ' Down': -2.4100978, 'down': -3.840531, 'Down': -5.287345, ' ': -7.509272}
{' Up': -0.5991127, ' up': -0.82461673, 'Up': -5.239543, 'up': -5.472478, ' UP': -6.639867}
{' down': -0.13490783, ' Down': -2.5492315, 'down': -3.9589412, ' up': -4.070176, 'Down': -5.6133337}
{' up': -0.4214446, ' Up': -1.2069784, ' down': -3.671557, 'up': -5.118228, 'Up': -5.3274198}
{' Up': -0.3813942, ' Down': -1.4427155, ' down': -2.9659984, ' up': -3.540234, ' UP': -9.493078}
{' Down': -0.15026309, ' down': -1.9794028, ' Up': -7.1003838, 'Down': -8.149271, 'down': -8.659172}
{' Up': -0.09261638, ' up': -2.452491, ' Down': -6.3491316, ' down': -7.6878114, ' UP': -9.30773}
{' Down': -0.40947172, ' down': -1.0919458, 'down': -8.332342, 'Down': -8.66766, ' DOWN': -10.827007}
{' Down': -0.054911762, ' down': -2.9851484, 'Down': -6.591598, ' Up': -6.9350095, 'down': -7.6506395}
{' Down': -0.036212873, ' down': -3.9950428, ' Up': -4.1246967, 'Down': -7.29809, 'down': -8.701124}
{' Up': -0.029940834, ' Down': -4.1148005, ' up': -4.4238386, ' down': -7.124999, 'Up': -8.478044}
{' Down': -0.052902795, ' down': -2.9855196, 'Down': -7.3784084, 'down': -7.904244, ' DOWN': -11.151432}
{' Down': -0.054295678, ' down': -2.9960048, 'Down': -6.248128, 'down': -7.1309423, ' DOWN': -9.279075}
{' Down': -0.04498603, ' down': -3.7337275, ' Up': -4.02826, 'Down': -6.5074453, 'down': -7.560534}
{' Up': -0.15749781, ' Down': -1.9962772, ' up': -5.2951565, ' down': -5.509114, 'Up': -8.275244}
{' Down': -0.03432269, ' down': -3.4304292, 'Down': -7.0803447, 'down': -7.6739764, ' DOWN': -10.453612}
{' Down': -0.42247456, ' down': -1.3097445, ' Up': -2.7221172, ' up': -5.0236726, 'Down': -6.605662}
{' Down': -0.12920643, ' down': -2.2150543, ' Up': -4.5274816, 'Down': -7.512658, ' up': -7.8659406}
{' Up': -0.07651088, ' up': -2.6371284, ' Down': -6.6580763, ' down': -7.6964307, ' UP': -8.765233}
{' Down': -0.32199377, ' down': -1.2937459, 'Down': -7.501717, 'down': -7.6750245, ' DOWN': -10.36704}
{' Down': -0.115331344, ' down': -2.2764528, 'Down': -5.437238, 'down': -6.4839544, ' DOWN': -8.388661}
{' Down': -0.08957267, ' Up': -3.1878178, ' down': -3.2292342, 'Down': -5.768617, 'down': -7.049467}
{' Up': -0.14113842, ' Down': -2.0737767, ' up': -5.998274, ' down': -6.0691376, 'Up': -7.908781}
{' Down': -0.029746655, ' down': -3.5963895, 'Down': -6.601566, 'down': -7.6845603, ' DOWN': -10.144547}
{' Down': -0.03415837, ' down': -3.9808, ' Up': -4.244276, 'Down': -8.05057, 'down': -9.064806}
{' Down': -0.010529769, ' down': -4.8533735, ' Up': -6.098647, 'Down': -8.056085, 'down': -9.428473}
{' Up': -0.0060321274, ' Down': -5.7913084, ' up': -5.874108, 'Up': -9.640307, ' UP': -10.269082}
{' Down': -0.018239694, ' down': -4.0340095, 'Down': -8.319428, 'down': -9.185678, ' "': -11.2804165}
{' Down': -0.113283485, ' down': -2.291306, 'Down': -5.4720078, 'down': -6.592533, ' Up': -8.208708}
{' Up': -0.6147054, ' Down': -0.872474, ' down': -3.5481598, ' up': -4.8165426, 'Down': -6.0181036}
{' Up': -0.0992744, ' Down': -3.1221533, ' up': -3.2091146, ' down': -4.910731, 'Up': -6.406189}
{' Down': -0.40794337, ' down': -1.1141372, 'down': -5.682775, 'Down': -5.7168818, ' DOWN': -9.980905}
{' Down': -0.0678135, ' down': -2.791877, ' Up': -5.5353045, 'Down': -8.434131, 'down': -9.860311}
{' Down': -0.113626264, ' down': -2.7318532, ' Up': -3.2062395, ' up': -6.8193297, 'Down': -7.499002}
{' Down': -0.28935686, ' Up': -1.584996, ' down': -3.1581178, ' up': -5.633047, 'Down': -8.741987}
{' Down': -0.114758246, ' down': -2.2247741, 'Down': -8.581587, ' Up': -9.571162, 'down': -9.694148}
{' Down': -0.09177702, ' Up': -3.0773077, ' down': -3.2045414, 'Down': -7.4775515, ' up': -8.0533}
{' Down': -0.35660562, ' Up': -1.2671453, ' down': -4.1474075, ' up': -6.272854, 'Down': -7.6498356}
{' Up': -0.21046579, ' Down': -1.7470297, ' up': -4.8036265, ' down': -4.961391, 'Down': -9.045581}
{' Down': -0.06623358, ' down': -2.764512, 'Down': -7.430718, ' Up': -8.103243, 'down': -8.707927}
{' Down': -0.13441083, ' down': -2.1749058, ' Up': -4.5106654, 'Down': -7.2856307, 'down': -8.347311}
{' Up': -0.16349122, ' Down': -1.9522485, ' up': -5.421029, ' down': -5.497052, 'Up': -8.774592}
{' Up': -0.06601191, ' Down': -2.9349654, ' up': -4.808718, ' down': -6.0519757, 'Up': -9.066469}
{' Down': -0.099958755, ' down': -2.3663275, 'Down': -7.192139, ' Up': -8.231979, 'down': -8.313705}
{' Down': -0.43824315, ' down': -1.0593617, ' Up': -4.9634776, ' up': -7.598258, 'Down': -7.718198}
{' Down': -0.26717806, ' down': -1.7107738, ' Up': -2.9935133, ' up': -5.804152, 'Down': -7.7399793}
{' Up': -0.70799726, ' Down': -1.5053034, ' down': -1.7634802, ' up': -2.175643, 'Down': -8.688079}
{' down': -0.56604856, ' Down': -0.8406114, 'Down': -8.082614, 'down': -8.217452, ' Up': -8.757247}
{' Down': -0.130495, ' down': -2.2286165, ' Up': -4.3680987, 'Down': -6.585527, 'down': -7.957177}
{' Up': -0.4492273, ' Down': -1.060647, ' down': -4.5096045, ' up': -5.5668993, 'Down': -7.68279}
{' Up': -0.21929982, ' Down': -1.7394681, ' down': -4.539709, ' up': -4.604214, 'Down': -8.328793}
{' Down': -0.16173904, ' down': -1.9124943, 'Down': -6.7151594, 'down': -8.099221, ' Up': -9.651353}
{' Down': -0.030949414, ' down': -3.8646533, ' Up': -4.688998, 'Down': -8.477339, 'down': -9.92676}
{' Down': -0.10460204, ' Up': -2.3968518, ' down': -4.8490644, ' up': -8.303147, 'Down': -8.602357}
{' Down': -0.13650884, ' Up': -2.208702, ' down': -4.088285, ' up': -7.208774, 'Down': -8.6356125}
{' Down': -0.041785117, ' down': -3.2139268, ' Up': -7.7778707, 'Down': -8.494017, 'down': -9.387764}
{' Down': -0.8521882, ' down': -1.0784723, ' Up': -1.671343, ' up': -3.1986866, 'Down': -5.8632646}
{' Down': -0.5982272, ' down': -1.2397888, ' Up': -2.0538182, ' up': -3.5609217, 'Down': -5.881724}
{' Up': -0.95559037, ' Down': -1.4045707, ' down': -1.590604, ' up': -1.8180077, 'Down': -6.394801}
{' down': -0.6760476, ' Down': -0.77784467, ' Up': -3.8892033, ' up': -5.11637, 'Down': -5.7266603}
{' Down': -0.10597842, ' Up': -2.7608263, ' down': -3.322331, ' up': -7.206543, 'Down': -7.807949}
{' Down': -0.048131965, ' down': -3.0645332, 'Down': -8.289002, 'down': -9.988709, ' DOWN': -10.9204645}
{' Down': -0.40349784, ' down': -1.104313, 'Down': -8.017129, 'down': -8.66925, ' Up': -10.120208}
{' Down': -0.06887184, ' down': -2.7212708, ' Up': -7.9291105, 'Down': -8.131843, 'down': -9.608762}
{' Down': -0.13518414, ' Up': -2.1666133, ' down': -4.547301, 'Down': -7.3501825, ' up': -7.579802}
{' Down': -0.029575909, ' down': -3.560242, 'Down': -7.4202576, 'down': -9.2772255, ' DOWN': -11.053122}
{' Down': -0.073423386, ' down': -2.6628797, 'Down': -7.274029, 'down': -8.547806, ' Up': -9.0369835}
{' Down': -0.042086456, ' down': -3.2617803, ' Up': -6.372077, 'Down': -7.0348573, 'down': -8.404305}
{' Down': -0.22053336, ' Up': -1.9039763, ' down': -3.0890176, 'Down': -6.5855784, ' up': -6.585895}
{' Down': -0.076283194, ' down': -2.6325252, 'Down': -6.772776, 'down': -8.094084, ' DOWN': -9.335571}
{' Down': -0.24293774, ' down': -1.5436714, 'Down': -6.7224374, 'down': -7.2516713, ' DOWN': -8.989418}
{' Down': -0.053883128, ' down': -2.9883692, 'Down': -6.672381, 'down': -7.8798776, ' Up': -8.051632}
{' Down': -0.21180569, ' Up': -2.3521867, ' down': -2.3842683, ' up': -5.935591, 'Down': -7.2988415}
{' Down': -0.1816804, ' down': -1.7991233, 'Down': -7.5604205, 'down': -9.022941, ' DOWN': -10.133222}
{' down': -0.6065605, ' Down': -0.7899274, 'Down': -7.688739, 'down': -8.030543, ' DOWN': -9.761734}
{' Down': -0.29256693, ' down': -1.4078032, ' Up': -4.982249, ' up': -7.0126324, 'Down': -7.1832995}
{' Down': -0.0920008, ' down': -2.8077998, ' Up': -3.7859073, 'Down': -5.6208854, 'down': -7.2207327}
{' Down': -0.11332614, ' down': -2.250558, 'Down': -6.6169024, 'down': -8.014081, ' DOWN': -8.984651}
