{' Yes': -0.0061298776, 'Yes': -5.340942, ' Generally': -7.020786, ' yes': -8.552528, ' An': -10.049665}
{' Yes': -0.038253527, 'Yes': -4.2540584, ' Generally': -4.3158584, ' B': -5.267209, ' yes': -6.6446195}
{' Yes': -0.039807674, 'Yes': -3.8374074, ' B': -4.680333, ' Generally': -5.6389494, ' yes': -5.973838}
{' Yes': -0.0034912573, 'Yes': -6.0254374, ' yes': -7.3511205, ' ': -8.439004, '\n': -9.168934}
{' No': -0.09603933, ' Yes': -2.5724893, 'No': -4.6232896, ' Generally': -6.7250156, ' ': -6.765906}
{' Yes': -0.0041968874, 'Yes': -5.9125214, ' yes': -7.4714947, ' Generally': -8.022625, '\n': -8.348322}
{' Yes': -0.008008597, 'Yes': -5.4185615, ' Generally': -7.109943, ' B': -7.1273437, ' yes': -7.1491556}
{' Yes': -0.031950254, 'Yes': -4.102295, ' No': -5.2276616, ' Generally': -5.966615, '\n': -6.5146656}
{' No': -0.055951916, 'No': -3.017185, '\n': -6.438524, ' It': -6.6488237, ' ': -6.911191}
{' Yes': -0.0181986, 'Yes': -4.604176, ' Generally': -5.935778, ' B': -5.97667, ' yes': -6.780377}
{' Yes': -0.021429865, 'Yes': -4.2474966, ' B': -5.567126, ' yes': -6.798802, ' Generally': -7.0781713}
{' Yes': -0.088886335, '\n': -3.35297, 'Yes': -3.393835, ' ': -4.9765396, ' No': -5.680277}
{' No': -0.14955299, 'No': -2.2883105, '\n': -3.5693564, ' ': -5.316705, ' A': -5.6344695}
{' Yes': -0.09208204, '\n': -3.181283, 'Yes': -3.541663, ' ': -4.7853937, ' B': -5.352807}
{' Yes': -0.098242074, '\n': -3.3183174, 'Yes': -3.36899, ' B': -4.3375607, ' ': -4.9725304}
{' Yes': -0.0036043122, 'Yes': -5.8982043, ' yes': -7.527632, ' ': -8.630073, ' YES': -10.189502}
{' No': -0.07057117, ' Yes': -2.9047139, 'No': -4.5939302, ' A': -6.7933326, ' ': -7.338614}
{' Yes': -0.0046319547, 'Yes': -5.865601, ' B': -7.4125543, ' yes': -7.820876, ' No': -7.955405}
{' Yes': -0.0048597716, 'Yes': -5.6861105, ' B': -7.384546, ' yes': -7.504007, ' ': -9.040294}
{' No': -0.6685412, ' Yes': -1.5493357, 'No': -1.6545604, 'Yes': -3.3896239, '\n': -3.7623339}
{' No': -0.27781898, 'No': -1.4918846, '\n': -4.6505475, ' ': -5.194088, ' A': -6.5335245}
{' Yes': -0.16184561, 'Yes': -2.4284816, '\n': -4.22375, ' No': -4.2869277, ' B': -4.428464}
{' Yes': -1.0500209, ' No': -1.1968925, 'No': -2.0065258, ' B': -2.2324321, 'Yes': -2.9366364}
{' Yes': -0.023483774, 'Yes': -4.5726476, ' yes': -4.664574, ' ': -6.5808744, '\n': -7.5780945}
{' Yes': -0.50105363, ' No': -1.1317298, ' A': -3.9938037, 'No': -4.113358, 'Yes': -4.66874}
{' Yes': -0.028440468, 'Yes': -4.2959614, ' yes': -4.799724, ' YES': -5.937447, ' Generally': -6.850047}
{' Yes': -0.03532232, 'Yes': -4.165003, ' yes': -4.376379, ' B': -5.867145, ' ': -6.5958343}
{' Yes': -0.062694386, 'Yes': -3.2677705, ' yes': -4.3859596, ' Generally': -5.33468, ' A': -6.440742}
{' No': -0.5265356, ' Yes': -1.4678292, 'No': -2.3456502, ' A': -3.905377, ' It': -3.9914174}
{' Yes': -0.108740814, 'Yes': -3.111628, ' yes': -3.6425543, ' Generally': -4.512165, ' B': -4.6386805}
{' Yes': -0.12421423, 'Yes': -3.1786137, ' B': -3.4040985, ' yes': -3.750531, ' Generally': -5.281973}
{' Yes': -0.04616789, 'Yes': -3.2633555, ' yes': -5.258023, ' No': -7.293138, ' Generally': -7.9562187}
{' No': -0.19328529, 'No': -1.7952961, ' Yes': -5.030342, ' BAT': -7.3287983, ' It': -7.402476}
{' Yes': -0.05215976, 'Yes': -3.2646592, ' Generally': -5.0958223, ' No': -6.1683936, ' B': -6.81034}
{' Yes': -0.084627554, 'Yes': -2.9056535, ' No': -4.6975064, ' B': -5.1356645, ' Generally': -5.2022824}
{' Yes': -0.04621845, 'Yes': -3.3242717, ' No': -5.1763396, ' yes': -6.4791007, 'No': -7.0239635}
{' No': -0.24124235, 'No': -1.5761993, ' Yes': -5.701857, ' It': -7.13419, ' ': -7.261532}
{' Yes': -0.070409425, 'Yes': -2.8164954, ' No': -6.088605, ' Generally': -6.534788, ' yes': -6.5585732}
{' Yes': -0.08843283, 'Yes': -2.7020211, ' B': -5.178723, ' No': -5.3997636, ' Generally': -6.052521}
{' Yes': -0.013681205, 'Yes': -4.5371685, ' No': -6.7355623, ' yes': -6.8658347, ' Generally': -8.146047}
{' No': -0.06694452, 'No': -3.31205, ' Yes': -3.6388495, 'Yes': -7.507301, ' ': -8.025844}
{' Yes': -0.030084373, 'Yes': -3.9594073, ' Generally': -5.2476063, ' No': -6.2273417, ' B': -6.745143}
{' Yes': -0.023919675, 'Yes': -4.089914, ' B': -5.968897, ' Generally': -6.081884, ' yes': -7.145139}
{' Yes': -0.6413485, ' No': -1.6370798, 'No': -1.810765, 'Yes': -2.5668912, ' Generally': -3.8474164}
{' No': -0.57666016, 'No': -0.8513679, ' BAT': -5.139667, ' ': -6.487267, ' Generally': -6.7647247}
{' Yes': -0.22553167, 'Yes': -2.0367727, ' B': -4.0004225, ' Generally': -4.293928, ' No': -4.3538795}
{'No': -0.7033042, ' No': -0.8689326, ' B': -2.792444, ' Yes': -5.1931515, ' Generally': -5.357217}
{' Yes': -0.065634534, 'Yes': -3.6726673, ' No': -3.7208085, ' yes': -4.8114095, 'No': -5.7637677}
{' No': -0.1288679, 'No': -2.138788, ' BAT': -6.313232, ' ': -7.882028, ' Generally': -8.56674}
{' Yes': -0.06973208, 'Yes': -3.2532058, ' Generally': -4.475646, ' B': -4.7086687, ' yes': -5.407638}
{' Yes': -0.09663875, 'Yes': -2.8556147, ' B': -4.0051126, ' yes': -4.8461046, ' Generally': -5.225919}
{' Yes': -0.036131665, ' yes': -3.483382, 'Yes': -5.789, ' ': -6.9155006, ' YES': -8.130121}
{' Yes': -0.038291495, ' yes': -3.6599803, 'Yes': -4.9815516, ' No': -6.228278, ' ': -6.2609606}
{' Yes': -0.034699727, ' yes': -3.5170565, 'Yes': -5.70024, ' YES': -7.929803, ' ': -8.053821}
{' Yes': -0.066874355, ' yes': -2.884089, 'Yes': -5.002072, ' ': -7.215987, '\n': -7.5843825}
{' Yes': -0.03503103, 'Yes': -4.01174, ' yes': -4.310551, ' ': -7.0191727, '\n': -7.2668014}
{' No': -0.3710146, ' Yes': -1.5630561, 'No': -2.7893553, ' It': -4.711285, 'Yes': -5.2555857}
{' Yes': -0.03507684, 'Yes': -3.948687, ' yes': -4.428826, ' Generally': -7.0707607, '\n': -7.22975}
{' Yes': -0.0411719, 'Yes': -3.70022, ' yes': -4.3388705, '\n': -7.1837916, ' ': -7.487045}
{' Yes': -0.092244454, 'Yes': -2.9399655, '\n': -3.9452546, ' yes': -4.511937, ' ': -5.9074006}
{' No': -0.25492972, 'No': -1.8386376, '\n': -3.1569223, ' A': -4.856555, ' Yes': -5.033674}
{' Yes': -0.07933499, 'Yes': -3.1743264, '\n': -3.9669652, ' yes': -4.5693216, ' ': -6.2236543}
{' Yes': -0.14525317, 'Yes': -2.6597242, '\n': -3.2763073, ' yes': -3.9433827, ' ': -5.5796995}
{' Yes': -0.012060445, 'Yes': -4.9499702, ' yes': -5.4729404, ' ': -8.217361, '\n': -8.84746}
{' Yes': -0.1292984, ' No': -2.295417, 'Yes': -4.564023, 'No': -5.6913157, ' yes': -5.8389115}
{' Yes': -0.012885048, 'Yes': -4.7787066, ' yes': -5.6466494, ' Generally': -8.18422, ' ': -8.986897}
{' Yes': -0.01706872, 'Yes': -4.4278445, ' yes': -5.4865093, ' B': -8.565063, ' Generally': -8.652386}
{' Yes': -0.74987876, ' No': -1.225892, 'No': -2.390416, 'Yes': -2.7079456, '\n': -3.181118}
{' No': -0.3520017, 'No': -1.3302312, '\n': -3.79427, ' ': -5.1884236, ' no': -5.9619465}
{' Yes': -0.17962383, 'Yes': -2.2867901, ' yes': -3.512933, '\n': -4.534974, ' YES': -4.9352074}
{' Yes': -0.7652223, ' No': -1.3244264, 'No': -2.1471956, 'Yes': -2.722204, '\n': -3.1723}
{' Yes': -0.12514801, ' yes': -2.3257115, 'Yes': -4.2625666, ' ': -6.63965, ' YES': -6.7028756}
{' Yes': -0.12006966, ' yes': -2.4050963, 'Yes': -4.318262, '\n': -5.906547, ' ': -5.9517374}
{' Yes': -0.13029651, ' yes': -2.2917364, 'Yes': -4.3327575, ' YES': -5.744153, 'yes': -6.4345264}
{' Yes': -0.22215398, ' yes': -1.7912593, 'Yes': -3.83364, '\n': -5.4386773, 'yes': -5.8016624}
{' Yes': -0.008013585, 'Yes': -5.5485916, '\n': -6.4145207, ' yes': -6.6989956, ' ': -7.092575}
{' Yes': -0.12722373, ' No': -2.2214391, 'Yes': -6.0076613, '\n': -6.0772014, ' ': -6.2483706}
{' Yes': -0.016358262, '\n': -4.8252797, 'Yes': -5.7264752, ' Generally': -6.2821093, ' ': -6.389132}
{' Yes': -0.007944732, 'Yes': -5.5142694, ' yes': -6.564743, '\n': -6.943558, ' ': -7.418156}
{' Yes': -0.03928642, 'Yes': -3.8850791, '\n': -4.894736, ' ': -5.623902, ' Generally': -6.0464444}
{' No': -0.20171495, ' Yes': -2.3702312, 'No': -2.9756293, '\n': -4.2075415, ' ': -4.9129057}
{' Yes': -0.061130136, '\n': -3.697208, 'Yes': -4.22953, ' Generally': -4.923452, ' ': -5.266706}
{' Yes': -0.036993504, 'Yes': -3.8696978, '\n': -5.123537, ' B': -5.539215, ' ': -6.1726303}
{' Yes': -0.046367094, 'Yes': -3.9170947, '\n': -4.4723945, ' ': -5.3573623, ' A': -5.4558578}
{' No': -0.13301753, 'No': -2.9588325, ' Yes': -3.6298952, '\n': -3.9391394, ' A': -4.1088095}
{' Yes': -0.045156684, 'Yes': -4.1269436, '\n': -4.2582245, ' B': -5.269785, ' ': -5.4538326}
{' Yes': -0.036248595, 'Yes': -3.8326943, ' B': -5.3307967, '\n': -5.463279, ' ': -6.068734}
{' Yes': -0.014679509, 'Yes': -5.332329, ' ': -5.760462, '\n': -5.8039417, ' No': -6.3883}
{' Yes': -0.053424783, ' No': -3.36309, '\n': -5.198879, ' ': -5.303186, 'Yes': -5.497776}
{' Yes': -0.024399804, '\n': -4.48762, 'Yes': -5.3261538, ' ': -5.5996137, ' B': -6.4263163}
{' Yes': -0.014327603, 'Yes': -4.8260226, '\n': -5.784829, ' ': -6.5155635, ' yes': -6.69272}
{' No': -0.30917367, ' Yes': -1.6975689, 'No': -2.9302044, ' ': -4.712091, '\n': -4.798826}
{' No': -0.083650194, 'No': -2.6347766, '\n': -5.4239287, ' ': -5.809856, ' A': -7.3590693}
{' Yes': -0.13596234, ' No': -2.588317, 'Yes': -3.8887815, '\n': -4.669486, ' B': -4.918565}
{' Yes': -0.10233081, ' No': -3.02943, 'Yes': -3.6364512, ' B': -4.726537, 'No': -5.528272}
{' Yes': -0.03159919, 'Yes': -4.307199, ' yes': -4.798443, ' ': -5.6774945, '\n': -5.6815934}
{' Yes': -0.026211686, 'Yes': -4.6174016, ' yes': -5.1816854, '\n': -5.7401204, ' ': -5.8504586}
{' Yes': -0.022407042, 'Yes': -4.622539, ' yes': -5.1489787, '\n': -6.19665, ' ': -6.214806}
{' Yes': -0.03063089, 'Yes': -4.2989945, ' yes': -4.3222456, ' ': -6.811831, '\n': -7.0226088}
{' No': -0.272812, ' It': -2.3825111, ' Generally': -2.453123, ' Yes': -4.4130898, 'No': -4.4340153}
{' No': -0.07850779, 'No': -3.722623, ' Generally': -3.8769753, ' It': -4.0274844, ' That': -5.48507}
{' No': -0.87909216, ' It': -1.6686906, ' Generally': -1.6827077, ' B': -2.6054354, ' That': -3.2884223}
{' No': -0.66754705, ' B': -2.1081598, ' It': -2.1801815, ' Generally': -2.2307794, ' Not': -3.5365846}
{' No': -0.24005917, ' Generally': -2.4984267, 'No': -3.0148315, ' It': -3.3630164, ' B': -4.646635}
{' No': -0.14322723, 'No': -2.7980046, ' It': -3.6650834, ' Generally': -3.9736316, ' That': -4.219868}
{' No': -0.39282075, 'No': -2.3636172, ' B': -2.5803075, ' Generally': -2.7279153, ' It': -3.0640526}
{' No': -0.40103996, ' B': -1.6827744, 'No': -2.9718902, ' It': -3.3620844, ' Generally': -3.9172275}
{' No': -0.17761369, 'No': -2.3639328, ' It': -3.6449711, ' Generally': -4.2815127, ' Yes': -5.1007285}
{' No': -0.158298, 'No': -2.3476288, ' It': -4.056518, ' That': -4.4901423, ' Generally': -5.073436}
{' No': -0.28031078, 'No': -2.2919438, ' B': -2.8292894, ' It': -3.4657564, ' Generally': -3.9340982}
{' No': -0.5227764, ' B': -1.6491325, 'No': -2.5418518, ' It': -2.8697803, ' That': -3.4774485}
{' No': -0.11175431, ' Generally': -3.2886455, 'No': -3.7612216, ' On': -4.4576044, ' B': -4.5113206}
{' No': -0.037519194, 'No': -3.5978732, ' Generally': -5.799198, ' It': -6.1683702, ' A': -6.5921035}
{' No': -0.37537664, ' B': -2.086436, ' Generally': -2.555831, 'No': -3.3662326, ' It': -3.5376785}
{' No': -0.25623223, ' B': -2.190238, 'No': -3.1810198, ' It': -3.5626743, ' Generally': -4.294459}
{' No': -0.14355157, 'No': -2.2718856, '\n': -4.720036, ' Generally': -5.034572, ' It': -5.37816}
{' No': -0.13679391, 'No': -2.212218, '\n': -5.4824376, ' Generally': -5.699225, ' ': -6.04637}
{' No': -0.30321774, 'No': -2.046977, ' It': -3.4799125, ' B': -3.8463438, ' Generally': -4.0492196}
{' No': -0.2876496, 'No': -1.6929841, ' B': -3.3134174, '\n': -4.4234867, ' ': -5.172781}
{' No': -0.15276194, 'No': -2.8630393, ' Generally': -3.0578942, ' A': -4.890002, ' B': -4.9273667}
{' No': -0.26925912, 'No': -2.5482755, ' Generally': -2.7257278, ' Yes': -3.5371156, ' A': -4.2486005}
{' No': -0.35177892, 'No': -2.4641294, ' B': -2.5910273, ' Generally': -2.7661924, ' It': -3.7994924}
{' No': -0.58464885, ' B': -1.344031, 'No': -2.6491668, ' Generally': -3.5765653, ' It': -3.7740023}
{' No': -0.009541668, 'No': -4.811244, ' ': -7.6756506, ' Generally': -8.320676, '\n': -8.344541}
{' No': -0.008678875, 'No': -5.131485, ' ': -7.121172, '\n': -7.596081, ' It': -7.7886505}
{' No': -0.025337579, 'No': -4.406822, ' Generally': -5.561312, ' B': -5.630556, '\n': -6.4146085}
{' No': -0.053548276, ' B': -4.080407, 'No': -4.1852775, ' It': -4.7132006, ' Generally': -6.010845}
{' No': -0.0903548, 'No': -2.566118, '\n': -5.9540358, ' ': -6.2424865, ' A': -6.4436035}
{' No': -0.06364263, 'No': -2.878643, '\n': -6.6007824, ' ': -6.7273617, ' A': -6.975015}
{' No': -0.1270223, 'No': -2.618708, ' B': -4.0466237, ' Generally': -4.60307, ' It': -4.6795716}
{' No': -0.17332555, 'No': -2.4873383, ' B': -2.8741198, ' It': -5.01439, ' Generally': -5.6120863}
{' No': -0.17948881, 'No': -2.195415, '\n': -3.1315835, ' ': -5.1337237, ' A': -6.0530295}
{' No': -0.18660837, 'No': -2.2210722, '\n': -2.9955282, ' ': -4.988311, ' A': -5.580165}
{' No': -0.29404393, 'No': -2.1669116, '\n': -2.2318623, ' ': -4.1485453, ' B': -4.605558}
{' No': -0.37835768, '\n': -2.0906074, 'No': -2.1045787, ' B': -3.1333168, ' ': -4.1405244}
{' No': -0.018877206, 'No': -4.034241, ' ': -7.765646, ' A': -8.219231, ' It': -9.300821}
{' No': -0.012812295, 'No': -4.4458184, ' ': -7.997859, ' It': -8.312261, ' A': -8.68827}
{' No': -0.037866235, 'No': -3.6703944, ' B': -5.318929, ' It': -5.7361293, ' Generally': -6.550285}
{' No': -0.04791912, 'No': -3.637591, ' B': -4.4097924, ' It': -5.23865, ' That': -6.510008}
{' No': -0.35051516, 'No': -1.3101041, '\n': -4.2175803, ' ': -5.003362, ' A': -6.303922}
{' No': -0.26819682, 'No': -1.5319983, '\n': -4.5189977, ' ': -5.1326485, ' A': -6.73266}
{' No': -0.38953692, 'No': -1.2702895, '\n': -3.8597689, ' ': -4.818326, ' B': -4.9921484}
{' No': -0.4405102, 'No': -1.1563764, ' B': -3.9073243, '\n': -4.444098, ' ': -4.9687333}
{' No': -0.06947468, 'No': -3.0808976, ' A': -4.8970737, ' ': -5.6945143, ' Generally': -5.846861}
{' No': -0.06963283, 'No': -3.321126, ' A': -4.36143, ' It': -5.4212284, ' ': -5.611306}
{' No': -0.23559363, 'No': -2.6296785, ' B': -2.993265, ' Generally': -3.731277, ' It': -3.8104055}
{' No': -0.38681325, ' B': -1.625041, 'No': -2.8400009, ' It': -4.069257, ' Yes': -4.3767595}
{' No': -0.18203665, 'No': -1.9747441, ' A': -4.9077926, ' Generally': -5.0757494, ' It': -5.6559114}
{' No': -0.24076624, 'No': -2.0481107, ' It': -3.54804, ' A': -4.065249, ' Generally': -4.637174}
{' No': -0.4530754, 'No': -1.8875656, ' B': -2.8012006, ' It': -2.827299, ' Generally': -3.9293382}
{' No': -0.50822186, ' B': -2.0845826, 'No': -2.2491677, ' It': -2.6557572, ' That': -3.7432892}
{' No': -0.23445155, 'No': -1.5757906, ' Generally': -7.2995615, ' no': -8.049652, ' ': -8.276965}
{' No': -0.18718739, 'No': -1.776064, ' ': -7.971334, ' BAT': -7.9995627, ' It': -8.367994}
{' No': -0.40242478, 'No': -1.6182641, ' It': -3.3010304, ' Generally': -3.3097541, ' B': -3.8675356}
{' No': -0.3968251, 'No': -1.1977646, ' B': -4.4096003, ' It': -5.1996775, ' Generally': -5.8877172}
{' No': -0.20984088, 'No': -1.6718388, ' ': -7.8070374, '\n': -8.395592, ' no': -8.787439}
{' No': -0.2783732, 'No': -1.429235, ' It': -7.150789, ' ': -7.4719863, ' BAT': -7.6398077}
{' No': -0.3844419, 'No': -1.2454476, ' B': -4.769398, ' It': -4.8808265, ' Generally': -5.696256}
{' No': -0.42306152, 'No': -1.2233223, ' B': -3.4480116, ' It': -4.9450607, ' Generally': -6.161876}
{' No': -0.03601828, 'No': -3.4088018, ' Generally': -6.9461913, ' A': -8.039137, ' ': -8.20057}
{' No': -0.045609884, 'No': -3.1268878, ' ': -8.469765, ' That': -8.990994, ' It': -9.174617}
{' No': -0.1600976, 'No': -2.238722, ' B': -4.173968, ' Generally': -4.3404317, ' It': -5.5662737}
{' No': -0.15172234, 'No': -2.412718, ' B': -3.4099731, ' It': -4.7897778, ' Generally': -5.6558127}
{'No': -0.630424, ' No': -0.77456427, '\n': -6.47899, ' Generally': -6.501645, ' It': -7.038013}
{' No': -0.6530198, 'No': -0.7596674, ' BAT': -5.1724534, ' Generally': -6.4397354, ' ': -6.7088103}
{'No': -0.6915559, ' No': -0.7974462, ' B': -4.3361135, ' Generally': -4.6838293, ' It': -4.7455454}
{'No': -0.59039193, ' No': -0.85148686, ' B': -4.2498636, '\n': -6.476129, ' ': -6.964522}
{' No': -0.16894785, 'No': -1.9370123, ' A': -6.0939302, '\n': -6.17841, ' Bat': -6.647839}
{' No': -0.15876937, 'No': -2.0235972, ' BAT': -4.7146792, ' A': -6.3154583, '\n': -6.8713174}
{' No': -0.5078297, 'No': -1.8090954, ' B': -2.3674774, ' It': -3.2481306, ' Generally': -3.4175947}
{' No': -0.47429004, 'No': -1.6075164, ' B': -2.3585007, ' Yes': -3.8076239, ' It': -4.0954638}
{' No': -0.013198158, 'No': -4.8242598, ' ': -6.2163014, ' no': -6.231269, '\n': -7.842959}
{' No': -0.026039151, 'No': -4.3301635, ' It': -5.391018, ' ': -5.5375686, ' no': -6.536851}
{' No': -0.025398532, 'No': -4.182871, ' It': -5.697254, ' B': -6.4540696, ' ': -6.498314}
{' No': -0.06127062, 'No': -3.6865814, ' B': -4.3850794, ' It': -4.391896, ' ': -5.8201795}
{' No': -0.15763667, 'No': -2.0151823, ' It': -5.9491444, '\n': -6.0637527, ' ': -6.1705623}
{' No': -0.13359678, 'No': -2.1775343, ' ': -5.760357, '\n': -5.7913094, ' It': -6.1769943}
{' No': -0.26561576, 'No': -1.9178642, ' It': -3.1199477, ' Generally': -4.494932, '\n': -4.645572}
{' No': -0.22217035, 'No': -2.0187805, ' It': -3.5695345, ' B': -4.146378, '\n': -5.1966953}
{' No': -0.2436296, 'No': -1.6620523, '\n': -3.8738232, ' ': -5.849825, ' A': -6.760135}
{' No': -0.27799952, 'No': -1.7005439, '\n': -3.058441, ' ': -4.8434157, ' A': -5.8728476}
{' No': -0.39948395, 'No': -1.5637524, '\n': -2.4586537, ' B': -4.3499427, ' ': -4.4573812}
{' No': -0.69721365, 'No': -1.4983916, '\n': -1.7411932, ' B': -2.8795943, ' It': -3.9664283}
{' No': -0.038823627, 'No': -3.327272, ' ': -7.2991576, ' no': -7.6141853, '\n': -7.900318}
{' No': -0.04139074, 'No': -3.2562838, ' ': -7.087722, ' It': -8.071487, '\n': -8.185817}
{' No': -0.10749951, 'No': -2.4599433, ' It': -5.0099287, ' B': -5.82537, ' Generally': -6.206132}
{' No': -0.1681247, 'No': -2.6152012, ' It': -3.239122, ' B': -3.7745943, ' That': -4.61219}
{' No': -0.43168995, 'No': -1.1759641, '\n': -3.5498962, ' ': -5.1434507, ' no': -5.5779796}
{' No': -0.3719959, 'No': -1.3288897, '\n': -3.340507, ' ': -5.100731, ' no': -6.0127034}
{' No': -0.3916953, 'No': -1.2204632, '\n': -4.0364075, ' ': -5.471239, ' no': -5.9943724}
{' No': -0.49057662, 'No': -1.0369937, '\n': -3.8404624, ' ': -5.3568463, ' B': -5.8019967}
{' No': -0.14536174, 'No': -2.6128204, ' no': -3.966046, ' It': -4.079581, ' ': -5.2979474}
{' No': -0.39043415, ' It': -2.6026685, ' Yes': -2.7275734, 'No': -3.0873535, ' A': -3.1836543}
{' No': -0.31420824, 'No': -2.1918423, ' It': -2.8666794, '\n': -3.7292013, ' no': -4.118583}
{' No': -0.5719171, ' B': -1.9499173, ' It': -2.2769532, 'No': -2.6916862, ' That': -3.447243}
{' No': -0.024324741, 'No': -4.324442, '\n': -5.341215, ' ': -5.9735637, ' Generally': -6.765553}
{' No': -0.028731734, 'No': -4.4981666, ' It': -5.3130636, ' Generally': -5.8062253, '\n': -6.145123}
{' No': -0.09115738, '\n': -3.5614884, 'No': -4.1160517, ' B': -4.376638, ' Generally': -4.5957994}
{' No': -0.053703863, 'No': -3.9991152, ' B': -4.3348527, ' It': -4.7297115, '\n': -5.5922}
{' No': -0.12386411, 'No': -2.3511474, '\n': -4.470853, ' ': -5.2685175, ' Generally': -6.3789725}
{' No': -0.092548706, 'No': -2.6896327, '\n': -4.5313115, ' ': -5.497814, ' Generally': -6.206936}
{' No': -0.19220802, 'No': -2.6013305, '\n': -2.6422467, ' ': -4.3918614, ' Generally': -5.024199}
{' No': -0.15682349, 'No': -2.4261906, '\n': -3.8325262, ' B': -4.125993, ' It': -4.8923674}
{' No': -0.113917656, 'No': -2.5465367, '\n': -3.9516249, ' ': -5.2160273, ' A': -5.790059}
{' No': -0.11200523, 'No': -2.8052938, '\n': -3.6156158, ' ': -4.9174023, ' A': -5.0557075}
{' No': -0.16806139, 'No': -2.6851606, '\n': -2.9013355, ' ': -4.378482, ' B': -4.739339}
{' No': -0.20824985, 'No': -2.7455728, ' B': -2.942516, '\n': -3.450893, ' It': -4.024795}
{' No': -0.041743416, 'No': -3.431613, ' ': -5.519822, '\n': -5.7554326, ' A': -7.2634225}
{' No': -0.02568378, 'No': -4.10889, ' ': -5.7731504, '\n': -6.259631, ' A': -6.5311594}
{' No': -0.07568569, 'No': -3.1784573, '\n': -4.143929, ' ': -4.9861813, ' B': -5.3452454}
{' No': -0.06878832, 'No': -3.0457873, ' B': -4.820129, '\n': -5.5710883, ' ': -5.859125}
{' No': -0.07767489, 'No': -2.740461, ' ': -5.32238, '\n': -5.549907, ' A': -7.0034204}
{' No': -0.07105605, 'No': -2.796247, '\n': -5.5980577, ' ': -5.8098307, ' A': -7.5286317}
{' No': -0.088419944, 'No': -2.7083747, '\n': -4.9289765, ' ': -4.9626665, ' B': -6.372524}
{' No': -0.09256335, 'No': -2.6437392, '\n': -5.0750613, ' ': -5.317749, ' B': -5.321401}
{' No': -0.06111892, 'No': -3.2081027, ' ': -5.3062005, ' A': -5.502108, '\n': -5.6047506}
{' No': -0.38004503, ' Yes': -1.9386178, ' A': -3.0692253, 'No': -3.5591764, ' It': -3.5945122}
{' No': -0.11940632, 'No': -2.895743, ' B': -4.1861806, ' ': -4.5634027, '\n': -4.656966}
{' No': -0.25364342, ' B': -2.1691172, 'No': -3.0117383, ' It': -4.0801444, '\n': -4.659939}
{' Yes': -0.035888027, ' No': -3.8838131, ' Generally': -4.905771, 'Yes': -5.503051, ' A': -6.8943815}
{' Yes': -0.08888965, ' No': -2.8300602, ' Generally': -4.581363, 'Yes': -5.0853953, ' It': -6.037557}
{' Yes': -0.7590807, ' No': -0.8472097, ' Generally': -2.9087045, ' Pigs': -4.1379166, 'No': -4.742355}
{' Yes': -0.707718, ' No': -1.4217684, ' It': -2.4669838, ' Generally': -2.6490593, ' Pigs': -3.2700043}
{' No': -0.56459564, ' Yes': -1.0232462, 'No': -3.038589, ' Generally': -4.7773547, 'Yes': -4.8726683}
{' Yes': -0.53591025, ' No': -1.0713869, ' Generally': -3.7401567, 'No': -3.8723667, ' A': -4.5925508}
{' No': -0.29197523, ' Yes': -1.8938048, 'No': -2.851757, ' Generally': -4.0106544, ' Pigs': -4.0929737}
