{'\n': -11.393823, ' ': -10.280131, ' Yes': -0.004631475, ' yes': -10.561475, 'Yes': -5.4026356}
{' No': -0.12228685, ' ': -7.353836, 'No': -2.1751547, ' Yes': -8.818886, ' no': -8.741824}
{' No': -0.12974457, '\n': -7.6882715, ' ': -6.692728, 'No': -2.130393, ' no': -8.191835}
{' False': -9.78395, ' No': -0.038424965, ' ': -7.6654577, 'No': -3.3025143, ' no': -9.164525}
{' No': -0.41945863, '\n': -6.851539, ' ': -6.936694, ' March': -8.0993805, 'No': -1.0805932}
{' No': -0.11241739, ' ': -7.5960293, 'No': -2.2540762, ' Yes': -8.738427, ' no': -8.256929}
{' No': -0.026210768, '\n': -6.941192, ' ': -5.17914, 'No': -5.0938225, ' no': -4.3772945}
{' No': -0.05370852, '\n': -6.5669436, ' ': -5.6647515, 'No': -3.096528, ' no': -6.2925963}
{' No': -0.1312203, '\n': -4.354162, ' ': -4.9053335, 'No': -2.3028166, ' no': -6.4149504}
{' No': -0.02270168, '\n': -7.21317, ' ': -6.2670116, 'No': -3.9718077, ' no': -7.180895}
{' No': -0.26137078, '\n': -3.4327743, ' ': -4.8012733, 'No': -1.7042055, ' no': -5.306535}
{' No': -0.067606084, '\n': -5.1507525, ' ': -5.498809, 'No': -3.5145528, ' no': -3.7518158}
{' No': -0.006904045, '\n': -6.8584642, ' ': -6.2037063, 'No': -5.6659613, ' no': -9.105411}
{' No': -0.03904877, '\n': -5.640823, ' ': -5.8490195, ' March': -8.898332, 'No': -3.46248}
{' No': -0.043600004, '\n': -5.437277, ' ': -5.7446175, ' March': -7.737004, 'No': -3.3761883}
{' No': -0.014606083, '\n': -7.3129263, ' ': -5.627944, ' March': -9.990323, 'No': -4.6016264}
{' No': -0.06190301, '\n': -5.458037, ' ': -5.3417583, 'No': -2.9857464, ' no': -8.970497}
{' No': -0.042426944, '\n': -5.3706203, ' ': -5.3300285, ' March': -7.4625134, 'No': -3.5038714}
{' No': -6.078673, ' Yes': -0.0066919047, 'Yes': -5.777259, ' In': -8.433965, ' It': -7.950701}
{' No': -0.09842273, ' ': -7.4044733, 'No': -2.8408504, ' Yes': -3.5345666, ' It': -5.8679814}
{' No': -0.11049964, ' ': -6.9410853, 'No': -2.4763062, ' Yes': -4.0363665, 'Yes': -7.477883}
{' No': -0.049431298, 'No': -4.13036, ' Yes': -3.4947548, ' In': -8.086374, ' It': -7.6883316}
{' No': -0.26967186, '\n': -5.985128, 'No': -2.1670623, ' Yes': -2.2113318, 'Yes': -5.35757}
{' No': -0.50300074, 'No': -3.2029593, ' Yes': -1.0676427, 'Yes': -5.442715, ' It': -6.838383}
{' No': -0.006778917, '\n': -7.9620895, ' ': -6.819694, 'No': -5.3510456, ' Yes': -8.616359}
{' No': -0.05091125, '\n': -7.0157733, ' ': -6.5790496, 'No': -3.0736694, ' Yes': -7.532099}
{' No': -0.09324752, '\n': -4.699033, ' ': -5.117347, 'No': -2.629445, ' Yes': -6.838853}
{' No': -0.012487782, '\n': -9.622022, ' ': -7.125853, 'No': -4.471756, ' It': -10.624088}
{' No': -0.20996559, '\n': -4.468488, ' ': -4.845012, 'No': -1.7894677, ' Yes': -6.853935}
{' No': -0.058189068, ' ': -5.9987016, ' August': -6.4412007, 'No': -3.1569686, ' Yes': -5.1608443}
{' No': -0.104083866, ' ': -6.572989, 'No': -2.4091318, ' Yes': -6.2899365, ' no': -6.148857}
{' No': -0.1305835, ' ': -7.5846705, 'No': -2.188809, ' Yes': -4.8350244, ' It': -7.6875834}
{' No': -0.255605, ' ': -6.713132, 'No': -2.0146725, ' Yes': -2.483102, 'Yes': -5.2381988}
{' False': -8.562948, ' No': -0.044100773, ' ': -7.8805494, 'No': -3.1927671, ' Yes': -7.2022147}
{' No': -0.47726992, 'No': -1.0627078, ' Yes': -3.6521738, 'Yes': -5.6345363, ' It': -6.804478}
{' No': -0.10168256, ' ': -8.080952, 'No': -2.3841321, ' Yes': -5.733198, ' no': -8.006458}
{' No': -0.025751418, '\n': -6.4833393, ' ': -5.0032167, 'No': -4.478407, ' no': -5.267399}
{' No': -0.06227385, '\n': -6.8245835, ' ': -5.8548403, 'No': -2.8951287, ' no': -7.328757}
{' No': -0.16956986, '\n': -4.248526, ' ': -4.7984667, 'No': -2.042731, ' Yes': -6.3708334}
{' No': -0.06135852, '\n': -6.833971, ' ': -6.258925, 'No': -2.8903227, ' no': -7.7821465}
{' No': -0.2617051, '\n': -3.5308273, ' ': -4.8337045, 'No': -1.6861588, ' no': -5.421971}
{' No': -0.0844482, '\n': -4.591003, ' ': -5.7526007, 'No': -3.107159, ' no': -4.0233417}
{' No': -0.010514891, '\n': -6.8572817, ' ': -6.431842, 'No': -5.1529136, ' Yes': -6.490499}
{' No': -0.055239063, '\n': -5.7510495, ' ': -6.0322742, 'No': -3.068079, ' Yes': -7.0556755}
{' No': -0.09183229, '\n': -4.7489634, ' ': -5.226287, 'No': -2.7551491, ' Yes': -4.7534723}
{' No': -0.023813765, '\n': -7.3157997, ' ': -5.778122, 'No': -3.9442084, ' Yes': -9.204341}
{' No': -0.10538821, '\n': -4.7418895, ' ': -5.0991797, 'No': -2.51464, ' Yes': -5.643874}
{' No': -0.07522997, '\n': -4.740638, ' ': -5.3418603, 'No': -3.293154, ' Yes': -4.0875835}
{'\n': -11.22073, ' ': -10.940053, ' Yes': -0.0034654783, ' yes': -10.67873, 'Yes': -5.6908545}
{' No': -0.23985209, ' ': -7.2916603, 'No': -3.2343054, ' Yes': -1.7813084, 'Yes': -5.899091}
{' No': -0.1915975, ' ': -6.7624393, 'No': -2.8926528, ' Yes': -2.188347, 'Yes': -5.6080613}
{' No': -3.62149, ' August': -8.002876, 'No': -7.976451, ' Yes': -0.03131084, 'Yes': -5.7597733}
{' No': -0.67435765, '\n': -5.9497886, 'No': -2.857127, ' Yes': -0.8901875, 'Yes': -4.1230116}
{' No': -7.7309813, ' ': -8.7448015, ' Yes': -0.01332252, ' yes': -8.684672, 'Yes': -4.409282}
{' No': -2.307651, ' ': -7.4363146, 'No': -7.867839, ' Yes': -0.10842104, 'Yes': -6.4427524}
{' No': -0.80625385, ' ': -6.0590725, 'No': -4.01034, ' Yes': -0.6531872, 'Yes': -4.6181474}
{' No': -0.13327852, '\n': -4.2181077, ' ': -5.0146184, 'No': -2.9776902, ' Yes': -3.0033329}
{' No': -0.005938165, '\n': -9.821374, ' ': -7.5154004, 'No': -5.299109, ' Yes': -8.300436}
{' No': -0.16825052, '\n': -4.6359124, ' ': -4.8496814, 'No': -2.0522988, ' Yes': -4.9609485}
{' No': -5.087114, ' ': -6.405113, ' Yes': -0.027465405, ' yes': -6.1844788, 'Yes': -4.1671615}
{' No': -0.24173167, ' ': -6.268096, 'No': -2.7522945, ' Yes': -1.980501, 'Yes': -5.480872}
{' No': -0.21395595, ' ': -7.461428, 'No': -2.4747972, ' Yes': -2.279193, 'Yes': -5.370387}
{' No': -0.1845591, ' ': -6.587167, 'No': -2.3611777, ' Yes': -2.6966114, 'Yes': -5.541044}
{' No': -0.046472676, ' ': -7.7974653, 'No': -3.3022842, ' Yes': -4.8851547, 'Yes': -8.746633}
{' No': -0.7197005, ' ': -6.663579, 'No': -1.5701015, ' Yes': -1.3182741, 'Yes': -3.402264}
{' No': -2.1983283, 'No': -5.150128, ' Yes': -0.1532007, ' yes': -5.944553, 'Yes': -3.8300574}
{' No': -0.4622748, ' ': -4.982718, 'No': -5.5062237, ' Yes': -1.063103, ' yes': -5.137541}
{' No': -3.2550602, ' ': -5.7088866, ' Yes': -0.08082025, ' yes': -5.128248, 'Yes': -3.671261}
{' No': -5.1372037, '\n': -4.5492234, ' ': -5.285071, ' Yes': -0.10221204, 'Yes': -2.6681051}
{' No': -0.03400469, '\n': -7.121338, ' ': -6.9260063, 'No': -3.513268, ' Yes': -6.7214236}
{' No': -0.2753637, '\n': -3.3319995, ' ': -4.6866913, 'No': -1.7480525, ' Yes': -4.305989}
{' No': -1.3125552, '\n': -4.33412, ' Yes': -0.43404365, ' yes': -3.329435, 'Yes': -4.456742}
{' No': -4.6125617, '\n': -7.0557446, ' ': -7.0718217, ' Yes': -0.014302694, 'Yes': -6.1495104}
{' No': -1.1664243, '\n': -5.179989, 'No': -4.4044514, ' Yes': -0.42393714, 'Yes': -4.344843}
{' No': -2.7549782, '\n': -4.732654, ' ': -5.448337, ' Yes': -0.109535076, 'Yes': -3.7778435}
{' No': -0.017911414, '\n': -6.91151, ' ': -6.046933, 'No': -4.6244063, ' Yes': -5.4424872}
{' No': -0.24422899, '\n': -4.9259896, 'No': -3.0121424, ' Yes': -1.9211335, 'Yes': -4.9813323}
{' No': -4.234358, '\n': -5.344258, ' ': -5.731639, ' Yes': -0.040489353, 'Yes': -4.3668823}
{' ': -10.412649, ' March': -10.350607, ' Yes': -0.0038462554, ' yes': -10.233484, 'Yes': -5.6063333}
{' No': -0.66345406, ' ': -7.250643, 'No': -3.598066, ' Yes': -0.8000814, 'Yes': -5.0997066}
{' No': -0.1307993, ' ': -6.3832173, 'No': -2.5189295, ' Yes': -3.2689195, 'Yes': -6.541093}
{' No': -1.858469, ' March': -7.5673976, 'No': -5.997435, ' Yes': -0.17710695, 'Yes': -5.820854}
{' No': -1.9559022, '\n': -5.7280025, 'No': -3.7465992, ' Yes': -0.23823757, 'Yes': -3.2463815}
{' No': -3.3201215, ' ': -7.7426114, 'No': -5.8487883, ' Yes': -0.057914358, 'Yes': -4.1777625}
{' No': -0.03948904, '\n': -7.029296, ' ': -5.719938, 'No': -5.802048, ' Yes': -3.466981}
{' No': -0.05010382, '\n': -6.8201237, ' ': -5.9628453, 'No': -3.1581604, ' Yes': -6.0843554}
{' No': -0.12915644, '\n': -4.011814, ' ': -4.3967, 'No': -2.6890414, ' Yes': -3.8873615}
{' No': -0.012246032, '\n': -9.479876, ' ': -6.367413, ' March': -9.390203, 'No': -4.587924}
{' No': -0.23881334, '\n': -4.289366, ' ': -4.3770027, 'No': -1.7031918, ' Yes': -6.1251097}
{' No': -2.2560356, ' March': -5.4775357, 'No': -5.343316, ' Yes': -0.14432606, 'Yes': -4.3489804}
{' No': -0.08732089, ' ': -5.9294353, 'No': -2.7064633, ' Yes': -4.8057747, ' no': -5.816656}
{' No': -0.24382493, ' ': -6.9428983, 'No': -2.289914, ' Yes': -2.2249327, 'Yes': -5.3286138}
{' No': -0.37328455, ' ': -6.168785, 'No': -2.1901581, ' Yes': -1.6944878, 'Yes': -4.441848}
{' No': -0.063786715, ' ': -7.346276, 'No': -3.4391603, ' Yes': -3.5755298, 'Yes': -7.7488713}
{' No': -0.57776487, ' ': -6.1347566, 'No': -1.2004037, ' Yes': -2.1840537, 'Yes': -4.0051637}
{' No': -0.1360094, ' ': -7.0883985, 'No': -2.2124653, ' Yes': -4.1965485, 'Yes': -7.151962}
{' No': -0.03287185, ' ': -4.562403, 'No': -4.850494, ' Yes': -5.8216705, ' no': -4.7573667}
{' No': -0.075773515, '\n': -6.102907, ' ': -5.2170296, 'No': -2.8233738, ' Yes': -5.3593554}
{' No': -0.19005767, '\n': -3.7995565, ' ': -4.405094, 'No': -2.046543, ' Yes': -5.0721617}
{' No': -0.043780204, '\n': -7.09185, ' ': -5.9045243, 'No': -3.269761, ' no': -7.4007125}
{' No': -0.29229125, '\n': -3.2696033, ' ': -4.4583907, 'No': -1.6308266, ' no': -5.587674}
{' No': -0.1256076, '\n': -4.472065, 'No': -3.1948223, ' Yes': -3.1895294, ' no': -4.48999}
{' No': -0.29346177, '\n': -6.746062, ' ': -5.834304, 'No': -5.5752587, ' Yes': -1.4050033}
{' No': -0.056823518, '\n': -5.5794597, ' ': -5.6867366, 'No': -3.185129, ' Yes': -5.094154}
{' No': -0.83270323, '\n': -4.1906457, 'No': -3.7072797, ' Yes': -0.7074916, 'Yes': -4.1920786}
{' No': -0.023516057, '\n': -7.301672, ' ': -5.4170055, 'No': -4.0938287, ' Yes': -6.9075527}
{' No': -0.121954486, '\n': -4.6071954, ' ': -4.666966, 'No': -2.5348992, ' Yes': -4.223122}
{' No': -0.5071058, '\n': -4.9440646, ' ': -4.9332275, 'No': -3.7919407, ' Yes': -1.0501032}
{' No': -0.17812689, ' March': -6.7659945, 'No': -4.0464754, ' Yes': -1.9520429, 'Yes': -6.956411}
{' No': -0.06441809, ' ': -7.4054484, ' March': -8.462143, 'No': -2.7953558, ' Yes': -8.964109}
{' No': -0.06681247, '\n': -7.2656345, ' ': -6.840289, ' March': -8.463778, 'No': -2.776903}
{' No': -0.020064358, ' ': -9.587025, ' March': -9.05589, 'No': -4.0051026, ' Yes': -6.6130047}
{' No': -0.11340372, '\n': -6.291648, ' ': -6.2348437, ' March': -7.846719, 'No': -2.2800221}
{' No': -0.0704515, ' ': -7.32449, ' March': -7.4679427, 'No': -2.7599046, ' Yes': -6.039818}
{' No': -0.005158093, '\n': -8.450443, ' ': -6.611274, 'No': -5.689584, ' no': -9.955844}
{' No': -0.041786857, '\n': -6.6817975, ' ': -6.1628876, ' March': -9.260058, 'No': -3.292128}
{' No': -0.060556803, '\xa0': -8.545828, '\n': -5.0050545, ' ': -5.2974753, 'No': -3.073679}
{' No': -0.007499233, '\n': -9.772487, ' ': -6.609559, 'No': -5.114633, ' no': -10.8417635}
{' No': -0.15351178, '\n': -4.8512883, ' ': -4.6906686, 'No': -2.0862796, ' no': -8.251963}
{' No': -0.040196933, '\n': -7.1021037, ' ': -5.929098, ' March': -7.206081, 'No': -3.3868837}
{' No': -0.08640055, '\n': -7.120761, ' ': -6.3535566, 'No': -2.5699897, ' no': -6.209111}
{' False': -9.00302, ' No': -0.11739065, ' ': -7.584785, 'No': -2.2149305, ' Yes': -7.61437}
{' No': -0.1335465, '\n': -8.304404, ' ': -6.7472687, 'No': -2.1027713, ' Yes': -7.495303}
{' False': -9.2833, ' No': -0.035882592, ' ': -7.631806, 'No': -3.3761325, ' Yes': -8.887523}
{' No': -0.44500196, '\n': -6.6029644, ' ': -6.725223, ' March': -7.739844, 'No': -1.0353569}
{' No': -0.106218, ' ': -7.424188, 'No': -2.3106878, ' Yes': -8.1003065, ' no': -8.287221}
{' No': -0.025270514, '\n': -7.3776016, ' ': -5.1331673, 'No': -5.094225, ' no': -4.4479885}
{' No': -0.060137544, '\n': -6.5296354, ' ': -5.6059194, 'No': -2.975333, ' no': -6.401916}
{' No': -0.12945008, '\n': -4.726429, ' ': -4.8910685, 'No': -2.2810557, ' no': -6.4431887}
{' No': -0.024130918, '\n': -7.2182093, ' ': -6.1598516, 'No': -3.925002, ' no': -6.919284}
{' No': -0.2743919, '\n': -3.4072804, ' ': -4.669003, 'No': -1.664315, ' no': -5.2684064}
{' No': -0.06496333, '\n': -5.3532815, ' ': -5.495536, 'No': -3.5032713, ' no': -3.8705966}
{' No': -0.0065958425, '\n': -7.220958, ' ': -6.4844723, 'No': -5.530035, ' no': -9.225129}
{' No': -0.037796225, '\n': -6.010977, ' ': -6.126695, ' March': -8.808868, 'No': -3.4449255}
{' No': -0.04344287, '\n': -5.5464406, ' ': -5.614938, ' March': -8.2920065, 'No': -3.3755903}
{' No': -0.013729668, '\n': -7.43935, ' ': -5.686352, ' March': -9.647539, 'No': -4.663027}
{' No': -0.061302494, '\n': -5.4840403, ' ': -5.253414, 'No': -3.0062084, ' no': -8.658735}
{' No': -0.041609254, '\n': -5.302518, ' ': -5.3337812, ' March': -7.2103224, 'No': -3.5686193}
{' Generally': -8.368623, ' Yes': -0.0039095636, 'Yes': -5.814975, ' In': -8.812268, ' It': -8.790347}
{' No': -0.1818526, 'No': -3.1016314, ' Yes': -2.1815052, 'Yes': -6.6650457, ' It': -5.773553}
{' No': -0.20364587, ' ': -6.4213624, 'No': -2.5505812, ' Yes': -2.3070507, 'Yes': -5.932842}
{' No': -2.683963, 'No': -6.606728, ' Yes': -0.07819682, 'Yes': -5.9144793, ' It': -7.2195005}
{' No': -0.80785805, '\n': -5.808698, 'No': -2.349074, ' Yes': -0.8498999, 'Yes': -3.7942474}
{' No': -1.7651215, 'No': -4.363735, ' Yes': -0.2201785, 'Yes': -4.6367226, ' It': -7.4453583}
{' No': -0.010899623, '\n': -7.33987, ' ': -6.3135533, 'No': -5.245446, ' Yes': -5.951415}
{' No': -0.0605411, '\n': -7.035189, ' ': -6.2039466, 'No': -2.9152658, ' Yes': -6.7779202}
{' No': -0.10914012, '\n': -4.4836235, ' ': -4.716558, 'No': -2.5791967, ' Yes': -5.0681624}
{' No': -0.017200295, '\n': -9.373962, ' ': -6.4367785, 'No': -4.18527, ' Yes': -10.302699}
{' No': -0.24324542, '\n': -4.344576, ' ': -4.498156, 'No': -1.6712087, ' Yes': -6.2121973}
{' No': -0.7621434, ' ': -5.411704, 'No': -3.8728507, ' Yes': -0.7058899, 'Yes': -5.115117}
{' No': -0.12230644, ' ': -6.295161, 'No': -2.3144088, ' Yes': -4.9147925, ' It': -6.3518434}
{' No': -0.18027145, 'No': -2.1000617, ' Yes': -3.307339, 'Yes': -6.559944, ' It': -6.4015903}
{' No': -0.27048364, ' ': -6.5759873, 'No': -1.8459097, ' Yes': -2.6445546, 'Yes': -5.4121156}
{' No': -0.05120394, ' ': -7.5837417, 'No': -3.2152948, ' Yes': -4.8496847, ' It': -7.624835}
{' No': -0.6359482, ' ': -6.5725236, 'No': -1.000168, ' Yes': -2.4921894, 'Yes': -4.323121}
{' No': -0.10573252, ' ': -7.4669824, 'No': -2.4597707, ' Yes': -4.377293, 'Yes': -7.7947984}
{' No': -0.032701124, ' ': -4.7614436, 'No': -4.38677, ' Yes': -6.034381, ' no': -5.0007124}
{' No': -0.06881035, '\n': -6.8520875, ' ': -5.6111608, 'No': -2.812064, ' Yes': -6.9133043}
{' No': -0.18035826, '\n': -4.3397856, ' ': -4.6568117, 'No': -2.0001807, ' Yes': -5.259843}
{' No': -0.06167114, '\n': -7.086781, ' ': -5.926438, 'No': -2.9029396, ' no': -7.4244094}
{' No': -0.30112192, '\n': -3.6412103, ' ': -4.713068, 'No': -1.5372707, ' no': -5.674426}
{' No': -0.117652036, '\n': -4.5922165, 'No': -2.890168, ' Yes': -3.9256964, ' no': -4.2113705}
{' No': -0.037154455, '\n': -6.5414305, ' ': -6.023254, 'No': -5.043273, ' Yes': -3.6843772}
{' No': -0.077230625, '\n': -6.185362, ' ': -5.512228, 'No': -2.8260252, ' Yes': -4.8177834}
{' No': -0.3010993, '\n': -4.6702685, ' ': -4.8042765, 'No': -3.1195004, ' Yes': -1.6498389}
{' No': -0.025396636, '\n': -7.6089754, ' ': -5.655245, 'No': -3.9047544, ' Yes': -7.5299606}
{' No': -0.121993616, '\n': -4.773784, ' ': -4.8722377, 'No': -2.3755946, ' Yes': -5.3090134}
{' No': -0.47614074, '\n': -5.0689216, ' ': -4.9857183, 'No': -3.4486282, ' Yes': -1.1305559}
{'\n': -10.308618, ' ': -10.242689, ' Yes': -0.0038586399, ' yes': -10.440111, 'Yes': -5.595499}
{' No': -1.0915563, ' ': -7.3930836, 'No': -4.100509, ' Yes': -0.45117927, 'Yes': -4.728683}
{' No': -0.4694525, ' ': -6.4732842, 'No': -3.0317197, ' Yes': -1.1610266, 'Yes': -4.617556}
{' No': -7.3866043, ' ': -10.428116, ' September': -9.933262, ' Yes': -0.00342959, 'Yes': -5.951204}
{' No': -0.8701842, '\n': -5.8498697, 'No': -2.8396037, ' Yes': -0.70755595, 'Yes': -3.7576904}
{' No': -7.5974965, '\n': -8.242478, ' ': -8.057664, ' Yes': -0.012477038, 'Yes': -4.5241747}
{' No': -6.414778, '\n': -8.325511, ' ': -7.2968435, ' Yes': -0.004363421, 'Yes': -6.4072104}
{' No': -0.8398088, ' ': -5.7375154, 'No': -3.8606653, ' Yes': -0.6311068, 'Yes': -4.647037}
{' No': -0.51907194, '\n': -3.9344997, ' ': -4.297638, 'No': -3.3094559, ' Yes': -1.1288666}
{' No': -0.046087306, ' ': -6.4126945, 'No': -5.103245, ' Yes': -3.2964897, 'Yes': -8.869886}
{' No': -0.19575664, '\n': -4.463018, ' ': -4.4798265, 'No': -1.9493635, ' Yes': -4.575251}
{' No': -4.311189, ' ': -6.1775904, ' Yes': -0.030229347, ' yes': -6.451239, 'Yes': -4.5152793}
{' No': -0.506364, ' ': -5.9849195, 'No': -2.9620864, ' Yes': -1.1163646, 'Yes': -4.5936613}
{' No': -1.3909861, 'No': -3.9832368, ' Yes': -0.33889258, ' yes': -7.6680126, 'Yes': -3.9863648}
{' No': -0.21238811, ' ': -6.4836926, 'No': -2.0013094, ' Yes': -3.002921, 'Yes': -5.6331673}
{' No': -0.05152646, ' ': -7.526316, 'No': -3.2962372, ' Yes': -4.4254413, 'Yes': -8.341789}
{' No': -0.51089585, '\n': -6.5415244, 'No': -1.046733, ' Yes': -3.2704246, 'Yes': -5.019185}
{' No': -1.2327713, 'No': -4.2372575, ' Yes': -0.39039072, ' yes': -6.612713, 'Yes': -4.230904}
{' No': -0.6059322, ' ': -4.757854, 'No': -5.7136045, ' Yes': -0.8434638, ' yes': -5.121694}
{' No': -2.5880249, ' ': -5.4825864, ' Yes': -0.115116775, ' yes': -5.5762753, 'Yes': -3.9089036}
{' No': -0.6924334, '\n': -3.8669214, 'No': -2.890891, ' Yes': -0.9674503, 'Yes': -3.6823206}
{' No': -0.15401517, ' ': -5.9086914, 'No': -3.6001647, ' Yes': -2.2128167, 'Yes': -6.542377}
{' No': -0.2811487, '\n': -3.3890662, ' ': -4.557711, 'No': -1.7202852, ' Yes': -4.19445}
{' No': -1.606489, '\n': -4.520433, ' Yes': -0.3145789, ' yes': -3.5735192, 'Yes': -4.5321794}
{' No': -4.0245495, '\n': -7.5198646, ' ': -6.887403, ' Yes': -0.021974599, 'Yes': -6.2942386}
{' No': -2.0724535, '\n': -5.7677636, 'No': -5.200219, ' Yes': -0.16702375, 'Yes': -4.120856}
{' No': -0.74774796, '\n': -4.662474, 'No': -3.874043, ' Yes': -0.7397103, 'Yes': -4.49392}
{' No': -0.09874064, '\n': -6.935738, ' ': -5.5577245, 'No': -4.649756, ' Yes': -2.539903}
{' No': -0.18486504, '\n': -4.7763295, ' ': -4.926893, 'No': -2.906581, ' Yes': -2.3697157}
{' No': -3.4799042, '\n': -5.291201, ' ': -5.4191194, ' Yes': -0.05909403, 'Yes': -4.4074073}
{'\n': -11.381855, ' ': -10.428309, ' Yes': -0.004168994, ' yes': -10.387895, 'Yes': -5.5055213}
{' No': -4.609757, ' ': -8.702866, 'No': -7.439781, ' Yes': -0.022793753, 'Yes': -4.4802766}
{' No': -4.2733865, ' ': -7.433976, 'No': -6.776255, ' Yes': -0.04094019, 'Yes': -3.7442594}
{' No': -6.0572534, ' April': -8.59394, ' Yes': -0.005233408, 'Yes': -6.031258, ' In': -10.086176}
{' No': -7.0646853, '\n': -7.639072, ' ': -7.366553, ' Yes': -0.029449506, 'Yes': -3.6260395}
{'\n': -9.047796, ' ': -8.610915, ' Yes': -0.0119745415, ' yes': -8.110048, 'Yes': -4.4994736}
{' No': -2.260251, ' ': -7.513716, 'No': -7.9650483, ' Yes': -0.11318297, 'Yes': -6.767821}
{' No': -5.671669, '\n': -7.8534126, ' ': -7.568813, ' Yes': -0.017687038, 'Yes': -4.3693085}
{' No': -6.3082337, '\n': -5.094129, ' ': -5.800538, ' Yes': -0.044875678, 'Yes': -3.4440358}
{' No': -2.0726218, ' ': -7.535953, 'No': -7.067958, ' Yes': -0.13957548, 'Yes': -5.9044166}
{' No': -2.6663873, '\n': -4.1228843, 'No': -4.2288527, ' Yes': -0.22585078, 'Yes': -2.4185598}
{'\n': -8.294007, ' ': -7.541122, ' Yes': -0.011956688, ' yes': -6.2508135, 'Yes': -4.7249064}
{' No': -1.4135102, 'No': -3.8936603, ' Yes': -0.34156695, ' yes': -5.1638937, 'Yes': -4.106642}
{' No': -2.3700805, 'No': -4.8476863, ' Yes': -0.13465855, ' yes': -6.9486165, 'Yes': -3.7682738}
{' No': -3.1461382, 'No': -5.38066, ' Yes': -0.090998806, ' yes': -5.937363, 'Yes': -3.3508368}
{' No': -0.3750289, ' ': -7.73442, 'No': -3.7668169, ' Yes': -1.2570137, 'Yes': -5.5294456}
{' No': -6.6050196, 'No': -7.618201, ' Yes': -0.07648006, ' yes': -7.0315466, 'Yes': -2.6567678}
{' No': -1.7261057, 'No': -4.543872, ' Yes': -0.22994332, ' yes': -6.551027, 'Yes': -4.231227}
{' No': -4.1976514, ' ': -6.2505593, ' Yes': -0.041590177, ' yes': -3.9073298, 'Yes': -5.9108624}
{' No': -6.899319, ' ': -6.862494, ' Yes': -0.02773727, ' yes': -5.679697, 'Yes': -3.8601098}
{'\n': -5.0034714, ' ': -5.897093, ' Yes': -0.07482348, ' yes': -5.2225056, 'Yes': -2.8797343}
{' No': -5.710972, ' ': -7.7932587, ' Yes': -0.017229827, ' yes': -6.740231, 'Yes': -4.446467}
{' No': -4.4014096, '\n': -3.5249667, ' Yes': -0.18931939, ' yes': -4.7020593, 'Yes': -2.2118795}
{' No': -5.715889, '\n': -5.4403405, ' Yes': -0.068184935, ' yes': -3.227067, 'Yes': -4.1676664}
{' No': -3.8226762, ' ': -7.6242146, ' Yes': -0.025646962, ' yes': -7.736609, 'Yes': -6.25916}
{' No': -6.0067925, '\n': -6.5120554, ' ': -7.030276, ' Yes': -0.018097786, 'Yes': -4.374596}
{'\n': -5.6949034, ' ': -6.2794523, ' Yes': -0.029542757, ' yes': -7.525983, 'Yes': -3.7882097}
{' No': -4.342, '\n': -7.8889813, ' ': -6.9228406, ' Yes': -0.018408705, 'Yes': -5.6731496}
{' No': -5.6037607, '\n': -5.776759, ' ': -5.8653617, ' Yes': -0.044120144, 'Yes': -3.4265358}
{'\n': -5.7474823, ' ': -6.1691847, ' Yes': -0.019306188, ' yes': -5.936022, 'Yes': -4.5415916}
{' No': -0.031950377, ' Not': -7.8305235, 'No': -3.5994205, ' April': -8.1431055, ' Yes': -5.935795}
{' No': -0.061239567, ' Not': -8.444727, ' ': -7.549547, 'No': -2.8474276, ' It': -8.457096}
{' No': -0.07569359, '\n': -7.5645185, ' ': -7.465718, 'No': -2.641396, ' It': -8.974456}
{' No': -0.010105798, ' Not': -8.740536, 'No': -4.7577214, ' April': -8.146013, ' Yes': -7.113604}
{' No': -0.07889418, '\n': -6.7247453, ' ': -6.6235747, 'No': -2.6271904, ' Yes': -8.134377}
{' No': -0.072984084, '\n': -7.7964344, ' ': -7.6528273, 'No': -2.8119957, ' Yes': -4.874921}
