{' Yes': -0.00454453, 'Yes': -5.773289, ' Generally': -6.811503, ' yes': -8.638304, ' An': -10.67748}
{' Yes': -0.17665201, ' yes': -2.0581217, 'Yes': -3.9827964, '\n': -5.321382, 'yes': -5.563463}
{' Yes': -0.24397676, ' yes': -1.7525256, 'Yes': -3.73938, 'yes': -5.094036, '\n': -5.1584005}
{' Yes': -0.18274987, ' No': -1.9990836, '\n': -3.9843566, ' ': -4.9592867, 'Yes': -5.962342}
{' Yes': -0.008944959, 'Yes': -6.0156775, '\n': -6.0658593, ' No': -6.206866, ' ': -6.981015}
{' Yes': -0.07934996, ' No': -2.8745313, '\n': -4.419089, ' ': -5.6811004, 'Yes': -5.7625694}
{' Yes': -0.060692456, ' No': -3.0115304, 'Yes': -5.728177, '\n': -5.7606683, ' ': -6.404114}
{' No': -0.25784102, ' Yes': -2.0880334, '\n': -2.8228166, 'No': -3.7683637, ' ': -4.127369}
{' Yes': -0.8215975, ' No': -0.84173334, '\n': -2.6283584, ' ': -3.8171725, 'No': -4.1643577}
{' Yes': -0.17560835, ' No': -2.5293033, '\n': -2.9428446, 'Yes': -4.2446485, ' ': -4.6208634}
{' Yes': -0.26929766, ' No': -1.9855279, '\n': -2.7311697, 'Yes': -4.313401, ' ': -4.455186}
{' No': -0.35601938, ' Yes': -1.639026, '\n': -2.8123908, 'No': -3.9710956, ' ': -4.140489}
{' No': -0.27103367, ' Yes': -2.323888, '\n': -2.6446183, 'No': -3.4256394, ' A': -4.097366}
{' Yes': -0.1705254, ' No': -2.4672668, '\n': -3.187434, 'Yes': -4.270367, ' ': -4.4977865}
{' Yes': -0.63667166, ' No': -0.94195235, '\n': -3.3323922, ' ': -4.1948533, 'No': -4.2590146}
{' No': -0.04198656, ' Yes': -4.1213417, ' ': -4.6046906, '\n': -4.970211, 'No': -5.0542946}
{' Yes': -0.1366787, ' No': -2.3872373, ' ': -4.2697926, '\n': -4.3895454, ' A': -5.414146}
{' No': -0.64565223, ' Yes': -0.85286844, '\n': -3.7363656, ' ': -4.0875826, 'No': -5.168838}
{' Yes': -0.17764829, ' No': -2.0383544, '\n': -4.292743, ' ': -4.6470447, 'Yes': -5.2007236}
{' No': -0.041007135, 'No': -3.6478584, '\n': -5.2391195, ' ': -5.244296, ' Yes': -5.862841}
{' No': -0.059926465, 'No': -3.2419941, '\n': -4.5768175, ' ': -4.966567, ' A': -6.885254}
{' No': -0.15418296, ' Yes': -2.5189157, 'No': -3.644932, '\n': -3.902445, ' ': -4.3334794}
{' No': -0.07348021, 'No': -3.1070685, ' Yes': -4.623029, ' ': -4.802976, '\n': -5.106648}
{' Yes': -0.30299038, ' No': -1.6182351, '\n': -3.7409763, ' ': -3.8992124, 'Yes': -4.954166}
{' Yes': -0.083350845, ' No': -3.562391, '\n': -4.114736, ' ': -4.528229, 'Yes': -4.5529914}
{' Yes': -0.035929732, 'Yes': -4.2291594, ' No': -4.969558, ' yes': -5.301343, ' ': -5.5881543}
{' Yes': -0.035423033, 'Yes': -4.363239, ' yes': -4.854925, ' No': -5.0762954, ' ': -5.6209145}
{' No': -0.010014341, 'No': -4.652726, ' Absolutely': -8.975813, ' ': -9.016835, '\n': -9.344105}
{' No': -0.019235093, 'No': -3.975652, ' A': -9.407937, ' Generally': -9.447044, ' ': -9.513968}
{' No': -0.013682958, 'No': -4.35819, '\n': -7.71384, ' ': -8.590215, ' Absolutely': -9.259892}
{' No': -0.01972344, 'No': -3.9605556, ' ': -8.744345, '\n': -8.90064, ' Generally': -10.012712}
{' No': -0.028971551, 'No': -3.5706565, ' ': -8.242814, '\n': -9.837666, ' NO': -10.474582}
{' No': -0.043303814, 'No': -3.172574, ' ': -8.565966, ' A': -8.788748, ' Generally': -9.935046}
{' No': -0.04052579, 'No': -3.2417965, ' ': -7.9385624, '\n': -8.875384, ' NO': -10.140948}
{' No': -0.055236988, 'No': -2.9370577, ' ': -7.7291164, '\n': -9.0741625, ' R': -10.208399}
{' No': -0.041671827, 'No': -3.2708874, '\n': -6.3531585, ' ': -7.033045, ' NO': -9.680429}
{' No': -0.068511255, 'No': -2.7669632, '\n': -6.1063514, ' ': -7.1418447, ' A': -8.831302}
{' No': -0.04859346, 'No': -3.1383016, '\n': -5.906936, ' ': -6.8616652, ' Rats': -9.495392}
{' No': -0.07529347, 'No': -2.6856906, '\n': -6.167519, ' ': -6.4887533, ' R': -8.399264}
{' No': -0.011762169, 'No': -4.4632926, ' ': -9.382804, ' Absolutely': -10.490292, ' A': -11.191759}
{' No': -0.025464501, 'No': -3.6942437, ' A': -9.103742, ' ': -9.296604, ' Generally': -10.161462}
{' No': -0.01837689, 'No': -4.016029, ' ': -9.22031, '\n': -10.499587, ' Absolutely': -10.716886}
{' No': -0.025037335, 'No': -3.706819, ' ': -9.160935, '\n': -11.059267, ' no': -11.540917}
{' No': -0.09274266, 'No': -2.475471, '\n': -6.020938, ' ': -6.613261, ' NO': -8.899933}
{' No': -0.1266795, 'No': -2.1656027, '\n': -6.114386, ' ': -6.7640667, ' A': -8.130181}
{' No': -0.17258635, 'No': -1.9204388, '\n': -4.9601307, ' ': -5.7607646, ' Rats': -7.609302}
{' No': -0.14285807, 'No': -2.0921724, '\n': -5.4688334, ' ': -5.771333, ' R': -7.4202337}
{' No': -0.04263953, 'No': -3.2269218, ' ': -7.494543, ' Absolutely': -7.6231623, '\n': -8.045183}
{' No': -0.057510857, 'No': -2.9160123, ' ': -7.680546, ' A': -7.809081, ' Generally': -7.9713063}
{' No': -0.09856368, 'No': -2.3931136, ' ': -7.0611043, ' Absolutely': -7.7128606, ' NO': -8.160806}
{' No': -0.1041848, 'No': -2.352878, ' ': -6.7109656, ' Absolutely': -7.3861594, '\n': -7.9732757}
{' No': -0.008544267, 'No': -5.0767703, ' ': -6.740384, '\n': -7.234193, ' NO': -8.836912}
{' No': -0.009156194, 'No': -5.0535283, ' ': -6.549651, '\n': -7.0463133, ' A': -8.036398}
{' No': -0.005307529, 'No': -5.6885657, ' ': -7.0171328, '\n': -7.0423675, ' NO': -9.45373}
{' No': -0.008922285, 'No': -5.1212726, ' ': -6.6225634, '\n': -6.642234, ' R': -9.513226}
{' No': -0.05553421, 'No': -3.0936275, '\n': -5.327913, ' ': -5.8648543, ' NO': -7.9824805}
{' No': -0.056813173, 'No': -3.0291185, '\n': -5.6924863, ' ': -6.085268, ' A': -6.9100337}
{' No': -0.03411323, 'No': -3.546612, '\n': -6.133346, ' ': -6.2413573, ' NO': -7.890456}
{' No': -0.04425203, 'No': -3.229957, ' ': -6.214313, '\n': -6.744647, ' R': -8.452804}
{' No': -0.13589932, 'No': -2.6440434, '\n': -3.0428092, ' ': -5.0976872, ' NO': -7.212821}
{' No': -0.16822012, 'No': -2.4450488, '\n': -2.8654819, ' ': -4.752208, ' A': -6.3090925}
{' No': -0.19812235, '\n': -2.2361681, 'No': -2.7646413, ' ': -4.794815, ' NO': -7.1974354}
{' No': -0.22262317, '\n': -2.2966797, 'No': -2.4188015, ' ': -4.7719326, ' R': -7.997556}
{' No': -0.009676892, 'No': -4.790562, ' ': -7.043526, ' NO': -8.698147, '\n': -8.7213}
{' No': -0.010152221, 'No': -4.690261, ' ': -7.2858787, ' A': -9.131448, '\n': -9.511536}
{' No': -0.00610643, 'No': -5.176654, ' ': -8.205139, ' NO': -9.538088, '\n': -9.606349}
{' No': -0.011003513, 'No': -4.5666027, ' ': -7.832933, '\n': -9.521066, ' no': -10.524961}
{' No': -0.20679307, 'No': -1.8819314, '\n': -3.9060118, ' ': -4.7860613, ' NO': -5.805368}
{' No': -0.21751928, 'No': -1.762071, '\n': -4.23709, ' ': -4.9964495, ' A': -6.5075846}
{' No': -0.22764377, 'No': -1.8543108, '\n': -3.5423982, ' ': -4.6918373, ' NO': -5.1340065}
{' No': -0.21837474, 'No': -1.7431664, '\n': -4.4886823, ' ': -4.966155, ' no': -7.1885343}
{' No': -0.03927539, 'No': -3.523158, ' ': -5.51919, '\n': -6.2129493, ' NO': -6.765775}
{' No': -0.044894505, 'No': -3.302308, ' ': -5.80046, ' A': -6.4197645, '\n': -6.7893324}
{' No': -0.056181066, 'No': -3.1482427, ' ': -5.591883, ' NO': -5.745254, '\n': -5.9226475}
{' No': -0.06387502, 'No': -2.9922867, ' ': -5.5274005, ' no': -5.9560113, '\n': -6.051945}
{' No': -0.09301966, 'No': -2.5061035, ' NO': -6.049197, ' no': -6.5919137, ' ': -6.7809668}
{' No': -0.131236, 'No': -2.1268508, ' A': -6.79921, ' no': -6.8680654, ' ': -7.2598443}
{' No': -0.1304806, 'No': -2.2037246, ' NO': -5.6601815, ' no': -5.9968414, '\n': -6.0342455}
{' No': -0.14571445, 'No': -2.0890415, ' no': -5.2243333, '\n': -6.240986, ' ': -6.289081}
{' No': -0.12266621, 'No': -2.1771839, ' ': -7.4849424, ' NO': -7.5608044, ' no': -7.636717}
{' No': -0.10286908, 'No': -2.3306046, ' ': -8.35617, ' no': -8.787162, 'no': -10.194265}
{' No': -0.10498733, 'No': -2.3137925, ' ': -7.892195, ' NO': -8.445717, '\n': -9.563938}
{' No': -0.15902412, 'No': -1.9221276, ' ': -7.825404, '\n': -9.625232, ' R': -9.628847}
{' No': -0.14464906, 'No': -2.0209632, ' ': -6.965311, '\n': -7.61878, ' NO': -8.154167}
{' No': -0.1798895, 'No': -1.8102928, ' ': -7.674684, '\n': -8.195572, ' A': -9.785521}
{' No': -0.18513073, 'No': -1.7951714, '\n': -6.8724923, ' ': -6.9495344, ' NO': -7.828392}
{' No': -0.2219258, 'No': -1.6268636, ' ': -6.911094, '\n': -7.3943615, ' R': -8.328216}
{' No': -0.016653184, 'No': -4.153841, ' NO': -8.105488, ' ': -8.265556, ' no': -8.767785}
{' No': -0.024987219, 'No': -3.7143736, ' ': -8.652593, ' no': -10.001047, ' A': -10.678525}
{' No': -0.031277694, 'No': -3.5065813, ' ': -7.953835, ' NO': -8.432066, ' no': -9.40773}
{' No': -0.036866777, 'No': -3.3362918, ' ': -8.012758, ' no': -9.431655, ' NO': -10.041354}
{' No': -0.45745915, 'No': -1.0162971, '\n': -5.9969926, ' ': -6.738892, ' A': -8.159346}
{' No': -0.5456097, 'No': -0.87389106, ' ': -7.0600805, '\n': -7.307146, ' A': -7.8804727}
{' No': -0.5132856, 'No': -0.92964447, '\n': -5.958331, ' Rats': -6.572611, ' ': -6.6781197}
{' No': -0.6290681, 'No': -0.7729431, ' Rats': -6.4520802, '\n': -6.8205776, ' ': -6.994739}
{' No': -0.08951283, 'No': -2.5270376, '\n': -6.1191144, ' ': -6.703487, ' no': -6.834967}
{' No': -0.16149727, 'No': -1.9544946, ' Rat': -6.2756786, '\n': -6.285263, ' R': -6.557947}
{' No': -0.13815759, 'No': -2.0659547, ' ': -7.529322, '\n': -7.5454445, ' Rats': -7.6822114}
{' No': -0.16634241, 'No': -1.8854585, ' ': -7.8836117, ' Rats': -8.175183, '\n': -8.554537}
{' No': -0.01784855, 'No': -4.881681, ' no': -5.335451, ' ': -5.5927696, ' NO': -7.1013303}
{' No': -0.022732712, 'No': -4.462165, ' ': -5.1529884, ' no': -5.586131, '\n': -7.0200214}
{' No': -0.015400396, 'No': -4.8747272, ' ': -5.6692533, ' no': -6.128301, '\n': -6.8557158}
{' No': -0.023381207, 'No': -4.430562, ' no': -5.274087, ' ': -5.44856, '\n': -6.794837}
{' No': -0.07532508, 'No': -2.795574, ' ': -5.6221433, '\n': -5.639882, ' no': -6.0441456}
{' No': -0.089398116, 'No': -2.5749652, ' ': -5.6275096, '\n': -5.6423917, ' no': -6.667237}
{' No': -0.06438129, 'No': -2.9760978, '\n': -5.1755967, ' ': -5.722305, ' no': -6.751658}
{' No': -0.09315879, 'No': -2.5814648, '\n': -5.0062294, ' ': -5.527718, ' no': -6.2753077}
{' No': -0.12417306, 'No': -2.449954, '\n': -3.8814454, ' ': -5.297411, ' no': -6.1451316}
{' No': -0.19150338, 'No': -2.052469, '\n': -3.3436697, ' ': -4.870288, ' no': -6.730129}
{' No': -0.21340384, 'No': -2.1860886, '\n': -2.6790752, ' ': -5.033926, ' NO': -6.1265354}
{' No': -0.20773125, 'No': -2.0199528, '\n': -3.1256597, ' ': -5.0044403, ' no': -5.9173484}
{' No': -0.018789258, 'No': -4.1578, ' ': -6.546588, ' no': -7.109871, '\n': -7.7931557}
{' No': -0.028711924, 'No': -3.6767678, ' ': -6.382572, '\n': -7.506958, ' no': -7.6642847}
{' No': -0.019869288, 'No': -4.059494, ' ': -7.0962634, '\n': -7.354331, ' no': -7.5046196}
{' No': -0.032301333, 'No': -3.543436, ' ': -6.746607, ' no': -7.164672, '\n': -7.2471685}
{' No': -0.28338555, 'No': -1.6106445, '\n': -3.6150036, ' no': -4.975522, ' ': -5.012843}
{' No': -0.31725878, 'No': -1.4665259, '\n': -3.5340962, ' ': -4.9830627, ' no': -5.840574}
{' No': -0.28118873, 'No': -1.6978549, '\n': -3.444371, ' ': -4.6592145, ' no': -4.777803}
{' No': -0.2900919, 'No': -1.5396188, '\n': -4.143189, ' no': -4.560981, ' ': -4.973636}
{' No': -0.071176626, 'No': -3.6342716, ' no': -3.6723382, '\n': -5.036405, ' ': -5.157085}
{' No': -0.071836054, 'No': -3.3754456, ' no': -3.7716267, ' ': -5.2385955, '\n': -5.412049}
{' No': -0.10661115, 'No': -3.0897517, ' no': -3.41164, '\n': -4.618344, ' ': -5.1429467}
{' No': -0.15348488, 'No': -2.7414098, ' no': -2.829569, '\n': -4.8367763, ' ': -5.310285}
{' No': -0.01700409, 'No': -4.9508934, '\n': -5.028808, ' ': -5.9982295, ' NO': -7.797311}
{' No': -0.013632625, 'No': -4.685345, '\n': -6.006375, ' ': -6.553881, ' A': -8.362463}
{' No': -0.025627883, '\n': -4.2385335, 'No': -4.997042, ' ': -5.6825414, ' NO': -7.7182207}
{' No': -0.017000025, 'No': -4.710956, '\n': -5.2188277, ' ': -6.191108, ' no': -9.086372}
{' No': -0.07359601, 'No': -3.2544239, '\n': -3.6852844, ' ': -5.0857344, ' NO': -7.88553}
{' No': -0.06701953, 'No': -3.0888927, '\n': -4.2911253, ' ': -5.375182, ' A': -7.43838}
{' No': -0.1282605, '\n': -2.573659, 'No': -3.3617158, ' ': -4.757785, ' NO': -7.7641683}
{' No': -0.07259557, 'No': -3.1195655, '\n': -3.9120288, ' ': -5.2596455, ' NO': -9.13963}
{' No': -0.06584842, 'No': -3.3159626, '\n': -3.8441665, ' ': -5.3611774, ' NO': -7.525098}
{' No': -0.05977744, 'No': -3.2928894, '\n': -4.2120695, ' ': -5.410526, ' A': -6.7652535}
{' No': -0.08824837, '\n': -3.1290197, 'No': -3.4405105, ' ': -4.9254866, ' NO': -7.110115}
{' No': -0.0627376, 'No': -3.2232068, '\n': -4.1574197, ' ': -5.440622, ' NO': -8.174691}
{' No': -0.015481629, 'No': -4.5524955, ' ': -5.7682967, '\n': -6.6197906, ' NO': -8.861581}
{' No': -0.017019004, 'No': -4.45573, ' ': -5.664476, '\n': -6.606739, ' A': -8.305857}
{' No': -0.02344198, 'No': -4.2818975, '\n': -5.3436418, ' ': -5.4708047, ' NO': -8.641212}
{' No': -0.030162137, 'No': -3.8397782, ' ': -5.5381346, '\n': -5.5411634, ' no': -9.092821}
{' No': -0.032052662, 'No': -3.7060962, ' ': -5.6411123, '\n': -5.8602843, ' A': -8.724255}
{' No': -0.04227484, 'No': -3.4882376, '\n': -5.271822, ' ': -5.3214645, ' A': -7.589758}
{' No': -0.0493931, 'No': -3.6514173, '\n': -4.380125, ' ': -4.7310147, ' NO': -7.8637085}
{' No': -0.04872976, 'No': -3.2545536, ' ': -5.3191934, '\n': -5.7509947, ' no': -8.476229}
{' No': -0.04998827, 'No': -3.645146, '\n': -4.5132737, ' ': -4.710608, ' NO': -6.9115195}
{' No': -0.05069696, 'No': -3.454803, '\n': -4.89405, ' ': -5.023848, ' A': -6.2273726}
{' No': -0.058219902, 'No': -3.2928371, '\n': -4.713182, ' ': -4.875923, ' NO': -6.6680264}
{' No': -0.051091142, 'No': -3.319005, '\n': -5.206796, ' ': -5.216437, ' no': -6.733956}
{' Yes': -0.13986501, ' No': -2.135379, ' Generally': -5.041648, 'Yes': -5.961077, 'No': -6.798381}
{' Yes': -0.3414601, ' No': -1.2806674, 'No': -5.465453, 'Yes': -5.583659, ' Generally': -6.5895104}
{' Yes': -0.49931273, ' No': -1.7328563, ' Generally': -1.9647591, ' Wh': -3.8138573, ' On': -3.8983681}
{' No': -0.038633104, 'No': -3.6477408, ' Generally': -5.1587596, ' Yes': -5.491655, ' Wh': -7.1909213}
{' No': -0.25090158, ' Yes': -1.7949117, 'No': -3.1922848, ' Generally': -5.113084, 'Yes': -5.7754045}
{' Yes': -0.31379798, ' No': -1.4318591, 'No': -4.5326433, 'Yes': -4.589133, ' Generally': -5.345769}
{' No': -0.15616453, ' Yes': -3.0416129, 'No': -3.1039982, ' Generally': -3.3857462, ' Wh': -4.967842}
{' No': -0.08686978, 'No': -2.6759942, ' Yes': -4.553354, ' Generally': -6.339456, ' ': -7.3064404}
{' No': -0.11004968, 'No': -2.7126498, ' Yes': -3.5699744, '\n': -5.635833, ' ': -6.138894}
{' No': -0.12267665, ' Yes': -2.745096, 'No': -3.115106, ' ': -6.273044, 'Yes': -6.4440036}
{' No': -0.1658994, ' Yes': -2.6512165, 'No': -2.8951623, ' Generally': -5.04051, ' Wh': -5.445723}
{' No': -0.11763655, 'No': -2.538699, ' Yes': -3.7216403, ' ': -6.126147, '\n': -6.5568166}
{' No': -0.13531433, ' Yes': -2.3186047, 'No': -4.3513327, ' Generally': -5.007879, ' A': -5.066188}
{' Yes': -0.5157243, ' No': -0.9607201, 'No': -4.9939346, ' A': -5.447405, ' Generally': -5.5226574}
{' No': -0.6804573, ' Yes': -1.3345939, ' Wh': -2.1863549, ' Generally': -2.6396742, 'No': -4.0466547}
{' No': -0.16311957, ' Yes': -2.4018757, 'No': -3.1214151, ' Wh': -4.9737387, ' Generally': -5.0998545}
{' No': -0.089147404, 'No': -2.6042726, '\n': -5.579571, ' Yes': -6.1558366, ' ': -6.361959}
{' No': -0.11066841, 'No': -2.3329546, '\n': -6.11306, ' Yes': -6.52207, ' ': -6.553413}
{' No': -0.2097224, 'No': -2.1673393, ' Yes': -3.7384965, ' It': -4.641019, ' Generally': -4.857384}
{' No': -0.15120615, 'No': -2.1251748, ' Yes': -5.148448, ' ': -5.5695896, '\n': -5.636554}
{' No': -0.15519305, ' Yes': -2.5314672, 'No': -3.3123279, ' Generally': -4.322952, ' A': -4.8331294}
{' No': -0.75115573, ' Yes': -0.7593688, 'No': -3.6531024, ' Generally': -4.278009, 'Yes': -4.8879952}
{' No': -0.2140523, ' Yes': -2.5130138, 'No': -2.8651316, ' Generally': -3.8898525, ' Wh': -3.991318}
{' No': -0.20687237, 'No': -2.052499, ' Yes': -3.1227772, ' Generally': -5.350869, 'Yes': -5.9660187}
{' Yes': -0.23112182, ' No': -1.6224393, 'Yes': -6.0374837, ' ': -6.208353, ' A': -6.3550572}
{' No': -0.29337856, ' Yes': -1.4102724, ' ': -5.7583632, 'No': -5.9308615, ' A': -6.160028}
{' No': -0.1633446, ' Yes': -1.9565783, 'No': -5.2349596, ' Generally': -6.5777254, ' ': -7.0816793}
{' No': -0.029353995, ' Yes': -3.8922024, 'No': -5.1831245, ' ': -6.799846, '\n': -7.0619354}
{' No': -0.06244222, 'No': -2.944423, ' ': -6.115714, ' A': -6.1423426, '\n': -6.234731}
{' No': -0.06890716, 'No': -3.1741104, ' Yes': -4.3877816, ' A': -5.096123, '\n': -5.919325}
{' No': -0.07032699, 'No': -3.2824354, ' Yes': -3.9310179, ' Wh': -5.8444815, ' ': -5.8798046}
{' No': -0.07238774, 'No': -2.8088377, ' Yes': -5.537779, ' ': -5.9491343, '\n': -6.5554442}
{' No': -0.17157085, 'No': -2.4074125, '\n': -3.2006311, ' ': -4.5321856, ' A': -4.5494146}
{' No': -0.13911834, 'No': -2.5110683, '\n': -3.329565, ' ': -4.881309, ' A': -5.6997476}
{' No': -0.19519898, '\n': -2.5034113, 'No': -2.5835598, ' ': -4.277871, ' Yes': -5.920325}
{' No': -0.14829177, 'No': -2.419412, '\n': -3.2204275, ' ': -4.905389, ' Wh': -7.942987}
{' No': -0.014371926, 'No': -4.612585, ' Yes': -5.915849, ' ': -6.9618545, ' A': -7.6351223}
{' No': -0.013144042, 'No': -4.5678735, ' Yes': -6.6402593, ' ': -6.889572, ' A': -8.719871}
{' No': -0.020296568, 'No': -4.4319515, ' Yes': -4.9977193, ' ': -7.539658, ' Generally': -8.136309}
{' No': -0.015812095, 'No': -4.197584, ' ': -7.9937325, ' Yes': -8.779688, '\n': -9.627439}
{' No': -0.3490086, 'No': -1.3286896, '\n': -4.4612503, ' ': -4.659356, ' A': -5.401616}
{' No': -0.24567167, 'No': -1.6351293, '\n': -4.5426, ' ': -4.871658, ' A': -6.0097613}
{' No': -0.29305297, 'No': -1.4987317, '\n': -4.2965345, ' ': -4.4659576, ' NO': -6.4556694}
{' No': -0.29096127, 'No': -1.459201, '\n': -4.6202517, ' ': -4.805209, ' NO': -7.6372123}
{' No': -0.428605, ' Yes': -1.229676, 'No': -3.8026836, ' A': -4.255563, ' ': -4.9001846}
{' No': -0.2648404, ' Yes': -1.7299205, 'No': -3.7621777, ' A': -4.0790205, ' ': -4.990467}
{' Yes': -0.44159174, ' No': -1.2021643, 'No': -4.2166066, 'Yes': -4.4503455, ' yes': -4.784312}
{' No': -0.6708303, ' Yes': -0.8500276, 'No': -3.5704331, 'Yes': -4.5821624, ' ': -5.0186095}
{' No': -0.15649429, 'No': -2.3546011, ' Yes': -3.5189514, ' A': -4.786973, ' Generally': -5.912516}
{' No': -0.22975826, ' Yes': -2.322463, 'No': -2.5183647, ' A': -4.4392138, ' Generally': -5.495696}
{' No': -0.7472688, ' Yes': -1.1965506, 'No': -2.5675097, ' Wh': -3.0453672, ' Generally': -3.939142}
{' No': -0.72575223, ' Yes': -1.2286133, 'No': -2.2321715, ' Wh': -3.4648554, 'Yes': -3.6302798}
{' No': -0.12149839, 'No': -2.1859686, ' Yes': -7.229749, ' ': -7.59785, ' no': -7.725045}
{' No': -0.25275624, ' Yes': -2.1097946, 'No': -2.364132, 'Yes': -5.1620445, ' ': -6.763893}
{' No': -0.24557474, 'No': -1.6286618, ' Yes': -4.1690807, ' Generally': -5.769613, 'Yes': -6.62055}
{' No': -0.24711393, 'No': -1.5284727, ' Yes': -6.986916, ' Generally': -7.848572, ' ': -8.281978}
{' No': -0.14386323, 'No': -2.048061, ' Yes': -5.648238, ' ': -7.4158287, 'Yes': -8.275805}
{' No': -0.17292464, 'No': -1.9548249, ' Yes': -4.232907, 'Yes': -6.7610803, ' ': -7.081311}
{' No': -0.25775757, 'No': -1.5561069, ' Yes': -4.56439, ' Generally': -6.510695, 'Yes': -6.8219514}
{' No': -0.24542329, 'No': -1.5730219, ' Yes': -4.950219, 'Yes': -7.0038, ' ': -7.165309}
{' No': -0.024458682, 'No': -3.871899, ' Yes': -5.9072113, ' ': -8.324799, ' no': -9.240011}
{' No': -0.4397932, ' Yes': -1.0796343, 'No': -4.4678006, 'Yes': -5.714951, ' ': -7.5831084}
{' No': -0.12613611, 'No': -2.8107617, ' Yes': -2.9730294, ' Generally': -6.078757, 'Yes': -6.3638887}
{' No': -0.10366309, 'No': -2.6889844, ' Yes': -3.658797, ' Generally': -6.4718876, 'Yes': -6.956457}
{' No': -0.45687982, 'No': -1.0131695, ' ': -6.937774, ' A': -7.427462, ' Generally': -7.4682765}
{' No': -0.59392333, 'No': -0.812187, '\n': -6.9445405, ' ': -6.998257, ' A': -7.436069}
{' No': -0.59472376, 'No': -0.9407569, ' Wh': -4.127, ' Yes': -4.579117, ' Generally': -4.5884056}
{' No': -0.6038497, 'No': -0.8137229, ' Wh': -6.124087, ' Generally': -6.1409473, '\n': -6.523038}
{' No': -0.10075677, 'No': -2.3717928, ' ': -7.1827717, ' Yes': -7.4729342, ' no': -7.649918}
{' No': -0.106406935, 'No': -2.325588, ' ': -7.2777877, ' no': -7.4393187, ' A': -7.7598658}
{' No': -0.29874957, 'No': -2.068008, ' Yes': -2.376615, ' Wh': -4.0282683, ' Generally': -4.73062}
{' No': -0.37765867, 'No': -1.5910413, ' Yes': -2.548496, 'Yes': -4.6303954, ' Wh': -4.717423}
{' Yes': -0.08366018, ' yes': -3.0361252, ' No': -3.7687683, ' ': -5.4459324, 'Yes': -5.8095818}
{' Yes': -0.115516715, ' No': -2.8087537, ' yes': -3.353731, ' ': -5.078134, 'Yes': -5.3960094}
{' Yes': -0.19085312, ' No': -1.9443169, ' yes': -3.736713, 'Yes': -6.027011, ' ': -6.259954}
{' Yes': -0.1846394, ' No': -2.0011942, ' yes': -3.9850063, 'Yes': -5.15567, ' ': -5.4384923}
{' No': -0.19391854, ' Yes': -2.4570408, 'No': -2.7899916, ' A': -4.4639034, ' ': -4.9412537}
{' No': -0.7209623, ' Yes': -0.84201217, 'No': -3.3573818, ' A': -4.3616047, 'Yes': -4.5119495}
{' No': -0.47179186, ' Yes': -1.3421246, 'No': -2.5657003, 'Yes': -4.7122836, ' ': -4.8737464}
{' No': -0.35281017, ' Yes': -1.7108138, 'No': -2.4615443, '\n': -4.8052425, ' ': -4.8200912}
{' No': -0.2986632, 'No': -2.2324476, '\n': -2.6254227, ' A': -3.4445524, ' Yes': -3.6394088}
{' No': -0.2594579, 'No': -2.1468575, '\n': -2.7465146, ' Yes': -3.7360413, ' ': -4.433873}
{' No': -0.4056573, 'No': -1.9495968, ' Yes': -2.5712988, '\n': -2.6572862, ' Wh': -4.1770954}
{' No': -0.55820274, 'No': -1.8082999, '\n': -2.141079, ' Yes': -2.2995987, ' ': -3.8190246}
{' No': -0.07897197, ' Yes': -3.1343691, 'No': -3.6843011, ' A': -5.902237, ' ': -6.123801}
{' Yes': -0.49965766, ' No': -0.9950114, 'No': -4.770276, 'Yes': -5.005439, ' ': -5.7796106}
{' No': -0.050338604, 'No': -3.189819, ' Yes': -5.4076724, ' ': -7.0287585, '\n': -7.238779}
{' No': -0.10683497, ' Yes': -2.9962924, 'No': -3.0893118, ' ': -6.6704946, '\n': -6.6780715}
{' No': -0.30176008, 'No': -1.4828781, '\n': -3.9190543, ' ': -5.0862846, ' no': -5.594189}
{' No': -0.31101012, 'No': -1.4726942, '\n': -3.5681913, ' ': -5.102033, ' no': -6.361083}
{' No': -0.3503357, 'No': -1.3260628, '\n': -4.3257804, ' ': -5.057422, ' no': -5.327562}
{' No': -0.36983922, 'No': -1.2661654, '\n': -3.9336934, ' ': -5.341641, ' no': -6.7115574}
