{' Right': -0.019237828, ' right': -3.9719508, 'Right': -9.226725, ' "': -9.861021, 'right': -10.116972}
{' Left': -0.2526198, ' left': -1.5757093, 'left': -5.2414255, 'Left': -5.632869, ' Even': -5.720181}
{' Right': -0.5611598, ' right': -1.0635059, ' Left': -4.0606523, ' Even': -4.0934606, ' even': -4.214089}
{' left': -0.66615194, ' Left': -0.7372732, 'left': -5.1764097, 'Left': -6.189154, ' e': -9.171745}
{' Right': -0.27270585, ' right': -1.4916846, 'right': -5.311087, 'Right': -5.449002, ' Left': -5.960358}
{' Left': -0.072487645, ' left': -2.8148715, 'Left': -5.64786, ' Right': -6.0003724, 'left': -6.3840065}
{' Right': -0.28262097, ' right': -1.8790946, ' Left': -3.266952, ' Even': -4.380384, ' even': -4.6367126}
{' Left': -0.45928684, ' left': -1.0284245, 'left': -5.124465, 'Left': -5.8150053, ' e': -6.733723}
{' Right': -0.29650354, ' right': -1.5443273, ' Left': -3.8796446, ' left': -4.63205, 'right': -5.0325933}
{' Left': -0.6340149, ' left': -0.85124856, ' Right': -4.0535746, ' right': -4.410952, 'left': -5.436335}
{' right': -0.5159444, ' Right': -1.3288354, ' left': -3.257205, ' e': -3.2848063, ' even': -3.7808864}
{' left': -0.21791646, ' Left': -1.6802367, 'left': -5.3457947, ' e': -5.750301, 'Left': -6.803537}
{' right': -0.42935932, ' Right': -1.1351794, ' left': -4.359205, 'right': -4.987432, ' Left': -5.293186}
{' Left': -0.06880798, ' left': -2.8439622, 'Left': -5.2410393, 'left': -6.2895164, ' Right': -7.601692}
{' Right': -0.14501673, ' Left': -2.8250608, ' right': -2.9133823, 'Right': -4.9854918, ' left': -5.1464624}
{' Left': -0.31927124, ' left': -1.3288118, 'left': -5.4163322, 'Left': -5.5635905, ' ': -9.038472}
{' Right': -0.14297104, ' right': -2.1999702, ' Left': -4.6536274, 'Right': -5.1890965, 'right': -5.590357}
{' Left': -0.2120699, ' left': -2.300979, ' Right': -3.2395146, ' Even': -3.4087844, ' even': -5.2124643}
{' Right': -0.44885385, ' right': -2.0907776, ' e': -2.21256, ' Even': -3.159831, ' Left': -3.3978915}
{' Left': -0.38305733, ' left': -1.176112, ' e': -5.2791257, 'left': -5.998663, 'Left': -6.3694024}
{' Right': -0.10780285, ' right': -2.4483771, ' Left': -5.137943, 'Right': -5.4995284, 'right': -5.9095488}
{' Left': -0.5698575, ' left': -1.0483482, 'left': -3.4315133, 'Left': -3.645751, ' Right': -4.4726076}
{' right': -0.66945547, ' Right': -1.1765012, 'right': -1.9988048, 'Right': -3.3472831, ' left': -5.9472337}
{' left': -0.38686913, ' Left': -1.3304306, 'left': -3.2105289, 'Left': -4.144836, ' ': -8.303614}
{' right': -0.4860417, ' Right': -1.3701991, 'right': -2.2836072, 'Right': -3.7514207, ' left': -5.9012623}
{' Left': -0.5094575, ' left': -1.5688771, ' Right': -1.856696, ' right': -3.4327934, 'left': -6.360026}
{' Left': -0.5273509, ' Right': -1.2668452, ' left': -2.3476348, ' right': -3.471166, 'left': -7.0579257}
{' Left': -0.7859728, ' left': -0.9478361, ' Right': -2.223326, ' right': -3.085356, 'left': -6.0964866}
{' Right': -0.95571494, ' Left': -1.022249, ' left': -2.0288503, ' right': -2.103092, 'left': -6.9383082}
{' Left': -0.15453176, ' left': -2.231743, ' Right': -3.4950716, ' right': -5.874376, 'left': -6.359753}
{' Left': -0.49313983, ' Right': -1.0420939, ' left': -3.6947541, ' right': -4.5838895, 'left': -7.545944}
{' Left': -0.36919984, ' Right': -1.6482736, ' left': -2.3573246, ' right': -3.970442, 'left': -6.469131}
{' Left': -0.42451254, ' Right': -1.549007, ' left': -2.2976186, ' right': -3.4913766, 'left': -6.6838527}
{' Left': -0.206776, ' Right': -2.078667, ' left': -2.9284785, ' right': -4.9836197, 'left': -7.313984}
{' Left': -0.08954575, ' Right': -3.1622612, ' left': -3.204343, ' right': -6.444909, 'left': -7.4768877}
{' Left': -0.18224746, ' left': -2.3505268, ' Right': -2.7520354, ' right': -5.2102323, 'left': -6.7961006}
{' Left': -0.46530136, ' Right': -1.3242853, ' left': -2.5927217, ' right': -3.526979, 'left': -7.2330203}
{' Left': -0.35665226, ' left': -1.7578057, ' Right': -2.3005877, ' right': -3.7026336, 'left': -6.4657826}
{' Left': -0.7216812, ' Right': -1.0132462, ' left': -2.43506, ' right': -2.800918, 'left': -6.9419184}
{' Left': -0.89184934, ' Right': -1.3241404, ' left': -1.609804, ' right': -2.1230886, 'left': -6.2107024}
{' Left': -0.6731091, ' left': -1.4972267, ' Right': -1.7494202, ' right': -2.431934, 'left': -6.1692505}
{' Left': -0.07868001, ' left': -3.264576, ' Right': -3.4002645, 'Left': -6.521623, 'left': -6.685293}
{' Left': -0.06860809, ' left': -3.3858724, ' Right': -3.5456798, 'Left': -6.500736, 'left': -6.788819}
{' Left': -0.14864399, ' left': -2.2940068, ' Right': -3.4852738, ' right': -5.905371, 'left': -6.183323}
{' Left': -0.10975456, ' left': -2.9296935, ' Right': -3.08111, ' right': -6.003151, 'Left': -6.892978}
{' Left': -0.081607364, ' Right': -2.9502635, ' left': -3.7362456, ' right': -6.7489386, 'Left': -7.9220457}
{' Left': -0.1300418, ' Right': -2.2816243, ' left': -4.07391, ' right': -6.3293347, 'Left': -7.856084}
{' Left': -0.16122283, ' Right': -2.156975, ' left': -3.5454063, ' right': -5.750263, 'left': -7.5396}
{' Left': -0.0814318, ' Right': -2.9209435, ' left': -3.8090205, ' right': -6.6626945, 'Left': -7.920615}
{' Left': -0.2943484, ' left': -1.6916872, ' Right': -3.022509, ' right': -4.4987626, 'left': -5.1927495}
{' Left': -0.5725863, ' Right': -1.1671315, ' left': -2.569607, ' right': -3.33062, 'Left': -5.590399}
{' Left': -0.52339584, ' left': -1.6885685, ' Right': -1.8047945, ' right': -3.1906624, 'left': -5.001421}
{' Left': -0.49712643, ' left': -1.4565037, ' Right': -2.24038, ' right': -3.2683418, 'left': -5.05703}
{' Right': -0.053624813, ' right': -3.0047603, ' Left': -6.2706428, 'right': -8.113861, 'Right': -8.17538}
{' Left': -0.17238288, ' left': -2.0319352, ' Right': -3.767035, ' right': -5.783219, 'left': -7.1422367}
{' Right': -0.33270788, ' right': -1.2665153, 'right': -7.020606, 'Right': -8.426404, ' Left': -9.8336935}
{' Left': -0.23835596, ' left': -1.7066271, ' Right': -3.7129042, ' right': -5.295365, 'left': -7.0161934}
{' Right': -0.038342584, ' right': -3.5768135, ' Left': -4.897069, 'Right': -6.8834805, 'right': -7.251921}
{' Left': -0.117509976, ' left': -2.404955, ' Right': -4.1244698, 'left': -6.1292458, ' right': -6.549206}
{' Right': -0.11160562, ' right': -2.3698912, ' Left': -4.7683396, 'right': -6.4045973, ' left': -6.8159246}
{' Left': -0.20012449, ' left': -2.2461848, ' Right': -2.7380025, ' right': -4.9292755, 'left': -5.9548006}
{' Right': -0.021092378, ' Left': -4.4857054, ' right': -4.863324, 'Right': -6.7458315, 'right': -8.015029}
{' Left': -0.031622507, ' left': -3.629086, ' Right': -5.8630176, 'left': -6.994236, 'Left': -7.2107887}
{' Right': -0.043048274, ' right': -3.222995, 'Right': -6.9535823, 'right': -7.027024, ' Left': -7.9846354}
{' Left': -0.065291084, ' left': -3.4558492, ' Right': -3.5569367, 'left': -6.8090367, ' right': -6.9718685}
{' Right': -0.2140698, ' right': -1.8440804, ' Left': -3.6091409, ' left': -5.219214, 'right': -6.8574715}
{' Left': -0.8731603, ' Right': -1.0250214, ' right': -2.0934913, ' left': -2.3282497, 'right': -6.7624593}
{' right': -0.6450601, ' Right': -0.7737699, ' Left': -5.1822457, 'right': -5.52793, ' left': -5.6317296}
{' Right': -1.0113616, ' Left': -1.163877, ' right': -1.6825995, ' left': -2.0101428, 'right': -6.4341197}
{' Right': -0.009018334, ' right': -5.034683, 'Right': -6.413992, ' Left': -7.6535473, 'right': -8.407539}
{' Left': -0.035018876, ' left': -3.4350698, 'Left': -6.7206817, 'left': -7.0249095, ' Right': -9.458954}
{' Right': -0.027254004, ' right': -3.7033556, 'Right': -6.404485, 'right': -7.5305324, ' ': -10.42663}
{' Left': -0.055687204, ' left': -2.993515, 'Left': -6.084179, 'left': -6.493305, ' Right': -8.451273}
{' Right': -0.008070306, ' right': -5.1129093, ' Left': -6.4616528, 'Right': -8.102186, 'right': -9.52594}
{' Left': -0.037702758, ' left': -3.3268223, ' Right': -7.8183036, 'left': -7.822305, 'Left': -8.230313}
{' Right': -0.028827067, ' right': -3.5791407, 'Right': -8.338643, 'right': -8.487103, ' Left': -10.001455}
{' Left': -0.052173696, ' left': -3.0248508, ' Right': -6.7011585, 'left': -7.286722, 'Left': -8.184755}
{' Right': -0.075664796, ' right': -2.8944628, 'Right': -4.644438, 'right': -5.2691307, ' Left': -6.049871}
{' Left': -0.7765702, ' left': -1.4552754, ' Right': -1.608878, ' right': -2.532046, 'left': -4.3912225}
{' Right': -0.22087255, ' right': -1.7213513, 'right': -4.455709, 'Right': -4.8861556, ' ': -9.079331}
{' Left': -0.31374946, ' left': -1.6099434, ' Right': -3.1537325, ' right': -4.511177, 'left': -4.7534537}
{' Right': -0.0426353, ' right': -3.208174, ' Left': -7.3020344, 'Right': -7.9134173, 'right': -8.620985}
{' Left': -0.17378825, ' left': -2.2249434, ' Right': -3.0577164, ' right': -5.713297, 'Left': -7.462953}
{' Right': -0.064305834, ' right': -2.78527, 'Right': -8.243864, ' Left': -9.044606, 'right': -9.10179}
{' Left': -0.216164, ' left': -1.6436447, 'left': -7.398943, 'Left': -7.8127956, ' Right': -9.283644}
{' Right': -0.32606757, ' right': -1.9462153, ' Left': -2.4132526, ' left': -3.2293096, 'right': -5.5953903}
{' Left': -0.74003434, ' Right': -0.8267787, ' left': -2.84355, ' right': -3.7266235, 'left': -6.8437495}
{' Right': -0.043875363, ' right': -3.1987274, 'Right': -6.72134, 'right': -7.384413, ' Left': -8.586538}
{' Left': -0.27649176, ' left': -1.4379927, 'left': -5.8372874, 'Left': -6.7426724, ' Right': -9.910398}
{' Right': -0.28033862, ' right': -1.4751227, 'right': -5.222954, ' Left': -5.318581, ' left': -5.809723}
{' Left': -0.34245616, ' left': -1.8694279, ' Right': -2.1356995, ' right': -4.439872, 'left': -5.863761}
{' Right': -0.13192104, ' right': -2.1512902, 'right': -6.1158895, 'Right': -6.1910458, ' Left': -6.2489667}
{' Left': -0.28345346, ' left': -1.4249444, 'left': -5.511212, 'Left': -6.144768, ' Right': -9.36022}
{' right': -0.63557136, ' Right': -0.8121537, ' left': -4.256709, ' Left': -4.7372556, 'right': -5.935118}
{' Left': -0.8144517, ' left': -1.3179764, ' Right': -1.5678563, ' right': -2.5550084, 'left': -6.374054}
{' Right': -0.34523016, ' right': -1.2381248, 'right': -6.890123, 'Right': -7.204717, ' left': -9.591757}
{' left': -0.32937592, ' Left': -1.2840554, 'left': -5.833219, 'Left': -7.436336, ' right': -9.159156}
{' Right': -0.3622252, ' right': -1.2933089, 'right': -4.6781545, ' Left': -4.8686304, ' left': -4.9696407}
{' Left': -0.69775814, ' left': -0.7602238, 'left': -4.382347, ' Right': -4.467663, 'Left': -5.059971}
{' Right': -0.087347224, ' right': -2.603445, 'Right': -5.4736633, ' Left': -6.01024, 'right': -6.2835956}
{' Left': -0.58337975, ' left': -0.8457604, 'left': -4.79636, 'Left': -5.422474, ' Right': -9.938903}
{' Right': -0.15345798, ' right': -2.5518935, ' Left': -3.0037255, ' left': -4.4273243, 'right': -6.5242367}
{' Left': -0.32763737, ' Right': -1.8404852, ' left': -2.2110946, ' right': -4.8298326, 'left': -6.4328785}
{' Right': -0.040776588, ' right': -3.2414732, 'Right': -7.592906, 'right': -8.437974, ' "': -10.22063}
{' Left': -0.11906632, ' left': -2.1996632, 'left': -7.1040015, 'Left': -7.4488254, ' "': -12.819254}
{' right': -0.6409862, ' Right': -0.8212498, 'right': -3.7367368, 'Right': -4.8678403, ' left': -7.006232}
{' Left': -0.63938785, ' left': -0.9528149, ' Right': -3.1028373, ' right': -3.8032956, 'left': -4.7072206}
{' Right': -0.49784827, ' right': -1.0034292, 'right': -4.2972713, 'Right': -4.4680133, ' ': -8.158694}
{' left': -0.39644048, ' Left': -1.166109, 'left': -4.5269217, 'Left': -5.3329387, ' ': -9.733129}
{' Left': -0.17168988, ' left': -1.8717955, ' Right': -5.9703727, 'left': -6.993553, 'Left': -8.170414}
{' Right': -0.017477028, ' right': -4.1192455, ' Left': -7.3647914, 'Right': -8.31035, 'right': -8.943574}
{' Left': -0.16517022, ' left': -2.2057605, ' Right': -3.2569578, ' right': -6.088512, 'left': -7.0546064}
{' Right': -0.06684848, ' right': -3.13199, ' Left': -4.01679, ' left': -6.1113825, 'right': -7.8509645}
{' Left': -0.23549165, ' left': -1.6106633, 'left': -5.2662034, ' Right': -5.7308607, 'Left': -6.6743946}
{' Right': -0.045006976, ' right': -3.316413, ' Left': -5.340604, 'Right': -6.748135, 'right': -6.847068}
{' Left': -0.6133437, ' Right': -1.0452971, ' left': -2.5283732, ' right': -3.7813637, 'left': -6.217143}
{' Left': -0.35882232, ' Right': -1.711348, ' left': -2.292809, ' right': -4.2099576, 'left': -5.917235}
{' Left': -0.5230997, ' left': -1.311733, ' Right': -2.160093, ' right': -4.0352077, 'left': -5.704126}
{' Right': -0.78182036, ' Left': -1.0812455, ' left': -1.9680558, ' right': -2.8345203, 'left': -6.3217196}
{' Right': -0.28627315, ' Left': -1.897031, ' right': -2.7561047, ' left': -3.4571927, 'right': -6.390958}
{' Left': -0.42731252, ' left': -1.5389553, ' Right': -2.2324808, ' right': -3.8524394, 'left': -5.923211}
{' left': -0.47904992, ' Left': -0.9854625, 'left': -5.2890835, ' Right': -6.8522067, ' right': -7.2869396}
{' Right': -0.23641625, ' right': -1.5774844, 'right': -6.3452816, ' Left': -7.02483, 'Right': -7.2189713}
{' Left': -0.8913791, ' left': -1.254504, ' Right': -1.5423018, ' right': -2.4655216, 'left': -5.7109365}
{' Right': -0.75036526, ' Left': -1.2562418, ' left': -2.0854273, ' right': -2.1752043, 'right': -6.0862374}
{' left': -0.46296066, ' Left': -1.189817, ' Right': -3.3807516, ' right': -3.8851597, 'left': -4.6546793}
{' left': -0.57485133, ' Left': -0.9030679, ' Right': -4.1481185, ' right': -4.953428, 'left': -4.9737983}
{' Right': -0.33926395, ' Left': -2.0145473, ' right': -2.3444557, ' left': -2.9795835, 'right': -5.9238753}
{' Left': -0.31651998, ' left': -1.3516858, ' Right': -5.1935396, 'left': -5.6322412, 'Left': -6.1951437}
{' Left': -0.28811648, ' left': -1.3922119, 'left': -6.5840793, 'Left': -8.183118, ' Right': -9.009123}
{' Right': -0.023762127, ' right': -3.8412097, ' Left': -6.795027, 'Right': -7.7230473, 'right': -8.128805}
{' Left': -0.11293516, ' left': -2.4522562, ' Right': -4.050084, 'left': -6.2253103, ' right': -7.438231}
{' Right': -0.026849948, ' right': -4.062292, ' Left': -4.8346233, ' left': -7.559068, 'Right': -7.7963614}
{' Left': -0.63858855, ' left': -0.8174465, 'left': -4.2733274, ' Right': -4.870011, 'Left': -5.293879}
{' Right': -0.27475247, ' right': -1.8619508, ' Left': -3.054028, ' left': -3.7897897, 'right': -4.8872766}
{' Right': -0.6043048, ' right': -1.5357776, ' Left': -2.0245526, ' left': -2.4349113, 'right': -4.651527}
{' Left': -0.4876775, ' left': -1.0746983, ' Right': -3.7805603, ' right': -4.812777, 'left': -4.895461}
{' Left': -0.49861962, ' Right': -1.1736094, ' left': -2.7730775, ' right': -3.920075, 'Left': -7.9762516}
{' Right': -0.40344155, ' Left': -1.5562621, ' right': -2.5237515, ' left': -3.2531521, 'right': -7.0972395}
{' Left': -0.4967607, ' left': -0.9451268, 'left': -6.411699, 'Left': -7.325307, ' Right': -7.8483057}
{' Right': -0.26619726, ' right': -1.5686245, ' Left': -4.168089, ' left': -4.796959, 'right': -7.0705376}
{' Left': -0.22620578, ' left': -1.6661853, 'left': -5.41234, 'Left': -5.7275844, ' Right': -6.2117324}
{' Right': -0.5996161, ' right': -0.93150806, 'right': -4.4545565, ' even': -4.4561853, ' Left': -4.679763}
{' left': -0.4558691, ' Left': -1.0255368, 'left': -5.1726947, 'Left': -6.412154, ' ': -9.306562}
{' Right': -0.66889155, ' right': -0.7490937, 'right': -4.784801, 'Right': -5.569244, ' left': -6.7376947}
{' Left': -0.09275469, ' left': -2.552706, 'Left': -5.7070885, ' Right': -5.9378815, 'left': -6.238308}
{' Right': -0.31959504, ' right': -1.6319823, ' Left': -3.4887426, 'right': -4.6033683, ' left': -4.627853}
{' left': -0.5376213, ' Left': -0.95794195, ' e': -3.9673834, 'left': -4.642895, 'Left': -6.0542035}
{' Right': -0.4103994, ' right': -1.1843119, ' Left': -4.63156, 'right': -4.7803826, ' left': -5.012799}
{' left': -0.53416646, ' Left': -0.98455065, ' even': -3.969702, 'left': -5.156624, ' Even': -5.5796375}
{' right': -0.4496224, ' Right': -1.855058, ' e': -2.5402555, ' even': -2.5503037, ' left': -3.971202}
{' left': -0.12158307, ' Left': -2.2835512, 'left': -5.16231, ' e': -5.175223, 'Left': -7.0995603}
{' right': -0.2451921, ' Right': -1.6085418, 'right': -4.7464337, ' left': -5.475756, 'Right': -6.253254}
{' Left': -0.0776468, ' left': -2.7308278, 'Left': -5.133265, 'left': -6.224945, ' Even': -7.4782276}
{' Right': -0.30099678, ' Left': -1.91403, ' right': -2.7705882, ' left': -3.945076, 'Right': -4.7604027}
{' Left': -0.5609185, ' left': -0.86987275, 'left': -5.101547, 'Left': -5.593587, ' ': -8.435504}
{' Right': -0.2344719, ' right': -1.7166802, ' Left': -4.4999404, 'Right': -4.989669, 'right': -5.192344}
{' Left': -0.24066448, ' left': -2.2568007, ' Even': -2.8366058, ' Right': -3.8950565, ' even': -4.27798}
{' e': -1.0299908, ' Right': -1.3084103, ' Even': -1.8211915, ' even': -2.674833, ' Left': -2.8757186}
{' Left': -0.60826856, ' left': -0.91154665, ' e': -3.0649376, 'left': -5.5398154, 'Left': -6.242322}
{' Right': -0.14684261, ' right': -2.1371706, ' Left': -5.0682464, 'Right': -5.637168, 'right': -5.8390346}
{' Left': -0.6337767, ' left': -0.9361564, 'left': -3.3866339, 'Left': -3.676091, ' Right': -4.896764}
{' right': -0.53091186, ' Right': -1.4867262, 'right': -1.8824075, 'Right': -3.5422642, ' ': -6.5586195}
{' left': -0.2899044, ' Left': -1.5901688, 'left': -3.370667, 'Left': -4.334967, ' ': -8.161149}
{' right': -0.36509642, ' Right': -1.718284, 'right': -2.2435184, 'Right': -4.014955, ' left': -6.997321}
{' Left': -0.62778544, ' left': -1.3471458, ' Right': -1.9024951, ' right': -2.9081655, 'left': -6.333601}
{' Left': -0.4954889, ' Right': -1.2544001, ' left': -2.5771406, ' right': -3.5724905, 'left': -7.0986605}
{' Left': -0.73192084, ' left': -1.1923853, ' Right': -1.8988081, ' right': -2.7699764, 'left': -6.0435205}
{' Left': -0.9199943, ' Right': -1.157423, ' left': -1.8086165, ' right': -2.1100674, 'left': -6.8516717}
{' Left': -0.14997302, ' left': -2.295475, ' Right': -3.4055367, ' right': -5.8228755, 'left': -6.540041}
{' Left': -0.536132, ' Right': -0.9580891, ' left': -3.9038172, ' right': -4.6167383, 'Left': -7.7839704}
{' Left': -0.4179533, ' Right': -1.4411409, ' left': -2.501459, ' right': -3.8887174, 'left': -6.6655974}
{' Left': -0.3934367, ' Right': -1.6662008, ' left': -2.2397785, ' right': -3.5955334, 'left': -6.7261314}
{' Left': -0.16910572, ' Right': -2.374058, ' left': -2.8853626, ' right': -5.225136, 'left': -7.3701034}
{' Left': -0.107093535, ' Right': -2.6760154, ' left': -3.5181499, ' right': -6.228885, 'Left': -7.5820456}
{' Left': -0.21872576, ' Right': -2.1232076, ' left': -2.700602, ' right': -4.8557878, 'left': -6.978859}
{' Left': -0.40069634, ' Right': -1.4190909, ' left': -2.7326512, ' right': -3.8336606, 'left': -7.4352245}
{' Left': -0.38360825, ' left': -1.5691704, ' Right': -2.496258, ' right': -3.7085342, 'left': -6.1664944}
{' Left': -0.8048296, ' Right': -0.914443, ' left': -2.5120382, ' right': -2.6851034, 'left': -6.995646}
{' Left': -0.98620075, ' Right': -1.1684079, ' left': -1.714436, ' right': -2.0251164, 'left': -6.390747}
{' Left': -0.7503226, ' left': -1.2018665, ' Right': -2.0427382, ' right': -2.381592, 'left': -5.9151173}
{' Left': -0.041491013, ' left': -3.6247163, ' Right': -4.4402795, 'Left': -6.725416, 'left': -7.3574467}
{' Left': -0.05908132, ' Right': -3.4809446, ' left': -3.7408514, 'Left': -6.611036, ' right': -7.2497544}
