{'\n': -9.868756, ' ': -9.318076, ' Yes': -0.0024784687, ' yes': -8.480762, 'Yes': -6.177218}
{' No': -0.15138268, '\n': -3.6083586, ' ': -4.253399, 'No': -2.3382342, ' no': -7.2928176}
{' No': -0.028089818, '\n': -6.11211, ' ': -5.086464, 'No': -4.1478443, ' no': -6.4235506}
{' No': -0.054297246, ' ': -5.566059, 'No': -3.3157299, ' Yes': -5.01948, ' no': -5.6313205}
{' No': -0.07548949, ' ': -6.1817102, 'No': -2.6858237, ' Yes': -6.6522684, ' no': -7.8193035}
{' No': -2.2577376, 'No': -4.746303, ' Yes': -0.19049032, ' yes': -4.4609523, 'Yes': -3.2823527}
{' No': -0.0115494765, ' ': -7.189186, 'No': -4.7394757, ' Yes': -6.5188866, ' no': -8.181979}
{' No': -0.26291957, '\n': -6.360054, ' ': -6.178197, 'No': -1.4881411, ' Yes': -7.678391}
{' No': -0.09768211, ' ': -7.501918, 'No': -2.387866, 'no': -8.690551, ' no': -7.9511647}
{' No': -0.018564563, '\n': -6.8231087, ' ': -4.8530183, 'No': -5.8881383, ' no': -5.129765}
{' No': -0.04002079, '\n': -4.933425, ' ': -4.8769574, 'No': -3.8436573, ' no': -6.0358477}
{' No': -0.13443366, '\n': -2.6711996, ' ': -4.193483, 'No': -3.3492486, ' no': -5.5229387}
{' No': -0.01481295, '\n': -5.8254147, ' ': -5.629652, 'No': -4.9423184, ' no': -7.144927}
{' No': -0.20229773, '\n': -2.6539388, ' ': -4.4185014, 'No': -2.368008, ' no': -5.412002}
{' No': -0.1516853, '\n': -3.4588122, ' ': -4.115848, 'No': -4.0826826, ' no': -2.8139775}
{' No': -0.010614464, '\n': -5.7549286, ' ': -5.4130516, 'No': -5.9387336, ' no': -9.175385}
{' No': -0.050743118, '\n': -3.7175694, ' ': -4.8010006, 'No': -4.1320186, ' no': -8.37201}
{' No': -0.09270603, '\n': -3.0668633, ' ': -4.059724, 'No': -3.827369, ' Yes': -6.9201336}
{' No': -0.021250788, '\n': -5.1697397, ' ': -4.551999, 'No': -5.4555273, ' Yes': -8.802294}
{' No': -0.0613916, '\n': -3.5916479, ' ': -4.7823415, 'No': -3.7943587, ' no': -7.8338485}
{' No': -0.096698426, '\n': -3.493137, ' ': -3.7686124, 'No': -4.1610885, ' Yes': -4.3784585}
{'\n': -9.124142, ' ': -8.577871, ' Yes': -0.0036207028, ' yes': -9.081293, 'Yes': -5.7521176}
{'\n': -9.835918, ' ': -7.5626903, ' Yes': -0.013435544, ' yes': -7.808138, 'Yes': -4.4026065}
{'\n': -7.9108405, ' ': -7.551387, ' Yes': -0.021189721, ' yes': -7.40479, 'Yes': -3.9551036}
{' YES': -11.138637, ' ': -8.924836, ' Yes': -0.002532426, ' yes': -9.126027, 'Yes': -6.097043}
{'\n': -7.8717966, ' ': -7.1261187, ' Yes': -0.020312503, ' yes': -7.865926, 'Yes': -4.0025682}
{'\n': -8.225418, ' ': -7.6883516, ' Yes': -0.016083233, ' yes': -7.044457, 'Yes': -4.2639947}
{'\n': -7.1484365, ' ': -6.66161, ' Yes': -0.004655008, ' yes': -7.341474, 'Yes': -6.3259172}
{'\n': -6.8662567, ' ': -6.632725, ' Yes': -0.013315816, ' yes': -7.1280556, 'Yes': -4.629473}
{'\n': -3.8487911, ' ': -5.2347927, ' Yes': -0.060466945, ' yes': -6.491271, 'Yes': -3.5243263}
{'\n': -8.663309, ' ': -6.826536, ' Yes': -0.0037523191, ' yes': -8.031479, 'Yes': -6.1706014}
{'\n': -5.0324717, ' ': -5.333425, ' Yes': -0.100391425, ' yes': -5.801803, 'Yes': -2.5318432}
{'\n': -6.7594423, ' ': -5.937365, ' Yes': -0.021699851, ' yes': -5.214697, 'Yes': -4.485121}
{' YES': -7.3440275, ' ': -6.5839405, ' Yes': -0.040660057, ' yes': -4.1534204, 'Yes': -3.8773968}
{' YES': -8.314783, ' ': -7.0068955, ' Yes': -0.034555215, ' yes': -6.19675, 'Yes': -3.494945}
{' ': -6.5395837, ' Yes': -0.060006652, ' yes': -5.218517, 'Yes': -3.0069575, 'yes': -7.561158}
{' YES': -8.956999, ' ': -7.361859, ' Yes': -0.0121269915, ' yes': -6.352936, 'Yes': -4.6809998}
{' ': -7.262318, ' Yes': -0.099486515, ' yes': -6.4014554, 'Yes': -2.3943684, 'yes': -7.6476912}
{' ': -8.049507, ' Yes': -0.028165957, ' yes': -5.234457, 'Yes': -3.8391056, 'yes': -7.894091}
{'\n': -6.0581717, ' ': -5.5962505, ' Yes': -0.06615863, ' yes': -3.019955, 'Yes': -4.9355283}
{'\n': -5.080779, ' ': -5.3249636, ' Yes': -0.047452074, ' yes': -4.7734137, 'Yes': -3.6714432}
{'\n': -3.4843996, ' ': -5.0544987, ' Yes': -0.09919371, ' yes': -4.254116, 'Yes': -3.2031972}
{'\n': -7.0839562, ' ': -6.555114, ' Yes': -0.013789373, ' yes': -5.618741, 'Yes': -4.8968153}
{'\n': -3.303997, ' ': -5.1638603, ' Yes': -0.15989119, ' yes': -4.056093, 'Yes': -2.4911613}
{'\n': -4.889185, ' ': -5.448181, ' Yes': -0.12589373, ' yes': -2.4104433, 'Yes': -4.4095907}
{'\n': -5.374058, ' ': -5.8716273, ' Yes': -0.013913869, ' yes': -6.6726527, 'Yes': -5.355165}
{'\n': -5.263285, ' ': -5.915386, ' Yes': -0.02419363, ' yes': -6.555611, 'Yes': -4.2667017}
{'\n': -3.7238512, ' ': -4.9402666, ' Yes': -0.06345673, ' yes': -5.8731813, 'Yes': -3.6553679}
{'\n': -5.608377, ' ': -5.22821, ' Yes': -0.014399984, ' yes': -7.252429, 'Yes': -5.4460707}
{'\n': -3.5890775, ' ': -5.064629, ' Yes': -0.07358997, ' yes': -5.7243166, 'Yes': -3.4372413}
{'\n': -4.459977, ' ': -4.8411436, ' Yes': -0.048381113, ' yes': -4.3805113, 'Yes': -4.323039}
{'\n': -10.221766, ' ': -9.406747, ' Yes': -0.0028870844, ' yes': -9.410562, 'Yes': -5.9275713}
{' ': -8.182265, ' Yes': -0.014640497, ' yes': -7.5503187, 'Yes': -4.310529, ' True': -8.781977}
{'\n': -9.1647215, ' ': -8.104259, ' Yes': -0.021363733, ' yes': -7.694251, 'Yes': -3.9073956}
{' ': -10.479472, ' Yes': -0.0014034958, ' yes': -9.748808, 'Yes': -6.6477118, ' True': -11.710012}
{'\n': -8.815553, ' ': -7.304336, ' Yes': -0.02028069, ' yes': -8.217173, 'Yes': -3.9735506}
{'\n': -8.597138, ' ': -7.934647, ' Yes': -0.022745399, ' yes': -6.431112, 'Yes': -3.9122982}
{'\n': -8.578658, ' ': -7.182948, ' Yes': -0.0025612304, ' yes': -8.036494, 'Yes': -6.737848}
{' No': -3.9453678, '\n': -6.721913, ' ': -6.145958, ' Yes': -0.036602493, 'Yes': -4.460095}
{'\n': -4.3230705, ' ': -5.162779, ' Yes': -0.04995017, ' yes': -6.309075, 'Yes': -3.6241286}
{'\n': -10.589715, ' ': -7.62093, ' Yes': -0.0018666079, ' yes': -8.416007, 'Yes': -6.8118143}
{' No': -5.122937, '\n': -4.558023, ' ': -4.9622006, ' Yes': -0.13525939, 'Yes': -2.3366125}
{'\n': -7.4246464, ' ': -6.2052193, ' Yes': -0.022721617, ' yes': -4.978366, 'Yes': -4.4371824}
{' ': -6.6341004, ' Yes': -0.05291568, ' yes': -3.6751862, 'Yes': -3.7862473, 'yes': -7.304687}
{' No': -5.8685617, ' ': -7.365315, ' Yes': -0.0328118, ' yes': -5.820805, 'Yes': -3.6982267}
{' No': -6.68259, ' ': -7.112696, ' Yes': -0.05251236, ' yes': -4.439961, 'Yes': -3.3380442}
{' No': -7.3605013, ' ': -8.020934, ' Yes': -0.011047028, ' yes': -6.5864115, 'Yes': -4.790138}
{' No': -7.3452168, ' ': -7.1189704, ' Yes': -0.112864956, ' yes': -6.2690535, 'Yes': -2.279634}
{' No': -6.0510364, ' ': -8.009784, ' Yes': -0.022006953, ' yes': -5.4015155, 'Yes': -4.257072}
{'\n': -7.5650296, ' ': -5.841478, ' Yes': -0.045735158, ' yes': -3.3259568, 'Yes': -5.536409}
{'\n': -5.02117, ' ': -4.9805894, ' Yes': -0.056852795, ' yes': -4.5692716, 'Yes': -3.681847}
{'\n': -3.6459322, ' ': -4.8084583, ' Yes': -0.10151782, ' yes': -4.0306635, 'Yes': -3.204663}
{'\n': -7.5303283, ' ': -7.0211883, ' Yes': -0.0140093705, ' yes': -5.332483, 'Yes': -4.913534}
{' No': -4.243174, '\n': -2.6435647, ' Yes': -0.25431678, ' yes': -4.1267076, 'Yes': -2.2533057}
{'\n': -4.8364716, ' ': -5.3323393, ' Yes': -0.1795741, ' yes': -2.0472708, 'Yes': -4.213902}
{'\n': -6.5557094, ' ': -6.552892, ' Yes': -0.0077346684, ' yes': -6.7769203, 'Yes': -5.679781}
{' No': -6.593951, '\n': -5.768035, ' ': -5.990958, ' Yes': -0.022677597, 'Yes': -4.292636}
{'\n': -4.426242, ' ': -5.2761025, ' Yes': -0.043656167, ' yes': -6.1283407, 'Yes': -3.8136013}
{'\n': -6.6813164, ' ': -5.71171, ' Yes': -0.008836771, ' yes': -7.231804, 'Yes': -5.7174983}
{' No': -4.5906854, '\n': -3.752825, ' ': -4.9864297, ' Yes': -0.087032914, 'Yes': -3.2219853}
{'\n': -5.124923, ' ': -5.209357, ' Yes': -0.04649034, ' yes': -4.0945287, 'Yes': -4.2651978}
{' No': -0.0067535923, '\n': -8.093938, ' ': -7.5368223, 'No': -5.140453, ' no': -11.393512}
{' No': -0.026789766, '\n': -8.612647, ' ': -6.4638124, 'No': -3.7091627, ' no': -10.143024}
{' No': -0.05092743, '\xa0': -9.263593, '\n': -6.8160977, ' ': -6.4384165, 'No': -3.0670805}
{' No': -0.0076712393, '\n': -10.438095, ' ': -7.688056, 'No': -4.949434, ' no': -11.0538225}
{' No': -0.045820516, '\n': -7.008509, ' ': -6.180899, 'No': -3.1859722, ' 3': -8.9971075}
{' No': -0.06430519, '\n': -7.388332, ' ': -6.945495, 'No': -2.8136086, ' no': -8.049499}
{' No': -0.0043631806, '\n': -7.2164903, ' ': -6.097794, 'No': -6.7098165, ' no': -9.549522}
{' No': -0.025102118, '\n': -5.9211717, ' ': -5.535577, 'No': -4.0320635, ' no': -8.608453}
{' No': -0.06454846, '\n': -3.8500426, ' ': -4.5513606, 'No': -3.52853, ' no': -8.077588}
{' No': -0.0038497264, '\n': -8.666895, ' ': -6.3288555, 'No': -6.317341, ' no': -10.185882}
{' No': -0.11688551, '\n': -4.292911, ' ': -4.48919, 'No': -2.486707, ' no': -7.282915}
{' No': -0.02946326, '\n': -6.359488, ' ': -5.422903, 'No': -3.89806, ' no': -6.2335587}
{' No': -0.044395708, '\n': -7.2186236, ' ': -5.8575425, 'No': -3.41556, ' no': -5.1077833}
{' No': -0.07027909, ' ': -6.3565545, 'No': -2.736859, 'no': -8.804821, ' no': -7.311639}
{' No': -0.14094757, '\n': -6.4219594, ' ': -5.792237, 'No': -2.0931036, ' no': -6.6460075}
{' No': -0.0141499145, '\t': -10.061027, ' ': -7.0402856, 'No': -4.380405, ' no': -7.808483}
{' No': -0.2675668, '\n': -6.6368814, ' ': -6.3361535, 'No': -1.4663467, 'no': -8.071046}
{' No': -0.0925172, ' ': -6.9602633, 'No': -2.4525197, 'no': -8.190419, ' no': -7.093725}
{' No': -0.03399433, '\n': -6.2892437, ' ': -5.0925756, 'No': -5.136681, ' no': -3.9916775}
{' No': -0.063270405, '\n': -4.71239, ' ': -4.685098, 'No': -3.297775, ' no': -5.3059545}
{' No': -0.1155572, '\n': -3.2562659, ' ': -4.550368, 'No': -2.9510312, ' no': -5.120333}
{' No': -0.02025326, '\n': -6.1066456, ' ': -5.535918, 'No': -4.4455614, ' no': -6.2840285}
{' No': -0.22556087, '\n': -2.6681278, ' ': -4.4112163, 'No': -2.1883714, ' no': -5.2535586}
{' No': -0.12504913, '\n': -4.625838, ' ': -5.026308, 'No': -4.0360827, ' no': -2.5252204}
{' No': -0.013795718, '\n': -5.4657664, ' ': -5.3396335, 'No': -5.4660087, ' no': -8.207002}
{' No': -0.038080946, '\n': -4.6359754, ' ': -5.176415, 'No': -3.853785, ' no': -7.9947762}
{' No': -0.06912965, '\n': -3.6922967, ' ': -4.474462, 'No': -3.536016, ' no': -7.9561377}
{' No': -0.017895695, '\n': -5.500561, ' ': -4.917409, 'No': -5.1352243, ' no': -8.505303}
{' No': -0.0869716, '\n': -3.1801684, ' ': -4.5723386, 'No': -3.5173037, ' no': -7.2781253}
{' No': -0.04548399, '\n': -4.6251335, ' ': -4.825281, 'No': -3.8866458, ' no': -5.435561}
{' No': -0.014426107, ' ': -6.7566433, 'No': -4.6899667, ' Yes': -6.078757, ' 8': -7.074061}
{' No': -0.07445221, ' ': -6.214783, 'No': -3.2095058, ' Yes': -3.5774467, 'Yes': -7.2299747}
{' No': -0.06299239, '\n': -6.2053695, ' ': -6.1038485, 'No': -3.0898552, ' Yes': -4.587221}
{' No': -0.005434392, ' ': -8.263394, 'No': -5.417477, ' Yes': -7.4135756, ' 8': -9.36265}
{' No': -0.07595021, '\n': -6.1063375, ' ': -5.5473866, 'No': -2.7428393, ' 8': -6.7767067}
{' No': -0.058336593, '\n': -7.4269037, ' ': -6.730202, 'No': -3.027815, ' Yes': -5.19569}
{' No': -0.0050308467, '\n': -7.437537, ' ': -5.7874875, 'No': -6.9622126, ' 8': -8.659532}
{' No': -0.028777253, '\n': -5.257125, ' ': -5.402217, 'No': -4.010682, ' no': -8.992488}
{' No': -0.101689026, '\n': -3.001885, ' ': -4.145247, 'No': -3.5403695, '  ': -7.8928347}
{' No': -0.0041223103, '\n': -8.613395, ' ': -6.1891217, 'No': -6.3491025, ' no': -10.184871}
{' No': -0.16716796, '\n': -3.573497, ' ': -4.264387, 'No': -2.2173579, ' no': -7.4657936}
{' No': -0.028686652, '\n': -6.2920094, ' ': -5.155863, 'No': -4.169138, ' 8': -6.2939186}
{' No': -0.08947555, ' ': -5.380237, 'No': -3.099651, ' Yes': -3.5880237, ' no': -5.6385264}
{' No': -0.095732376, ' ': -6.4316826, 'No': -2.4334266, ' Yes': -7.0304866, ' no': -8.1483965}
{' No': -1.9554094, 'No': -4.4734364, ' Yes': -0.2384276, ' yes': -4.6505895, 'Yes': -3.253591}
{' No': -0.015091864, ' ': -7.080875, 'No': -4.389336, ' Yes': -6.70707, ' no': -8.203753}
{' No': -0.30438486, '\n': -6.4820013, ' ': -6.2480035, 'No': -1.3560435, ' no': -8.054536}
{' No': -0.08814187, ' ': -7.397065, 'No': -2.4874072, 'no': -8.839334, ' no': -8.125371}
{' No': -0.017408488, '\n': -6.8628597, ' ': -4.9747505, 'No': -5.908584, ' no': -5.2090073}
{' No': -0.04384385, '\n': -4.759788, ' ': -4.9889503, 'No': -3.715112, ' no': -5.9731193}
{' No': -0.13720994, '\n': -2.6701632, ' ': -4.33345, 'No': -3.244128, ' no': -5.427621}
{' No': -0.014959537, '\n': -6.1105213, ' ': -5.716783, 'No': -4.8085403, ' no': -7.109355}
{' No': -0.2360764, '\n': -2.451191, ' ': -4.4253864, 'No': -2.249323, ' no': -5.4932585}
{' No': -0.17822304, '\n': -3.3561416, ' ': -4.1333847, ' Yes': -3.9560814, ' no': -2.7812614}
{' No': -0.0155026335, '\n': -5.2955413, ' ': -5.07759, 'No': -5.812578, ' Yes': -7.38849}
{' No': -0.05112797, '\n': -3.7970462, ' ': -4.795234, 'No': -4.0397525, ' 8': -7.269134}
{' No': -0.098856166, '\n': -3.0961876, ' ': -4.143959, 'No': -3.5677567, ' 8': -6.1021004}
{' No': -0.020263903, '\n': -5.6256256, ' ': -4.626156, 'No': -5.162777, ' 8': -7.61743}
{' No': -0.079902396, '\n': -3.3145845, ' ': -4.442495, 'No': -3.6135304, ' no': -7.7767096}
{' No': -0.14318204, '\n': -3.6138508, ' ': -3.7434072, ' Yes': -3.3160849, ' 8': -3.7119381}
{'\n': -8.757763, ' ': -8.196558, ' Yes': -0.0055146394, ' yes': -8.524853, 'Yes': -5.3347855}
{' YES': -9.558624, ' ': -7.2343507, ' Yes': -0.016257387, ' yes': -7.23325, 'Yes': -4.239106}
{'\n': -7.2934594, ' ': -6.997362, ' Yes': -0.030406166, ' yes': -6.857572, 'Yes': -3.6209345}
{' ': -8.389434, ' Yes': -0.004998437, ' yes': -8.325515, 'Yes': -5.429382, ' 8': -9.514089}
{'\n': -7.0821533, ' ': -6.689703, ' Yes': -0.03518377, ' yes': -7.37933, 'Yes': -3.4617448}
{'\n': -7.7421527, ' ': -7.171909, ' Yes': -0.025264468, ' yes': -6.1828814, 'Yes': -3.8561206}
{'\n': -6.750642, ' ': -6.0460405, ' Yes': -0.0079491185, ' yes': -6.7567534, 'Yes': -5.811849}
{'\n': -6.42678, ' ': -6.2639103, ' Yes': -0.023773052, ' yes': -6.44523, 'Yes': -4.024822}
{'\n': -3.8265235, ' ': -4.945969, ' Yes': -0.07400572, ' yes': -6.02212, 'Yes': -3.2610004}
{'\n': -8.210059, ' ': -6.451651, ' Yes': -0.0053740465, ' yes': -7.3662252, 'Yes': -5.887339}
{'\n': -4.6023493, ' ': -5.0473757, ' Yes': -0.13772476, ' yes': -5.5145025, 'Yes': -2.2452438}
{'\n': -6.868998, ' ': -5.8722935, ' Yes': -0.027045034, ' yes': -4.752852, 'Yes': -4.3758187}
{' ': -6.4692874, ' Yes': -0.053732917, ' yes': -3.8371284, 'Yes': -3.6138484, 'yes': -7.1598096}
{' YES': -8.005359, ' ': -6.779377, ' Yes': -0.040540565, ' yes': -5.740018, 'Yes': -3.3668265}
{' ': -6.1312976, ' Yes': -0.07859438, ' yes': -4.9438953, 'Yes': -2.7553465, 'yes': -7.219789}
{' YES': -8.600604, ' ': -6.813532, ' Yes': -0.017010454, ' yes': -5.942202, 'Yes': -4.3847184}
{' ': -6.9340587, ' Yes': -0.12948883, ' yes': -5.9354057, 'Yes': -2.1510627, 'yes': -7.3879776}
{' ': -7.8353305, ' Yes': -0.03905602, ' yes': -5.059987, 'Yes': -3.4818661, 'yes': -7.4777126}
{'\n': -6.204119, ' ': -5.4563503, ' Yes': -0.07594481, ' yes': -2.8785896, 'Yes': -4.7767825}
{'\n': -4.9419174, ' ': -4.991535, ' Yes': -0.07507704, ' yes': -4.133194, 'Yes': -3.2148778}
{'\n': -3.0006936, ' ': -4.623695, ' Yes': -0.15210289, ' yes': -3.8687909, 'Yes': -2.8799815}
{'\n': -7.1224446, ' ': -6.150332, ' Yes': -0.020955114, ' yes': -4.930968, 'Yes': -4.594313}
{'\n': -3.139397, ' ': -4.7617507, ' Yes': -0.21482717, ' yes': -3.6928456, 'Yes': -2.2177246}
{'\n': -4.8136797, ' ': -5.031502, ' Yes': -0.2333414, ' yes': -1.7654916, 'Yes': -4.356227}
{'\n': -4.9240327, ' ': -5.369265, ' Yes': -0.022599008, ' yes': -6.053284, 'Yes': -4.8890996}
{'\n': -4.8173194, ' ': -5.3263893, ' Yes': -0.040445287, ' yes': -6.1611934, 'Yes': -3.7496374}
{'\n': -3.9130461, ' ': -4.78438, ' Yes': -0.07012014, ' yes': -5.7335167, 'Yes': -3.3771117}
{'\n': -5.161492, ' ': -4.774979, ' Yes': -0.025522953, ' yes': -6.222403, 'Yes': -4.758015}
{'\n': -3.4145548, ' ': -4.740514, ' Yes': -0.1046203, ' yes': -5.459693, 'Yes': -2.969803}
{'\n': -4.3666406, ' ': -4.6013465, ' Yes': -0.06177956, ' yes': -4.161694, 'Yes': -4.1163673}
{'\n': -9.780107, ' ': -9.114381, ' Yes': -0.0030740842, ' yes': -9.523292, 'Yes': -5.87387}
{' ': -8.174142, ' Yes': -0.012683407, ' yes': -7.858249, 'Yes': -4.4430385, ' True': -9.749308}
{'\n': -9.025485, ' ': -8.017573, ' Yes': -0.020331545, ' yes': -7.9338217, 'Yes': -3.9550104}
{' ': -10.317849, ' Yes': -0.0014550679, ' yes': -9.981639, 'Yes': -6.6045933, ' True': -11.636458}
{'\n': -8.034322, ' ': -6.925219, ' Yes': -0.024169326, ' yes': -8.237667, 'Yes': -3.8139794}
{'\n': -8.620809, ' ': -7.821821, ' Yes': -0.019262802, ' yes': -6.625426, 'Yes': -4.0811734}
{'\n': -8.545461, ' ': -7.3406425, ' Yes': -0.0025004584, ' yes': -8.172489, 'Yes': -6.6721683}
{' No': -5.426059, '\n': -7.0265956, ' ': -6.3082366, ' Yes': -0.018607676, 'Yes': -4.595939}
{'\n': -4.3855877, ' ': -5.205122, ' Yes': -0.049949605, ' yes': -6.438088, 'Yes': -3.5691547}
{'\n': -10.039784, ' ': -7.8285847, ' Yes': -0.001958573, ' yes': -8.513102, 'Yes': -6.657768}
{' No': -5.1658607, '\n': -4.6673017, ' ': -5.0376277, ' Yes': -0.116265796, 'Yes': -2.4977794}
{'\n': -7.492323, ' ': -6.2371078, ' Yes': -0.021655874, ' yes': -5.114229, 'Yes': -4.436186}
{' ': -6.596165, ' Yes': -0.044161573, ' yes': -3.9402359, 'Yes': -3.888081, 'yes': -7.5524306}
{' ': -7.606068, ' Yes': -0.025078833, ' yes': -6.1968064, 'Yes': -3.8577833, ' True': -7.8380876}
{' ': -6.9807014, ' Yes': -0.057905264, ' yes': -4.4324512, 'Yes': -3.1906335, 'yes': -7.241867}
{' ': -7.8933067, ' Yes': -0.009607683, ' yes': -6.760149, 'Yes': -4.8659973, ' True': -9.177988}
{' No': -7.5083685, ' ': -7.1708465, ' Yes': -0.10129894, ' yes': -6.618793, 'Yes': -2.3767602}
{' No': -6.1596217, ' ': -7.642221, ' Yes': -0.019593962, ' yes': -5.6048923, 'Yes': -4.3580527}
{'\n': -7.6368914, ' ': -6.2032924, ' Yes': -0.043098554, ' yes': -3.372343, 'Yes': -5.5027275}
{'\n': -5.3466444, ' ': -4.9976473, ' Yes': -0.04777456, ' yes': -4.833417, 'Yes': -3.8602762}
{'\n': -3.5556457, ' ': -4.845026, ' Yes': -0.10645201, ' yes': -4.1820974, 'Yes': -3.074603}
{'\n': -7.8193836, ' ': -7.1234536, ' Yes': -0.012337089, ' yes': -5.6619782, 'Yes': -4.9179864}
{' No': -4.2870636, '\n': -2.6873245, ' Yes': -0.24108912, ' yes': -4.281496, 'Yes': -2.3049338}
{'\n': -5.0569973, ' ': -5.351023, ' Yes': -0.1603862, ' yes': -2.1539583, 'Yes': -4.2359333}
{'\n': -6.7935467, ' ': -6.766233, ' Yes': -0.0064678113, ' yes': -7.1742554, 'Yes': -5.755331}
{'\n': -5.789604, ' ': -6.0192137, ' Yes': -0.022497747, ' yes': -6.9442353, 'Yes': -4.2167745}
{'\n': -4.7012978, ' ': -5.365099, ' Yes': -0.041553453, ' yes': -6.485509, 'Yes': -3.7107697}
{'\n': -6.511055, ' ': -5.69298, ' Yes': -0.009340579, ' yes': -7.442127, 'Yes': -5.610077}
{' No': -5.1009345, '\n': -3.7566047, ' ': -5.005655, ' Yes': -0.08250225, 'Yes': -3.2049997}
{'\n': -5.1443167, ' ': -5.164889, ' Yes': -0.04674232, ' yes': -4.140765, 'Yes': -4.2016573}
{' No': -0.0069239694, '\n': -8.099611, ' ': -7.576404, 'No': -5.1087418, ' no': -11.579527}
{' No': -0.024010945, '\xa0': -10.148405, '\n': -8.438626, ' ': -6.547046, 'No': -3.8212712}
{' No': -0.050304003, '\xa0': -9.29394, '\n': -6.6401215, ' ': -6.3193164, 'No': -3.0888896}
{' No': -0.008122101, '\n': -10.0747795, ' ': -7.851827, 'No': -4.8810315, ' 3': -10.929463}
{' No': -0.04340689, '\n': -6.8531456, ' ': -6.0000196, 'No': -3.2603142, ' 3': -8.44571}
{' No': -0.043718807, '\n': -7.775299, ' ': -6.8737373, 'No': -3.1959536, ' no': -8.813544}
{' No': -0.004887564, '\n': -6.91898, ' ': -6.082976, 'No': -6.5726776, ' no': -9.509255}
{' No': -0.024913888, '\n': -5.7731857, ' ': -5.5212517, 'No': -4.0720215, ' no': -8.793003}
{' No': -0.08440255, '\n': -3.5169642, ' ': -4.448788, 'No': -3.2667754, '  ': -8.1753845}
{' No': -0.0046760887, '\n': -8.204224, ' ': -6.251006, 'No': -6.045892, ' no': -10.24173}
{' No': -0.12987807, '\n': -4.2475114, ' ': -4.53179, 'No': -2.358203, ' no': -7.468121}
{' No': -0.03099423, '\n': -6.172583, ' ': -5.3327613, 'No': -3.8479953, ' no': -6.452145}
{' No': -0.045504205, '\n': -6.87442, ' ': -5.9132786, 'No': -3.3310914, ' no': -5.525332}
{' No': -0.057749655, '\n': -8.89566, ' ': -6.5452876, 'No': -2.9240024, ' no': -7.767961}
{' No': -0.15195586, '\n': -6.6231556, ' ': -6.016498, 'No': -1.9974816, ' no': -7.485014}
{' No': -0.015389136, '\t': -9.967011, ' ': -7.0101404, 'No': -4.285744, ' no': -7.9957356}
{' No': -0.27691835, '\n': -6.3038373, ' ': -6.058059, 'No': -1.4407749, 'no': -8.2006035}
{' No': -0.0878754, ' ': -7.0114207, 'No': -2.5003471, 'no': -8.376691, ' no': -7.2110524}
{' No': -0.029934322, '\n': -6.2081046, ' ': -5.218689, 'No': -5.020613, ' no': -4.2406754}
{' No': -0.0630918, '\n': -4.6422544, ' ': -4.7273793, 'No': -3.2560868, ' no': -5.805044}
{' No': -0.13572706, '\n': -2.9980793, ' ': -4.366273, 'No': -2.8552701, ' no': -5.3467855}
{' No': -0.021412386, '\n': -5.891766, ' ': -5.479063, 'No': -4.3729672, ' no': -6.6208935}
{' No': -0.23089309, '\n': -2.8414273, ' ': -4.34446, 'No': -2.0652244, ' no': -5.329108}
{' No': -0.11510862, '\n': -4.3673105, ' ': -4.8745613, 'No': -3.893217, ' no': -2.7440252}
{' No': -0.013403888, '\n': -5.35032, ' ': -5.4225893, 'No': -5.5800714, ' no': -8.526278}
{' No': -0.043338668, '\n': -4.423103, ' ': -5.0181365, 'No': -3.78215, ' no': -7.993851}
{' No': -0.07504466, '\n': -3.5330846, ' ': -4.4774437, 'No': -3.4984758, ' no': -8.182813}
{' No': -0.02528971, '\n': -4.7997894, ' ': -4.665024, 'No': -4.9830017, ' no': -8.724991}
{' No': -0.10211248, '\n': -3.0400453, ' ': -4.447614, 'No': -3.3312917, ' no': -7.4139967}
{' No': -0.05103325, '\n': -4.460021, ' ': -4.609889, 'No': -3.8295174, ' no': -5.499935}
{' No': -0.021846717, '\n': -7.0267253, ' ': -6.713152, 'No': -4.7354183, ' Yes': -4.5534186}
{' No': -0.1097221, ' ': -6.1318345, 'No': -3.1490076, ' Yes': -2.8726861, 'Yes': -6.4779816}
{' No': -0.06635008, '\n': -6.2872806, ' ': -6.0199676, 'No': -3.2557285, ' Yes': -3.9010382}
{' No': -0.009103502, ' ': -8.175066, 'No': -4.882568, ' Yes': -6.785157, ' 9': -10.904197}
{' No': -0.06834486, '\n': -6.05362, ' ': -5.508376, 'No': -2.8772378, ' Yes': -6.0802445}
{' No': -0.058321685, '\n': -7.107624, ' ': -6.6546874, 'No': -3.021155, ' Yes': -5.320311}
{' No': -0.0052918894, '\n': -7.3726153, ' ': -5.9373384, 'No': -6.896479, ' Yes': -7.037804}
{' No': -0.025542947, '\n': -5.326164, ' ': -5.3717303, 'No': -4.1893077, ' Yes': -8.768441}
{' No': -0.08787996, '\n': -3.240912, ' ': -4.236506, 'No': -3.5790012, ' Yes': -6.799805}
