{' !': -8.781245e-05, '!': -9.38345, ' @': -12.985971, ' ': -13.820295, '!.': -15.134049}
{' $': -0.0003274144, ' $\\': -8.9213, '$': -9.386386, ' ': -10.237861, '$.': -10.400595}
{' $': -0.00047290904, '$': -8.740986, ' $\\': -9.040133, ' #': -9.527877, ' ': -9.850346}
{' @': -0.0015104032, '@': -6.537633, ' ': -9.93326, '\n': -12.53901, ' @@': -13.195384}
{' @': -0.0012007538, '@': -6.791728, ' ': -9.716959, '\n': -12.0986805, ' @@': -12.896307}
{' #': -8.471396e-05, '#': -9.568633, ' ': -11.480418, ' "#': -13.11717, '\n': -14.00723}
{' #': -7.839496e-05, '#': -9.672331, ' ': -11.379412, ' "#': -13.444474, '\n': -13.90348}
{' $': -0.0008886356, '$': -7.433656, ' $\\': -8.279501, ' ': -10.919483, ' $$': -11.232958}
{' $': -0.0013774115, '$': -6.7298026, ' $\\': -8.908293, ' ': -10.923783, ' $$': -11.011089}
{' !': -0.00012095904, '!': -9.0879545, ' @': -12.399278, ' ': -12.716152, ' !!': -15.087059}
{' !': -0.00019440286, '!': -8.688188, ' @': -10.806332, ' ': -12.368548, ' !!': -14.680499}
{' #': -0.00014980942, '#': -9.060059, ' ': -11.076957, ' @': -11.620415, '\n': -12.375388}
{' #': -0.0001290643, '#': -9.258523, ' @': -11.185057, ' ': -11.244238, '\n': -12.42824}
{' $': -0.0021462955, '$': -6.280009, ' $\\': -8.808216, ' $$': -9.668499, ' ': -10.975875}
{' $': -0.0021071737, '$': -6.2806845, ' $\\': -9.165119, ' $$': -9.859229, ' ': -10.442296}
{' !': -0.00010557923, '!': -9.214197, ' #': -12.423564, ' ': -13.440291, ' !!': -15.497113}
{' !': -0.00013872207, '!': -9.058566, ' #': -10.873158, ' ': -12.913021, ' !!': -14.34793}
{' @': -0.001256612, '@': -6.8308454, ' #': -9.447405, ' ': -9.662656, ' @@': -11.607882}
{' @': -0.0009910725, '@': -7.313163, ' #': -8.308478, ' ': -9.966226, ' @@': -11.22965}
{' $': -0.0008482474, '$': -7.5790167, ' $\\': -8.787602, ' #': -9.197855, ' $$': -9.924004}
{' $': -0.003200964, '$': -6.3023643, ' #': -6.82008, ' $$': -9.015476, ' $\\': -9.597048}
{' !': -0.0002801937, '!': -8.196071, ' ': -13.078525, ' $': -14.04735, '!.': -14.320009}
{' !': -0.0002561051, '!': -8.300144, ' $': -12.648754, ' ': -12.698902, '!.': -14.52798}
{' @': -0.00074152835, '@': -7.2991304, ' ': -10.267317, ' @@': -11.370841, ' $': -11.874174}
{' @': -0.0006642277, '@': -7.5059237, ' ': -9.57864, ' $': -11.073071, ' @@': -11.159447}
{' #': -5.3716885e-05, '#': -10.500938, ' ': -11.327121, ' \\': -11.82137, ' $': -12.478086}
{' #': -4.46589e-05, '#': -10.91361, ' ': -11.308246, ' \\': -11.922278, ' $': -12.2166}
{' @': -0.0022651127, '@': -6.133021, ' ': -9.493521, '\n': -12.309809, '  ': -13.014213}
{' @': -0.0025216101, '@': -6.020185, ' ': -9.503675, '\n': -12.354366, ' <@': -13.337436}
{' #': -0.00018820119, '#': -8.739503, ' ': -10.754519, ' "#': -13.203123, '\n': -13.482537}
{' #': -0.00013407106, '#': -9.062761, ' ': -11.0973425, ' "#': -14.082587, '\n': -14.115716}
{' $': -0.0013334837, '$': -7.0057697, ' $\\': -7.92103, ' ': -10.455614, ' $$': -10.893591}
{' $': -0.0016353527, '$': -6.5782566, ' $\\': -8.549286, ' ': -10.722329, ' $$': -11.111006}
{' !': -0.00019678609, '!': -8.552219, ' ': -12.9839115, ' @': -14.514134, '!.': -15.102058}
{' !': -0.000295933, '!': -8.148161, ' ': -12.726648, ' @': -12.913301, ' <': -15.010974}
{' #': -0.00019940869, '#': -8.629782, ' ': -11.723436, ' @': -12.158059, '\n': -12.378737}
{' #': -0.00016650239, '#': -8.902912, ' @': -10.835369, ' ': -11.78964, '\n': -13.189528}
{' $': -0.001603233, '$': -6.57726, ' $\\': -8.772859, ' $$': -10.839383, ' ': -11.228316}
{' $': -0.0031256224, '$': -5.825929, ' $\\': -9.351584, ' $$': -10.325845, ' ': -10.809008}
{' !': -0.00015434122, '!': -8.856663, ' #': -11.706064, ' ': -12.865173, ' <': -15.080173}
{' !': -0.00028055036, '!': -8.504777, ' #': -9.529987, ' ': -12.466355, ' <': -14.756193}
{' @': -0.0018467216, '@': -6.3883395, ' #': -9.390612, ' ': -9.788908, '\n': -11.99832}
{' @': -0.00340537, ' #': -6.328612, '@': -6.494377, ' ': -9.516511, '\n': -11.754537}
{' $': -0.0010090298, '$': -7.1640754, ' $\\': -8.863518, ' #': -10.350403, ' $$': -10.417647}
{' $': -0.00459375, '$': -5.880885, ' #': -6.4812894, ' $$': -8.978873, ' $\\': -9.848924}
{' !': -9.949678e-05, '!': -9.237423, ' ': -13.470389, ' !!': -15.5854225, '!.': -15.784022}
{' !': -0.00011523515, '!': -9.095698, ' ': -13.102608, '!.': -15.323734, ' $': -15.350971}
{' @': -0.0014149548, '@': -6.65397, ' ': -9.33291, '\n': -11.582842, ' $': -11.601221}
{' @': -0.0011231161, '@': -6.874693, ' ': -9.814413, ' $': -11.118428, '\n': -11.856895}
{' #': -8.256821e-05, '#': -10.177399, ' \\': -10.650764, ' ': -11.171981, ' $': -12.907005}
{' #': -7.028876e-05, '#': -10.191253, ' ': -11.258698, ' \\': -11.462331, ' $': -12.026863}
{' @': -0.10330289, ' !': -2.3280554, '@': -7.401347, ' ': -10.167545, '!': -12.464371}
{' @': -0.20972349, ' !': -1.6674547, '@': -7.811953, ' ': -10.0694475, '!': -11.81995}
{' #': -0.025390705, ' !': -3.6912744, '#': -9.092805, ' ': -11.123693, '!': -13.320095}
{' #': -0.07117317, ' !': -2.6796515, '#': -9.306232, ' ': -11.057442, '!': -12.520317}
{' $': -0.04224363, ' !': -3.250215, '$': -6.0323462, ' $\\': -8.813569, ' ': -10.948861}
{' $': -0.08592888, ' !': -2.5280006, '$': -6.089854, ' $\\': -8.913537, ' $$': -9.5162945}
{' !': -0.043705482, ' @': -3.156258, '!': -8.965296, '@': -10.33861, ' ': -11.166759}
{' !': -0.047285963, ' @': -3.0785244, '!': -9.194835, '@': -10.312927, ' ': -11.057193}
{' #': -0.130146, ' @': -2.1068132, '@': -8.73679, '#': -8.819602, ' ': -9.627416}
{' #': -0.3343591, ' @': -1.2601404, '@': -8.088889, '#': -8.998202, ' ': -9.470901}
{' $': -0.279189, ' @': -1.418309, '$': -7.59491, ' $$': -7.933398, '@': -8.099482}
{' $': -0.54144907, ' @': -0.878014, ' $$': -6.5714164, '@': -7.722395, '$': -8.222303}
{' !': -0.06669338, ' #': -2.7419462, '!': -9.728236, ' ': -11.957192, '#': -12.205952}
{' !': -0.09565025, ' #': -2.395472, '!': -9.536781, '#': -11.901551, ' ': -12.071127}
{' #': -0.40855372, ' @': -1.0938392, '@': -8.347203, '#': -9.167165, ' ': -9.652653}
{' #': -0.24016237, ' @': -1.5462782, '@': -8.614227, '#': -8.982729, ' ': -9.51095}
{' #': -0.5244429, ' $': -0.8973182, '$': -9.00889, ' $$': -9.602381, '#$': -9.869071}
{' #': -0.2926657, ' $': -1.3733218, '$': -9.098585, ' $$': -9.558462, '#': -9.650293}
{' !': -0.0031357289, ' $': -5.8889937, '!': -7.971574, ' ': -12.136809, '$': -12.4595175}
{' !': -0.0049108006, ' $': -5.3683176, '!': -8.434466, '$': -11.927025, ' ': -12.327325}
{' @': -0.0636479, ' $': -2.8032813, ' $$': -7.633358, '@': -8.281399, ' ': -8.713291}
{' @': -0.05126737, ' $': -3.014631, ' $$': -7.681232, '@': -8.49216, ' ': -9.143744}
{' #': -0.020814518, ' $': -3.8926938, ' ': -9.064044, '#': -10.322407, ' $$': -10.909371}
{' #': -0.06262248, ' $': -2.8063664, ' ': -9.145266, ' $$': -9.700848, '#': -10.077658}
{' @': -0.039434165, ' !': -3.2697177, '@': -7.42784, ' ': -10.115557, '\n': -12.905257}
{' @': -0.14039053, ' !': -2.0366325, '@': -7.722818, ' ': -9.980796, '!': -12.041934}
{' #': -0.002131783, ' !': -6.1952596, '#': -9.484828, ' ': -11.363938, '\n': -13.806068}
{' #': -0.013724833, ' !': -4.3021045, '#': -9.490151, ' ': -11.3379755, '!': -13.985848}
{' $': -0.0066373018, ' !': -5.29549, '$': -6.537366, ' $\\': -9.044341, ' ': -11.200543}
{' $': -0.03563197, ' !': -3.4276721, '$': -6.0515447, ' $\\': -9.320956, ' $$': -9.788642}
{' !': -0.03642148, ' @': -3.336205, '!': -8.936067, '@': -10.442612, ' ': -10.746808}
{' !': -0.059440546, ' @': -2.8568895, '!': -8.628006, '@': -10.115271, ' ': -10.624033}
{' #': -0.16900417, ' @': -1.8653141, '#': -8.384816, '@': -8.437642, ' ': -9.092906}
{' #': -0.43984005, ' @': -1.0355928, '@': -7.8115263, ' ': -8.699403, '#': -8.929203}
{' $': -0.22719103, ' @': -1.6016874, '$': -7.529935, ' $$': -7.5686154, '@': -8.264986}
{' $': -0.344958, ' @': -1.247954, ' $$': -5.5980268, '$': -8.038129, '@': -8.457946}
{' !': -0.044638127, ' #': -3.1333375, '!': -9.550207, ' ': -11.805551, '#': -12.602897}
{' !': -0.11404712, ' #': -2.228654, '!': -9.348133, '#': -11.499241, ' ': -11.737889}
{' @': -0.6008743, ' #': -0.7966598, '@': -7.5691833, ' ': -8.979469, '#': -9.431635}
{' #': -0.58639294, ' @': -0.8141113, '@': -8.032962, ' ': -9.06133, '#': -9.171563}
{' $': -0.57147133, ' #': -0.83293647, '$': -8.600818, ' ': -9.371771, ' $$': -9.609887}
{' #': -0.33045226, ' $': -1.2698978, '$': -9.082552, ' $$': -9.24069, ' ': -9.298874}
{' !': -0.0009946515, ' $': -7.071469, '!': -8.904303, ' ': -12.672937, '!.': -12.978011}
{' !': -0.0023939216, ' $': -6.1582274, '!': -8.267849, ' ': -12.322361, '!.': -12.475297}
{' @': -0.022640651, ' $': -3.827288, '@': -8.528379, ' $$': -8.628917, ' ': -9.012556}
{' @': -0.020537652, ' $': -3.945426, ' $$': -7.6797338, '@': -8.5525875, ' @@': -8.876477}
{' #': -0.004982804, ' $': -5.324803, ' ': -10.021767, '#': -10.408226, ' $$': -12.407132}
{' #': -0.019428033, ' $': -3.9624438, ' ': -9.309526, '#': -10.047793, ' $$': -10.239569}
{' !': -0.020247966, ' @': -3.9143062, '!': -9.668122, '@': -10.951465, ' ': -11.78525}
{' !': -0.0005908092, ' @': -7.5711694, '!': -9.543769, ' ': -12.822054, '@': -14.322538}
{' #': -0.30251956, ' !': -1.3436552, '#': -9.068372, '!': -10.807247, ' ': -10.932478}
{' !': -0.04439814, ' #': -3.1388764, '!': -9.42002, '#': -11.820195, ' ': -12.01352}
{' !': -0.4007241, ' $': -1.1145074, '$': -6.2949343, '!': -9.126793, ' $\\': -9.351621}
{' !': -0.06921684, ' $': -2.7130194, '$': -7.870515, '!': -9.117454, ' $\\': -11.031946}
{' @': -0.22466274, ' !': -1.6073855, '@': -7.3567486, ' ': -9.366461, '!': -9.992709}
{' @': -0.15878655, ' !': -1.9239899, '@': -7.412025, ' ': -9.185728, '!': -10.330887}
{' #': -0.57833064, ' @': -0.82552505, '@': -7.0948787, '#': -8.864768, ' ': -9.171615}
{' @': -0.49130118, ' #': -0.95019776, '@': -6.7638745, ' ': -8.947876, '#': -9.271332}
{' @': -0.4038112, ' $': -1.1073099, '@': -7.4111295, ' $$': -7.45983, '$': -8.127447}
{' @': -0.23864731, ' $': -1.5618074, '@': -6.8290052, ' $$': -7.0527945, '$': -8.524169}
{' #': -0.07778982, ' !': -2.5933022, '#': -10.133572, '!': -11.078058, ' ': -11.39998}
{' #': -0.0614553, ' !': -2.821522, '#': -9.779906, '!': -10.962084, ' ': -11.256386}
{' #': -0.21728107, ' @': -1.6352613, '@': -8.52992, '#': -9.125964, ' ': -9.897532}
{' #': -0.055360828, ' @': -2.9253676, '#': -9.098671, '@': -9.927811, ' ': -10.400883}
{' #': -0.29950923, ' $': -1.3532354, '$': -8.81617, '#': -9.653439, '#$': -9.959408}
{' #': -0.16404055, ' $': -1.89116, '$': -9.165642, '#': -9.319972, '#$': -9.725346}
{' $': -0.09717067, ' !': -2.3947573, '$': -6.9696527, '!': -8.403694, ' $\\': -9.338506}
{' $': -0.060474418, ' !': -2.8527887, '$': -7.472919, '$.': -8.597666, '!': -8.960805}
{' $': -0.21466802, ' @': -1.6543787, ' $$': -7.072419, ' $\\': -7.80549, ' ': -8.355898}
{' $': -0.09195474, ' @': -2.4518294, ' $$': -7.195206, ' $\\': -7.8702307, '$': -8.565415}
{' $': -0.27099404, ' #': -1.441778, '$': -8.05731, ' ': -8.37362, ' $\\': -8.97229}
{' $': -0.21146195, ' #': -1.6616459, ' ': -8.477488, '$': -8.619581, ' $$': -8.836397}
{' !': -0.0055096652, ' @': -5.221235, '!': -9.452903, ' ': -11.843753, '@': -11.860816}
{' !': -0.00020930769, ' @': -9.119678, '!': -9.268889, ' ': -12.358454, ' !!': -14.68605}
{' !': -0.010378646, ' #': -4.581254, '!': -9.586353, ' ': -11.664085, '#': -12.2719555}
{' !': -0.0029514045, ' #': -5.852104, '!': -9.655104, ' ': -11.887983, '#': -13.635871}
{' !': -0.013415909, ' $': -4.346769, '!': -8.536996, '$': -8.776962, ' ': -11.142486}
{' !': -0.0028555815, ' $': -5.940679, '!': -8.635301, '$': -10.538873, ' ': -11.500985}
{' @': -0.017802494, ' !': -4.0957975, '@': -7.01517, ' ': -9.49669, '\n': -11.414242}
{' @': -0.0044613057, ' !': -5.7321787, '@': -6.806696, ' ': -9.494592, '\n': -11.289475}
{' @': -0.107469834, ' #': -2.3011515, '@': -6.4708686, ' ': -9.118778, '@#': -10.537298}
{' @': -0.03186017, ' #': -3.5154643, '@': -6.5402555, ' ': -9.2676115, '\n': -10.472653}
{' @': -0.14103541, ' $': -2.0481741, '@': -6.340673, ' $$': -8.175184, '$': -8.194622}
{' @': -0.113043405, ' $': -2.2593217, '@': -6.4394403, ' $$': -7.8092194, '$': -8.784996}
{' #': -0.006683504, ' !': -5.022957, '#': -9.729969, ' ': -11.35597, '!': -13.030979}
{' #': -0.0005765549, ' !': -7.534794, '#': -10.290745, ' ': -11.94912, '\n': -14.5524}
{' #': -0.06483467, ' @': -2.7732544, '#': -8.741903, '@': -9.344557, ' ': -9.996511}
{' #': -0.0028719008, ' @': -5.893159, '#': -9.390632, ' ': -11.023812, '@': -13.08741}
{' #': -0.051674895, ' $': -2.994199, '#': -9.152893, '#$': -9.726026, '$': -10.2481985}
{' #': -0.029400155, ' $': -3.549532, '#': -9.255611, '#$': -9.951799, ' ': -10.702305}
{' $': -0.0032319997, ' !': -6.127078, '$': -7.1655397, ' $\\': -9.09176, '$.': -9.720578}
{' $': -0.0016251439, ' !': -7.13359, '$': -7.467777, ' $\\': -9.220345, '$.': -9.521271}
{' $': -0.016181849, ' @': -4.2282677, ' $$': -7.747131, '$': -7.8384814, ' $\\': -8.028291}
{' $': -0.0024307882, ' @': -6.8805223, ' $\\': -7.598986, '$': -7.8498673, ' $$': -8.148027}
{' $': -0.018501962, ' #': -4.05073, '$': -7.6627145, ' ': -8.653884, ' $\\': -8.839044}
{' $': -0.010431346, ' #': -4.6535587, '$': -7.912197, ' $\\': -8.6771555, ' $$': -8.78586}
{' !': -0.0031140838, ' @': -5.8231645, '!': -9.033246, ' ': -11.18128, '@': -11.232052}
{' !': -0.00039199076, ' @': -8.423034, '!': -8.796317, ' ': -11.062546, ' !!': -13.695723}
{' !': -0.3737497, ' #': -1.1659576, '#': -9.143178, ' ': -9.581014, '!': -10.061016}
{' !': -0.09785589, ' #': -2.3755372, '!': -9.055539, ' ': -9.764256, '#': -9.805839}
{' !': -0.02823303, ' $': -3.5929952, '!': -8.758282, '$': -9.094126, ' ': -10.275364}
{' !': -0.01478476, ' $': -4.242238, '!': -8.616717, '$': -9.541675, ' ': -10.278632}
{' !': -0.5339087, ' @': -0.8857822, '@': -6.967928, ' ': -8.390333, '!': -9.456345}
{' @': -0.36721143, ' !': -1.1848212, '@': -6.6978555, ' ': -8.396825, '!': -10.471375}
{' @': -0.12893476, ' #': -2.1428127, '@': -5.8048472, ' ': -7.8871837, '\n': -10.058619}
{' @': -0.224711, ' #': -1.6147219, '@': -6.343584, ' ': -7.960091, '\n': -9.748259}
{' @': -0.03601945, ' $': -3.444711, '@': -5.8456545, ' ': -8.130641, '\n': -9.597901}
{' @': -0.03643792, ' $': -3.3960702, '@': -6.3461833, ' ': -8.180859, '\n': -9.602452}
{' #': -0.2328631, ' !': -1.5723845, '#': -9.345659, '!': -9.948542, ' ': -10.230371}
{' #': -0.066219896, ' !': -2.7505364, '#': -9.345583, ' ': -9.7703705, '!': -10.973888}
{' #': -0.0033084236, ' @': -5.828192, '#': -8.563141, ' ': -9.234696, '  ': -11.216938}
{' #': -0.0027112933, ' @': -6.0466595, '#': -8.774368, ' ': -9.041032, '\n': -10.6570425}
{' #': -0.021657638, ' $': -3.8671737, ' ': -8.621385, '#': -9.05716, '#$': -9.51539}
{' #': -0.011625757, ' $': -4.4921765, ' ': -8.949563, '#': -9.25054, '#$': -9.701897}
{' !': -0.3382011, ' $': -1.2508599, '!': -8.142859, '$': -8.893782, ' ': -8.9654665}
{' $': -0.48369095, ' !': -0.9610279, '$': -8.059886, ' ': -8.555904, '$.': -8.757773}
{' $': -0.04488615, ' @': -3.1805406, '$.': -6.804983, ' ': -7.3608913, ' $$': -8.818832}
{' $': -0.10160913, ' @': -2.3609324, '$.': -6.926718, ' ': -7.5101433, ' $$': -8.355434}
{' $': -0.28824967, ' #': -1.3898714, ' ': -7.352983, '$.': -8.385763, '$': -9.491409}
{' $': -0.51558036, ' #': -0.9111282, ' ': -7.844722, '$.': -9.4188, '$': -9.63212}
{' !': -0.054607607, ' @': -2.9416313, '@': -8.780588, ' ': -9.1884, '!': -9.364274}
{' !': -0.016076993, ' @': -4.1605167, '!': -8.809763, ' ': -9.293565, '@': -9.455714}
{' #': -0.20718351, ' !': -1.6784091, '#': -8.154475, ' ': -9.004742, '!': -11.013062}
{' !': -0.43770358, ' #': -1.0387226, '#': -8.364455, '!': -8.905821, ' ': -9.134652}
{' !': -0.20641713, ' $': -1.6864966, '$': -6.9938407, '!': -8.195649, ' ': -9.297214}
{' !': -0.1985016, ' $': -1.721342, '$': -7.073444, '!': -8.54904, ' ': -9.069847}
{' !': -0.09540013, ' @': -2.4032347, '@': -8.3317375, '!': -8.840058, ' ': -8.956773}
{' !': -0.49629533, ' @': -0.94265306, '@': -6.7776613, ' ': -8.156661, '!': -8.942969}
{' @': -0.32102337, ' #': -1.304544, '@': -6.13671, ' ': -7.3630896, '  ': -9.46658}
{' @': -0.32329443, ' #': -1.2955272, '@': -6.342865, ' ': -7.707381, '#': -9.50389}
{' @': -0.10022958, ' $': -2.394255, '@': -5.832458, ' ': -7.41913, '$': -8.470923}
{' @': -0.07954285, ' $': -2.6050534, '@': -6.3600335, ' ': -7.68446, '$': -9.172672}
{' !': -0.67591506, ' #': -0.7116245, '!': -8.331491, '#': -9.136625, ' ': -9.547053}
{' #': -0.25998542, ' !': -1.475964, '#': -8.901024, '!': -9.136848, ' ': -9.143126}
{' #': -0.0069464175, ' @': -5.067096, '#': -8.122963, ' ': -8.58331, '@': -10.241732}
{' #': -0.014719311, ' @': -4.2652516, ' ': -8.340929, '#': -8.604624, '@': -10.215389}
{' #': -0.15425347, ' $': -1.951983, ' ': -7.877228, '$': -8.506472, '#$': -9.452562}
{' #': -0.05933283, ' $': -2.8654773, ' ': -8.139476, '#$': -9.289498, '#': -9.358533}
{' !': -0.62443656, ' $': -0.7700492, '$.': -7.5429316, '$': -8.137383, ' ': -8.322791}
{' !': -0.33489075, ' $': -1.260403, '!': -7.874412, ' ': -8.562844, '$': -8.65724}
{' $': -0.19259499, ' @': -1.7605824, '$.': -6.0946507, ' ': -7.733616, ' $$': -8.8697605}
{' $': -0.25932524, ' @': -1.4894696, '$.': -6.459257, ' ': -7.4505258, ' $$': -8.196213}
{' $': -0.39299265, ' #': -1.127957, ' ': -7.5427475, '$.': -7.821415, '$,': -9.937177}
{' #': -0.5219744, ' $': -0.90210325, ' ': -7.524088, '$.': -9.146637, '$': -9.893589}
{' @': -0.42415512, ' !': -1.0768822, '@': -5.3997984, ' ': -8.062817, '!': -9.537443}
{' !': -0.13423009, ' @': -2.0815969, '@': -7.470503, '!': -8.88185, ' ': -8.980843}
{' #': -0.011207108, ' !': -4.538347, '#': -7.8924127, ' ': -9.727366, '\n': -11.409467}
{' #': -0.051292155, ' !': -3.0076692, '#': -7.7241607, ' ': -9.638789, '\n': -10.361447}
{' $': -0.14008762, ' !': -2.0745816, '$': -5.371107, ' ': -8.5563545, '$,': -9.682127}
{' !': -0.6521798, ' $': -0.7411919, '$': -6.201616, ' ': -8.353713, '!': -8.92366}
{' !': -0.01810974, ' @': -4.0332994, '!': -8.811221, '@': -10.205499, ' ': -10.419272}
{' !': -0.05714848, ' @': -2.897181, '!': -8.6396675, '@': -9.007599, ' ': -9.933056}
{' #': -0.087786704, ' @': -2.4921923, '#': -7.4600167, '@': -8.005965, ' ': -8.282879}
{' #': -0.11442878, ' @': -2.2347748, '#': -7.7802, '@': -7.8267508, ' ': -8.652091}
{' @': -0.5737679, ' $': -0.83726436, '@': -6.2682695, '$': -6.862878, ' ': -8.010575}
{' @': -0.43029016, ' $': -1.0593604, '@': -6.3716235, '$': -7.4191246, ' ': -8.056141}
{' !': -0.2031527, ' #': -1.696519, '!': -7.678567, '#': -10.345908, ' ': -10.802398}
{' #': -0.59932375, ' !': -0.79750496, '!': -8.385061, '#': -9.45748, ' ': -10.214595}
{' #': -0.40322545, ' @': -1.1088662, '@': -6.7710767, ' ': -7.9680386, '#': -8.751335}
{' #': -0.109522566, ' @': -2.2714908, '@': -8.505923, ' ': -8.691788, '#': -9.058629}
{' $': -0.4936717, ' #': -0.9455931, '$': -7.5201283, ' ': -8.441633, '#$': -9.534419}
{' #': -0.21201706, ' $': -1.6580887, '$': -8.769163, ' ': -8.928067, '#$': -9.443359}
{' !': -0.52759224, ' $': -0.89399195, '!': -8.098005, '$': -8.404123, '$.': -8.515051}
{' !': -0.5373218, ' $': -0.8805131, '!': -8.129125, '$.': -8.141225, '$': -8.202526}
{' @': -0.42482254, ' $': -1.0672691, '@': -7.3653474, ' ': -7.680181, '$.': -8.1606045}
{' $': -0.57383996, ' @': -0.83202446, '$.': -7.7709, ' ': -8.013363, ' $$': -8.475435}
{' #': -0.2957532, ' $': -1.3650893, ' ': -8.303403, '$.': -9.042209, '$': -9.518807}
{' #': -0.54897445, ' $': -0.8631835, '$.': -8.594388, ' ': -8.696831, '$': -9.479051}
{' !': -0.028958973, ' @': -3.5677617, '@': -8.833789, '!': -9.195294, ' ': -9.65404}
{' !': -0.0043456997, ' @': -5.4883027, '!': -8.904028, ' ': -10.193727, '@': -10.985097}
{' #': -0.19982353, ' !': -1.7110903, '#': -8.027866, ' ': -9.334383, '!': -10.90305}
{' #': -0.2287134, ' !': -1.5905547, '#': -7.862319, ' 8': -9.39438, ' ': -9.58029}
{' $': -0.54705703, ' !': -0.87342155, '$': -5.739819, ' ': -8.446176, '!': -9.015648}
{' !': -0.056508124, ' $': -2.9138155, '!': -8.320651, '$': -8.329709, ' ': -8.942082}
{' @': -0.3968049, ' !': -1.1214218, '@': -6.5148582, ' ': -9.007331, '!': -9.448473}
{' @': -0.52891225, ' !': -0.89388156, '@': -6.603789, ' ': -8.746659, '!': -9.23759}
{' #': -0.5657556, ' @': -0.844505, '@': -6.399381, ' ': -8.241363, '#': -8.670601}
{' @': -0.5415801, ' #': -0.8766592, '@': -6.5363255, ' ': -8.384157, '#': -9.186277}
{' @': -0.14268689, ' $': -2.0563736, '@': -5.5344486, '$': -7.9399605, ' ': -8.027039}
{' @': -0.10297116, ' $': -2.3598604, '@': -5.970301, '\n': -8.364268, ' ': -8.365068}
{' #': -0.19723128, ' !': -1.7211875, '#': -9.680285, '!': -9.914994, ' ': -10.652811}
{' #': -0.02488352, ' !': -3.7108233, '#': -9.525997, ' ': -10.487316, '!': -11.740189}
{' #': -0.044403683, ' @': -3.15165, '#': -8.512022, '@': -8.548462, ' ': -8.71414}
{' #': -0.004359349, ' @': -5.4841013, '#': -9.270155, ' ': -9.644035, '\n': -11.016427}
{' #': -0.059354518, ' $': -2.8622663, '$': -9.130272, ' ': -9.189195, '#': -9.283759}
{' #': -0.006129995, ' $': -5.135898, '#': -9.455158, ' ': -9.717293, '#$': -10.288151}
{' $': -0.25016522, ' !': -1.5136541, '$': -7.5758314, ' ': -8.323929, '$.': -8.699819}
{' $': -0.16812478, ' !': -1.8811889, '$': -6.9097404, '$.': -7.254638, ' ': -8.378743}
{' $': -0.19508348, ' @': -1.7468603, '$.': -6.61787, ' ': -7.5845456, ' $$': -8.107127}
{' $': -0.016400127, ' @': -4.2227883, '$.': -7.3235836, ' $$': -8.11112, ' ': -8.390617}
{' $': -0.26972714, ' #': -1.4459758, ' ': -8.143603, '$.': -8.368772, '$': -9.041171}
{' $': -0.04968303, ' #': -3.0446382, '$.': -8.228218, ' ': -8.449474, '$': -8.920538}
{' !': -8.3045044e-05, '!': -9.499335, ' ': -12.004173, ' @': -13.68471, '!.': -14.502679}
{' !': -9.65175e-05, '!': -9.323047, ' ': -12.152958, ' @': -13.720969, '!.': -14.758763}
